Genome,Scheme,ST,yphC,trpC,efp,ppa,mutY,ureI,atpA
GCF_017594805.fna.gz,hpylori,-,,1546,2635,,2843,,
GCF_017821655.fna.gz,hpylori,-,,,,2659,2676,266,
GCF_018329165.fna.gz,hpylori,-,,957,2202,843,,890,
GCF_018329285.fna.gz,hpylori,-,,,,,1212,,
GCF_018327845.fna.gz,hpylori,-,,,,,,,
GCF_016806305.fna.gz,hpylori,3809,3245,3169,716,722,3011,3054,2952
GCF_016806525.fna.gz,hpylori,3809,3245,3169,716,722,3011,3054,2952
GCF_016836795.fna.gz,hpylori,-,,,,,,,
GCF_017821475.fna.gz,hpylori,-,,,,,,,
GCF_018328125.fna.gz,hpylori,-,2587,,2681,,950,,951
GCF_018328525.fna.gz,hpylori,-,2345,,,,,,
GCF_018328665.fna.gz,hpylori,-,,,,,950,,
GCF_016748265.fna.gz,hpylori,3269,2867,2826,1786,2613,2766,2830,2732
GCF_016748795.fna.gz,hpylori,3282,2697,2835,2567,722,2776,1677,2741
GCF_016749455.fna.gz,hpylori,3293,2886,2846,2577,2634,2787,2850,2752
GCF_016755655.fna.gz,hpylori,3286,2880,2839,2570,2626,2781,2843,2746
GCF_016755775.fna.gz,hpylori,3273,2869,2827,2561,2615,2768,2834,2736
GCF_016757595.fna.gz,hpylori,3294,2680,2657,2435,2466,2604,2851,2586
GCF_016806445.fna.gz,hpylori,3941,3253,3177,2767,2926,3026,3062,423
GCF_016807045.fna.gz,hpylori,3806,3243,3167,258,2917,3010,2719,2951
GCF_017594845.fna.gz,hpylori,-,424,,,,,,
GCF_018327985.fna.gz,hpylori,-,,,2203,,,,
GCF_018329185.fna.gz,hpylori,-,,1239,,,,,1232
GCF_018329325.fna.gz,hpylori,-,3038,,,949,,1247,
GCF_018327865.fna.gz,hpylori,-,,,,,,,951
GCF_016807065.fna.gz,hpylori,3806,3243,3167,258,2917,3010,2719,2951
GCF_017594855.fna.gz,hpylori,-,,,1448,,,218,
GCF_018328005.fna.gz,hpylori,-,,,,,,,
GCF_018328485.fna.gz,hpylori,-,,,455,477,,,
GCF_018328625.fna.gz,hpylori,-,,,,,,,951
GCF_016748415.fna.gz,hpylori,3270,2863,2824,2559,2611,2763,2831,2734
GCF_016748925.fna.gz,hpylori,3281,2876,2834,2566,2622,2775,2839,2740
GCF_016749575.fna.gz,hpylori,3287,2881,2840,2571,2627,2782,2845,2747
GCF_016755675.fna.gz,hpylori,3285,2879,2838,2569,2625,2779,2842,2745
GCF_016755795.fna.gz,hpylori,3272,2863,2824,2560,2611,2767,2833,2732
GCF_016806165.fna.gz,hpylori,3937,3251,3175,2470,2924,3021,3059,2632
GCF_016806465.fna.gz,hpylori,3940,2738,224,2470,2925,3021,2719,2632
GCF_016807085.fna.gz,hpylori,3807,3244,3168,2761,2918,3012,1008,2953
GCF_017594885.fna.gz,hpylori,-,,,,219,,,2788
GCF_018328025.fna.gz,hpylori,-,,,,,950,,
GCF_018329225.fna.gz,hpylori,-,2587,1239,918,950,1219,1240,
GCF_018329345.fna.gz,hpylori,-,2431,,,,,,
GCF_017595085.fna.gz,hpylori,-,,,1448,,,,
GCF_017821235.fna.gz,hpylori,-,,,219,,,,
GCF_018328045.fna.gz,hpylori,-,,2475,,,,,946
GCF_016807105.fna.gz,hpylori,3807,3244,3168,2761,2918,3012,1008,2953
GCF_017594905.fna.gz,hpylori,-,,1546,2635,,2843,,
GCF_018328065.fna.gz,hpylori,-,,,455,,,,
GCF_018328505.fna.gz,hpylori,-,,,,,,966,
GCF_018328645.fna.gz,hpylori,-,,,,,1212,2856,
GCF_016749335.fna.gz,hpylori,3275,2870,2829,2390,2616,2770,2835,2737
GCF_016755635.fna.gz,hpylori,3287,2881,2840,2571,2627,2782,2845,2747
GCF_016755755.fna.gz,hpylori,3272,2863,2824,2560,2611,2767,2833,2732
GCF_016757575.fna.gz,hpylori,3297,2888,2848,2437,179,2789,2853,2588
GCF_016806425.fna.gz,hpylori,3809,3245,3169,716,722,3011,3054,2952
GCF_016806625.fna.gz,hpylori,415,220,30,68,30,30,30,30
GCF_017594815.fna.gz,hpylori,-,,,1703,,2834,2335,
GCF_018327885.fna.gz,hpylori,-,,,,,,2063,
GCF_018329205.fna.gz,hpylori,-,2056,,,949,,,
GCF_018329305.fna.gz,hpylori,-,49,,,,,,
GCF_018327905.fna.gz,hpylori,-,,,1264,,1219,,
GCF_016806345.fna.gz,hpylori,3816,3247,3172,227,2920,3014,2879,3060
GCF_016806545.fna.gz,hpylori,3945,3255,1546,268,2532,3030,251,223
GCF_016836825.fna.gz,hpylori,-,,,1454,,,,1618
GCF_017821535.fna.gz,hpylori,-,2917,,,357,,211,
GCF_018328145.fna.gz,hpylori,-,,,,1436,,881,
GCF_018328545.fna.gz,hpylori,-,,,,,,,
GCF_018328685.fna.gz,hpylori,-,,,,943,1219,,951
GCF_016748555.fna.gz,hpylori,3284,2878,2837,132,2624,2778,2841,2743
GCF_016749025.fna.gz,hpylori,3280,2875,2833,2564,2621,2774,2838,2739
GCF_016749715.fna.gz,hpylori,3291,2885,2845,2576,2633,2786,2849,2751
GCF_016755695.fna.gz,hpylori,3298,2889,2660,2580,179,2789,2659,2754
GCF_016755815.fna.gz,hpylori,3271,2868,2826,1786,2614,2766,2832,2735
GCF_016806285.fna.gz,hpylori,3811,3246,3170,257,2919,732,2688,2954
GCF_016806485.fna.gz,hpylori,3816,3247,3172,227,2920,3014,2879,3060
GCF_016807125.fna.gz,hpylori,3935,3249,3174,2766,2922,3023,3060,2956
GCF_017821275.fna.gz,hpylori,-,,,2355,210,,,
GCF_018328085.fna.gz,hpylori,-,,,,,,,
GCF_018329245.fna.gz,hpylori,-,,2475,47,945,2360,,
GCF_018329365.fna.gz,hpylori,-,,,317,1031,52,,
GCF_018327925.fna.gz,hpylori,-,,,2360,,,,
GCF_016806365.fna.gz,hpylori,3817,3248,3173,257,2921,3015,3055,2955
GCF_016806565.fna.gz,hpylori,415,220,30,68,30,30,30,30
GCF_016836845.fna.gz,hpylori,-,,1434,1454,,,2788,
GCF_017821595.fna.gz,hpylori,-,,,,,,,
GCF_018328165.fna.gz,hpylori,-,,,,,,,
GCF_018328565.fna.gz,hpylori,-,,,,,,,
GCF_018328705.fna.gz,hpylori,-,,,,,,,
GCF_016748675.fna.gz,hpylori,3283,2877,2836,2568,2623,2777,2840,2742
GCF_016749085.fna.gz,hpylori,3278,2874,2832,2563,2620,2773,2837,149
GCF_016749815.fna.gz,hpylori,3290,2884,2844,2574,2632,2785,2848,2750
GCF_016755715.fna.gz,hpylori,3295,2887,2847,2579,2622,2788,2852,2753
GCF_016757535.fna.gz,hpylori,3276,2871,2830,2562,2618,2771,2836,2738
GCF_016806295.fna.gz,hpylori,3936,3250,224,2764,2923,3020,3058,252
GCF_016806505.fna.gz,hpylori,3814,2697,3171,2763,219,2621,2691,423
GCF_016836785.fna.gz,hpylori,-,1376,,,,,,
GCF_017821355.fna.gz,hpylori,-,2765,,,,2676,2746,2653
GCF_018328105.fna.gz,hpylori,-,,,,,1219,,
GCF_018329265.fna.gz,hpylori,-,,,,,,,
GCF_018329385.fna.gz,hpylori,-,,,455,,,2525,951
GCF_018327945.fna.gz,hpylori,-,,,53,,,,
GCF_016806385.fna.gz,hpylori,3938,3252,3176,2765,722,3022,2695,257
GCF_016806585.fna.gz,hpylori,3805,3242,3166,2760,2916,3009,2691,2597
GCF_017594765.fna.gz,hpylori,-,,,,2459,,141,
GCF_017821615.fna.gz,hpylori,-,,,1426,1477,,,
GCF_018328185.fna.gz,hpylori,-,,,,448,,,
GCF_018328585.fna.gz,hpylori,-,,2475,,45,,2856,
GCF_018328725.fna.gz,hpylori,-,,2971,2677,,,,2862
GCF_018327965.fna.gz,hpylori,-,457,,,,,,
GCF_018329405.fna.gz,hpylori,-,,,,,,1247,
GCF_018332355.fna.gz,hpylori,-,2977,2942,2654,,2883,2942,2838
GCF_018402965.fna.gz,hpylori,-,2977,2941,2654,,2883,2940,
GCF_019093745.fna.gz,hpylori,-,,,,,,,
GCF_019093785.fna.gz,hpylori,-,,,,859,,,
GCF_900086665.fna.gz,hpylori,181,181,181,181,181,181,181,181
GCF_900087585.fna.gz,hpylori,-,181,181,181,181,,181,181
GCF_900087845.fna.gz,hpylori,181,181,181,181,181,181,181,181
GCF_900087995.fna.gz,hpylori,-,181,181,181,181,181,,181
GCF_900088065.fna.gz,hpylori,181,181,181,181,181,181,181,181
GCF_900088195.fna.gz,hpylori,181,181,181,181,181,181,181,181
GCF_900088285.fna.gz,hpylori,181,181,181,181,181,181,181,181
GCF_900088355.fna.gz,hpylori,181,181,181,181,181,181,181,181
GCF_900120225.fna.gz,hpylori,-,,,214,,,,
GCF_900450825.fna.gz,hpylori,-,,,,,,,
GCF_902374915.fna.gz,hpylori,3618,3000,1879,1731,1790,1846,1920,1837
GCF_902842855.fna.gz,hpylori,-,,,,,,,
GCF_902843135.fna.gz,hpylori,-,,,,,,,
GCF_902844845.fna.gz,hpylori,908,911,908,869,882,892,919,895
GCF_018328205.fna.gz,hpylori,-,,423,458,420,,,
GCF_018328225.fna.gz,hpylori,-,,,1162,,950,,2439
GCF_018328285.fna.gz,hpylori,-,1533,1329,,,,,
GCF_900087755.fna.gz,hpylori,181,181,181,181,181,181,181,181
GCF_900087955.fna.gz,hpylori,181,181,181,181,181,181,181,181
GCF_900088035.fna.gz,hpylori,181,181,181,181,181,181,181,181
GCF_900088115.fna.gz,hpylori,181,181,181,181,181,181,181,181
GCF_900088245.fna.gz,hpylori,181,181,181,181,181,181,181,181
GCF_900088325.fna.gz,hpylori,181,181,181,181,181,181,181,181
GCF_900120135.fna.gz,hpylori,-,,,214,,,,
GCF_900120335.fna.gz,hpylori,-,,,214,,,,
GCF_900638475.fna.gz,hpylori,1288,1223,1213,1151,1174,1200,1228,1204
GCF_902842775.fna.gz,hpylori,-,,925,,,,,
GCF_902843025.fna.gz,hpylori,-,,,,,892,,
GCF_902843215.fna.gz,hpylori,-,,,1993,,,,
GCF_018329025.fna.gz,hpylori,-,,2475,,,,,951
GCF_019093805.fna.gz,hpylori,-,,748,,,,,
GCF_900087495.fna.gz,hpylori,181,181,181,181,181,181,181,181
GCF_900087665.fna.gz,hpylori,181,181,181,181,181,181,181,181
GCF_900087935.fna.gz,hpylori,181,181,181,181,181,181,181,181
GCF_900088015.fna.gz,hpylori,181,181,181,181,181,181,181,181
GCF_900088085.fna.gz,hpylori,181,181,181,181,181,181,181,181
GCF_900088215.fna.gz,hpylori,181,181,181,181,181,181,181,181
GCF_900088305.fna.gz,hpylori,181,181,181,181,181,181,181,181
GCF_900119995.fna.gz,hpylori,-,,,214,,,,
GCF_900120275.fna.gz,hpylori,-,,,214,,,,
GCF_900451295.fna.gz,hpylori,698,1224,1214,1152,1175,1201,1229,1205
GCF_902842595.fna.gz,hpylori,-,,,,,,,
GCF_902842885.fna.gz,hpylori,-,,,,,,,
GCF_902843165.fna.gz,hpylori,-,,,,,,,
GCF_018328885.fna.gz,hpylori,-,,,,,,,
GCF_018328965.fna.gz,hpylori,-,,,,,1219,,
GCF_018329065.fna.gz,hpylori,-,2462,423,1162,,,2477,425
GCF_900005055.fna.gz,hpylori,579,1599,341,1464,1259,1572,1605,305
GCF_900087515.fna.gz,hpylori,181,181,181,181,181,181,181,181
GCF_900087825.fna.gz,hpylori,181,181,181,181,181,181,181,181
GCF_900087965.fna.gz,hpylori,181,181,181,181,181,181,181,181
GCF_900088045.fna.gz,hpylori,-,181,181,181,181,181,,181
GCF_900088135.fna.gz,hpylori,181,181,181,181,181,181,181,181
GCF_900088255.fna.gz,hpylori,181,181,181,181,181,181,181,181
GCF_900088335.fna.gz,hpylori,181,181,181,181,181,181,181,181
GCF_900120185.fna.gz,hpylori,-,,,214,,,,
GCF_900149805.fna.gz,hpylori,-,,,214,,,,
GCF_901687245.fna.gz,hpylori,-,,31,31,,31,31,31
GCF_902842795.fna.gz,hpylori,-,,,,,,,
GCF_902843075.fna.gz,hpylori,-,1633,,,,,,
GCF_902843235.fna.gz,hpylori,-,,,,,,,
GCF_018328745.fna.gz,hpylori,-,,,,459,,,
GCF_018328765.fna.gz,hpylori,-,,,317,,,,
GCF_018328805.fna.gz,hpylori,-,,,1162,,,,
GCF_018328865.fna.gz,hpylori,-,,,,,,,
GCF_018328945.fna.gz,hpylori,-,,457,453,,454,466,1760
GCF_018329045.fna.gz,hpylori,-,,,,,2362,,
GCF_019093825.fna.gz,hpylori,-,,,,,,,
GCF_900087505.fna.gz,hpylori,181,181,181,181,181,181,181,181
GCF_900087695.fna.gz,hpylori,181,181,181,181,181,181,181,181
GCF_900087945.fna.gz,hpylori,181,181,181,181,181,181,181,181
GCF_900088025.fna.gz,hpylori,-,181,199,181,181,2806,181,181
GCF_900088095.fna.gz,hpylori,181,181,181,181,181,181,181,181
GCF_900088235.fna.gz,hpylori,181,181,181,181,181,181,181,181
GCF_900088315.fna.gz,hpylori,181,181,181,181,181,181,181,181
GCF_900120055.fna.gz,hpylori,-,,,214,,,,
GCF_900120315.fna.gz,hpylori,-,,,214,,,,
GCF_900478295.fna.gz,hpylori,3745,230,29,2735,31,29,29,29
GCF_902842705.fna.gz,hpylori,-,,,,,,,
GCF_902843005.fna.gz,hpylori,-,911,908,2358,,892,919,895
GCF_902843175.fna.gz,hpylori,-,,,,,,,
GCF_018328785.fna.gz,hpylori,-,,,40,,,,
GCF_018328825.fna.gz,hpylori,-,,2977,,216,950,,951
GCF_018328905.fna.gz,hpylori,-,,,2239,,,2525,
GCF_018328985.fna.gz,hpylori,-,,,,,1216,,951
GCF_019093765.fna.gz,hpylori,-,,,,,,,
GCF_900086675.fna.gz,hpylori,181,181,181,181,181,181,181,181
GCF_900087595.fna.gz,hpylori,181,181,181,181,181,181,181,181
GCF_900087885.fna.gz,hpylori,181,181,181,181,181,181,181,181
GCF_900088005.fna.gz,hpylori,181,181,181,181,181,181,181,181
GCF_900088075.fna.gz,hpylori,181,181,181,181,181,181,181,181
GCF_900088205.fna.gz,hpylori,181,181,181,181,181,181,181,181
GCF_900088295.fna.gz,hpylori,181,181,181,181,181,181,181,181
GCF_900119955.fna.gz,hpylori,-,,,214,,,,
GCF_900120255.fna.gz,hpylori,-,,,214,,,,
GCF_900451055.fna.gz,hpylori,-,,,,2469,,,
GCF_902381665.fna.gz,hpylori,3032,960,2641,2421,2450,2592,2643,2567
GCF_902842865.fna.gz,hpylori,2882,911,908,2358,882,892,919,895
GCF_902843145.fna.gz,hpylori,-,,,,1563,,,
GCF_902844855.fna.gz,hpylori,-,1633,,,,,,
GCF_018328245.fna.gz,hpylori,-,,,,2772,,,
GCF_018328845.fna.gz,hpylori,-,,2472,,477,,,
GCF_018328925.fna.gz,hpylori,-,3038,,,2391,,,
GCF_018329005.fna.gz,hpylori,-,,,,2268,,,
GCF_900087575.fna.gz,hpylori,181,181,181,181,181,181,181,181
GCF_900087835.fna.gz,hpylori,181,181,181,181,181,181,181,181
GCF_900087975.fna.gz,hpylori,181,181,181,181,181,181,181,181
GCF_900088055.fna.gz,hpylori,181,181,181,181,181,181,181,181
GCF_900088165.fna.gz,hpylori,181,181,181,181,181,181,181,181
GCF_900088265.fna.gz,hpylori,181,181,181,181,181,181,181,181
GCF_900088345.fna.gz,hpylori,181,181,181,181,181,181,181,181
GCF_900120205.fna.gz,hpylori,-,,,214,,,,
GCF_900176185.fna.gz,hpylori,-,,,214,,,,
GCF_901687255.fna.gz,hpylori,-,,31,31,,31,31,31
GCF_902842835.fna.gz,hpylori,-,1633,,,,,,
GCF_902843095.fna.gz,hpylori,-,911,908,2358,882,892,,895
GCF_902843275.fna.gz,hpylori,908,911,908,869,882,892,919,895
GCF_000020245.fna.gz,hpylori,3047,2688,2661,2437,179,2607,2655,2588
GCF_902844915.fna.gz,hpylori,-,1633,,,,,,895
GCF_902844955.fna.gz,hpylori,-,,,,,2514,,
GCF_902845675.fna.gz,hpylori,-,911,908,2358,,892,919,895
GCF_902845685.fna.gz,hpylori,-,,,1993,,,,
GCF_902845725.fna.gz,hpylori,-,911,908,2358,,892,919,895
GCF_902845735.fna.gz,hpylori,-,,,,,,,
GCF_902845745.fna.gz,hpylori,-,911,908,,882,892,,895
GCF_902845755.fna.gz,hpylori,-,,,,,,,
GCF_902845775.fna.gz,hpylori,-,,,,,,,
GCF_902845785.fna.gz,hpylori,-,911,908,2358,,892,919,895
GCF_902845825.fna.gz,hpylori,2882,911,908,2358,882,892,919,895
GCF_902845835.fna.gz,hpylori,-,911,908,2358,882,892,,895
GCF_902845875.fna.gz,hpylori,-,2135,,2502,,,,
GCF_902845895.fna.gz,hpylori,-,,,,,,,
GCF_902845945.fna.gz,hpylori,-,911,908,2358,882,892,,895
GCF_902845995.fna.gz,hpylori,2882,911,908,2358,882,892,919,895
GCF_902846045.fna.gz,hpylori,-,,,,,,,
GCF_902846105.fna.gz,hpylori,-,,,,,,,
GCF_902846125.fna.gz,hpylori,-,,,716,,2665,,257
GCF_902846135.fna.gz,hpylori,-,911,908,2358,882,892,,895
GCF_902846165.fna.gz,hpylori,2882,911,908,2358,882,892,919,895
GCF_902846255.fna.gz,hpylori,908,911,908,869,882,892,919,895
GCF_902849895.fna.gz,hpylori,2882,911,908,2358,882,892,919,895
GCF_902849915.fna.gz,hpylori,-,2135,,2502,,,,
GCF_902849965.fna.gz,hpylori,2882,911,908,2358,882,892,919,895
GCF_902849975.fna.gz,hpylori,-,,,,,,,
GCF_000021165.fna.gz,hpylori,3019,2653,2625,964,2442,2565,2633,2551
GCF_000093185.fna.gz,hpylori,658,1553,1525,1427,1455,1506,1558,1504
GCF_000275265.fna.gz,hpylori,-,,,,,,,
GCF_000275425.fna.gz,hpylori,-,,,344,,,,
GCF_000148855.fna.gz,hpylori,3050,2692,2664,2440,2469,2610,2670,2591
GCF_000275105.fna.gz,hpylori,-,,,,201,1803,,
GCF_000299795.fna.gz,hpylori,-,,,,,,,
GCF_000299815.fna.gz,hpylori,-,,,,,,,
GCF_000345625.fna.gz,hpylori,3593,1919,2943,1734,1793,1852,1922,1839
GCF_000296035.fna.gz,hpylori,-,3048,2982,824,2753,2944,2977,
GCF_000275445.fna.gz,hpylori,-,,,,,,,
GCF_000091345.fna.gz,hpylori,3022,2656,2634,2412,2444,2575,2637,2560
GCF_000476455.fna.gz,hpylori,514,295,1578,278,280,294,280,280
GCF_000476475.fna.gz,hpylori,569,1613,1588,1479,1504,1568,288,1565
GCF_000476615.fna.gz,hpylori,512,1605,1576,1470,429,1553,1609,1555
GCF_000476655.fna.gz,hpylori,518,1603,1574,1468,1498,1557,1612,1553
GCF_000349485.fna.gz,hpylori,-,,,,,,199,
GCF_000345645.fna.gz,hpylori,-,1919,2943,1734,1793,1852,,1839
GCF_000498315.fna.gz,hpylori,-,,,,582,,,
GCF_000498335.fna.gz,hpylori,-,,,,582,,,
GCF_000275125.fna.gz,hpylori,-,,,,,,,
GCF_000275485.fna.gz,hpylori,-,,,,,,,
GCF_000275505.fna.gz,hpylori,-,,,2023,,,,
GCF_000224535.fna.gz,hpylori,-,,,,,,,
GCF_000299835.fna.gz,hpylori,-,,,563,,,,
GCF_000275145.fna.gz,hpylori,-,,229,,,1774,,
GCF_000274365.fna.gz,hpylori,-,,,,413,,,2151
GCF_000349505.fna.gz,hpylori,3662,3037,951,907,2745,37,881,2864
GCF_000359645.fna.gz,hpylori,-,,,,,,,
GCF_000345685.fna.gz,hpylori,3594,2980,1856,1706,1765,1826,1895,1814
GCF_000476555.fna.gz,hpylori,591,1617,1599,1484,279,1571,1632,1575
GCF_000476575.fna.gz,hpylori,511,1604,1575,1469,1499,1552,516,1554
GCF_000476855.fna.gz,hpylori,516,273,1580,273,291,1556,273,291
GCF_000299855.fna.gz,hpylori,-,,,,,,,
GCF_000273905.fna.gz,hpylori,-,,,,,,,2171
GCF_000274385.fna.gz,hpylori,-,,,,,,,
GCF_000274405.fna.gz,hpylori,-,2918,,,,2128,,
GCF_000295975.fna.gz,hpylori,3669,3045,2979,2683,2751,2943,2974,2869
GCF_000295995.fna.gz,hpylori,-,3046,2980,2684,1304,2925,2975,
GCF_000345705.fna.gz,hpylori,3621,3002,1884,1737,1796,1855,1925,2291
GCF_000345765.fna.gz,hpylori,-,,1874,1726,1786,1845,1916,1834
GCF_000476435.fna.gz,hpylori,566,1612,1587,1477,1503,1567,1618,1563
GCF_000476595.fna.gz,hpylori,530,510,511,510,510,511,511,515
GCF_000273885.fna.gz,hpylori,-,,,,,,,
GCF_000258825.fna.gz,hpylori,181,181,181,181,181,181,181,181
GCF_000148875.fna.gz,hpylori,3041,2671,2653,2425,2460,2601,2653,2579
GCF_000345725.fna.gz,hpylori,-,,,,,1774,1903,
GCF_000345745.fna.gz,hpylori,-,,1874,1726,1786,1845,,1834
GCF_000287755.fna.gz,hpylori,2128,1975,1942,1794,1837,1912,1977,1896
GCF_000296015.fna.gz,hpylori,3670,3047,2981,2685,2752,2926,2976,2870
GCF_000277365.fna.gz,hpylori,3046,2684,2660,2436,179,2606,2659,2575
GCF_000475695.fna.gz,hpylori,511,1604,1575,1469,1499,1552,516,1554
GCF_000475915.fna.gz,hpylori,581,1619,1594,1486,1508,1574,1628,1571
GCF_000273865.fna.gz,hpylori,-,,,,,,,
GCF_000148895.fna.gz,hpylori,3040,2670,2651,2424,179,2600,2652,2575
GCF_000256075.fna.gz,hpylori,-,,,2774,2814,3036,3070,
GCF_000259235.fna.gz,hpylori,3021,2655,2631,2411,2443,2571,2635,2559
GCF_000346835.fna.gz,hpylori,3623,3004,1870,1739,1780,1856,1926,1844
GCF_000348865.fna.gz,hpylori,-,,,1178,2816,1217,3071,
GCF_000287775.fna.gz,hpylori,3674,2032,1997,1841,1897,1971,2980,1963
GCF_000296055.fna.gz,hpylori,3671,3049,2983,1772,2754,2927,2978,2871
GCF_000275585.fna.gz,hpylori,-,,,,,,,
GCF_000475515.fna.gz,hpylori,504,510,421,510,510,414,511,1547
GCF_000475535.fna.gz,hpylori,521,279,1581,279,296,1558,279,320
GCF_000475735.fna.gz,hpylori,505,1552,1569,540,429,417,288,1548
GCF_000513515.fna.gz,hpylori,1404,549,546,536,535,538,550,546
GCF_000591095.fna.gz,hpylori,2561,2292,2248,2060,2119,2203,2285,2207
GCF_000273825.fna.gz,hpylori,-,,,343,,,,
GCF_000148915.fna.gz,hpylori,3043,2678,2655,2433,2464,2603,2655,2584
GCF_000315955.fna.gz,hpylori,2935,2640,2604,1824,179,2536,2628,2583
GCF_000317875.fna.gz,hpylori,2945,2628,2602,245,2414,2539,2616,2528
GCF_000346855.fna.gz,hpylori,3624,3005,1886,1740,1798,1823,1910,1845
GCF_000348885.fna.gz,hpylori,-,,,2777,2817,3039,3073,
GCF_000287835.fna.gz,hpylori,3673,1961,1929,1780,1066,1898,1657,2873
GCF_000296075.fna.gz,hpylori,3672,3050,2984,2686,2755,2928,2979,2872
GCF_000274465.fna.gz,hpylori,-,,229,,,1774,,
GCF_000604285.fna.gz,hpylori,571,1614,280,1480,267,294,1619,1566
GCF_000604305.fna.gz,hpylori,592,1620,1595,520,1509,271,1633,271
GCF_000477055.fna.gz,hpylori,583,1606,1596,1487,1510,278,1629,1572
GCF_000499345.fna.gz,hpylori,1138,856,853,813,827,840,840,837
GCF_000591115.fna.gz,hpylori,2561,2292,2248,2060,2119,2203,2285,2207
GCF_000273925.fna.gz,hpylori,-,,,,,,,
GCF_000178935.fna.gz,hpylori,3032,960,2641,2421,2450,2592,2643,2567
GCF_000344965.fna.gz,hpylori,3597,2983,1860,1710,1769,1830,1899,1817
GCF_000344985.fna.gz,hpylori,3598,2984,1861,1711,1770,1831,1900,1818
GCF_000346875.fna.gz,hpylori,3625,3006,1887,1741,1799,2888,1927,1846
GCF_000349405.fna.gz,hpylori,-,,529,,,,,
GCF_000521245.fna.gz,hpylori,2139,1985,1951,1802,932,1922,1987,1907
GCF_000591155.fna.gz,hpylori,2561,2292,2248,2060,2119,2203,2285,2207
GCF_000275525.fna.gz,hpylori,-,213,,2384,,,,2517
GCF_000475675.fna.gz,hpylori,517,365,414,415,400,365,1611,413
GCF_000475895.fna.gz,hpylori,583,1606,1596,1487,1510,278,1629,1572
GCF_000476955.fna.gz,hpylori,521,279,1581,279,296,1558,279,320
GCF_000499325.fna.gz,hpylori,1374,1143,1136,488,1106,1123,1158,1128
GCF_000591135.fna.gz,hpylori,2562,2292,2248,2060,2124,2203,2285,2207
GCF_000477015.fna.gz,hpylori,515,1606,1579,1472,1500,1555,1610,1557
GCF_000273985.fna.gz,hpylori,-,,,,210,,,2043
GCF_000270025.fna.gz,hpylori,3036,2668,2650,2422,502,2597,2648,2572
GCF_000345025.fna.gz,hpylori,3600,2985,1862,1712,1771,1832,1901,1819
GCF_000345125.fna.gz,hpylori,3604,2988,1866,1717,1776,1774,1906,1824
GCF_000275545.fna.gz,hpylori,-,,,,,,,
GCF_000685625.fna.gz,hpylori,-,204,204,204,204,204,204,
GCF_000685665.fna.gz,hpylori,-,,,,,,,
GCF_000392455.fna.gz,hpylori,-,,,,,,,
GCF_000476275.fna.gz,hpylori,582,1620,1595,520,1509,271,334,271
GCF_000591175.fna.gz,hpylori,2562,2292,2248,2060,2124,2203,2285,2207
GCF_000591195.fna.gz,hpylori,2566,2300,2251,2061,2124,2204,2288,2211
GCF_000273945.fna.gz,hpylori,-,,,104,,,,
GCF_000270045.fna.gz,hpylori,3037,1246,44,2423,44,44,44,44
GCF_000345045.fna.gz,hpylori,3601,2390,1863,1713,1772,1833,1902,1820
GCF_000345145.fna.gz,hpylori,3605,2989,1867,1703,1777,1837,1907,1825
GCF_000275385.fna.gz,hpylori,-,,,,,,,
GCF_000475495.fna.gz,hpylori,529,306,1583,278,278,1560,1616,280
GCF_000345805.fna.gz,hpylori,-,,1874,1726,1786,1845,1916,1834
GCF_000477095.fna.gz,hpylori,516,273,1580,273,291,1556,273,291
GCF_000273805.fna.gz,hpylori,-,,,,,,,
GCF_000273965.fna.gz,hpylori,-,,,,,,201,
GCF_000274045.fna.gz,hpylori,-,,,,,,2593,
GCF_000345085.fna.gz,hpylori,3602,2986,1865,1715,1774,1835,1904,1822
GCF_000345225.fna.gz,hpylori,3609,2992,1872,1722,1782,1842,1912,1830
GCF_000274765.fna.gz,hpylori,-,,,,823,,,
GCF_000344945.fna.gz,hpylori,3596,2982,1859,1709,1768,1829,1898,1816
GCF_000345165.fna.gz,hpylori,-,,1869,1719,1779,1839,1909,1827
GCF_000345785.fna.gz,hpylori,-,,1874,1726,1786,1845,1916,1834
GCF_000345885.fna.gz,hpylori,-,,1874,1726,1786,1845,1916,1834
GCF_000475975.fna.gz,hpylori,579,1599,341,1464,1259,1572,1605,305
GCF_000274005.fna.gz,hpylori,-,,,823,,,,
GCF_000185245.fna.gz,hpylori,3029,2662,1597,2418,2447,278,288,2564
GCF_000345065.fna.gz,hpylori,3606,2353,1868,1718,1778,1838,1908,1826
GCF_000345185.fna.gz,hpylori,3607,2990,1870,1720,1780,1840,1910,1828
GCF_000274785.fna.gz,hpylori,-,,,,213,,,
GCF_000307835.fna.gz,hpylori,181,181,181,181,181,181,181,181
GCF_000333835.fna.gz,hpylori,1767,495,490,487,484,488,496,490
GCF_000476055.fna.gz,hpylori,530,510,511,510,510,511,511,515
GCF_000476115.fna.gz,hpylori,502,330,324,324,414,398,1603,320
GCF_000345825.fna.gz,hpylori,-,,1874,1726,1786,1845,1916,1834
GCF_000476515.fna.gz,hpylori,514,295,1578,278,280,294,280,280
GCF_000185205.fna.gz,hpylori,3051,2693,2665,1723,1783,1774,211,1820
GCF_000273845.fna.gz,hpylori,-,,1849,1700,213,,,
GCF_000274065.fna.gz,hpylori,-,,,,,,,
