Genome,Scheme,ST,gyrB,metE,mdh,pntA,adk,purM,pyrC
GCF_016457065.fna.gz,vcholerae,1330,88,59,14,117,14,56,154
GCF_018310255.fna.gz,vcholerae,1480,2,47,4,12,7,1,75
GCF_018929625.fna.gz,vcholerae,69,11,37,4,12,7,1,20
GCF_019092825.fna.gz,vcholerae,-,38,,103,36,,,
GCF_900205735.fna.gz,vcholerae,69,11,37,4,12,7,1,20
GCF_900604885.fna.gz,vcholerae,69,11,37,4,12,7,1,20
GCF_902809995.fna.gz,vcholerae,-,49,,46,109,14,1,20
GCF_015830005.fna.gz,vcholerae,-,5,97,3,30,12,14,46
GCF_016456925.fna.gz,vcholerae,1470,88,59,14,117,2,56,154
GCF_016457095.fna.gz,vcholerae,196,23,105,59,18,2,1,82
GCF_018336415.fna.gz,vcholerae,68,11,17,4,23,7,1,35
GCF_018920425.fna.gz,vcholerae,-,5,50,14,31,26,14,159
GCF_018929395.fna.gz,vcholerae,515,11,206,4,12,7,1,20
GCF_019092625.fna.gz,vcholerae,-,119,,,58,,93,
GCF_019093005.fna.gz,vcholerae,1304,142,273,2,2,53,1,79
GCF_902810005.fna.gz,vcholerae,-,39,,76,3,157,59,
GCF_017426965.fna.gz,vcholerae,765,128,283,14,66,13,100,98
GCF_018398015.fna.gz,vcholerae,69,11,37,4,12,7,1,20
GCF_018929655.fna.gz,vcholerae,69,11,37,4,12,7,1,20
GCF_019092835.fna.gz,vcholerae,-,38,,103,36,,,
GCF_900324425.fna.gz,vcholerae,69,11,37,4,12,7,1,20
GCF_900604895.fna.gz,vcholerae,69,11,37,4,12,7,1,20
GCF_902810025.fna.gz,vcholerae,338,36,193,6,11,14,1,141
GCF_015482825.fna.gz,vcholerae,69,11,37,4,12,7,1,20
GCF_015686745.fna.gz,vcholerae,835,5,56,44,6,2,36,51
GCF_015830025.fna.gz,vcholerae,524,5,50,14,31,1,14,46
GCF_016456945.fna.gz,vcholerae,1468,36,452,14,47,166,54,351
GCF_016457125.fna.gz,vcholerae,1465,23,71,14,109,18,1,350
GCF_018398085.fna.gz,vcholerae,69,11,37,4,12,7,1,20
GCF_018929285.fna.gz,vcholerae,69,11,37,4,12,7,1,20
GCF_018929475.fna.gz,vcholerae,69,11,37,4,12,7,1,20
GCF_019092705.fna.gz,vcholerae,-,119,,,58,,,
GCF_019093085.fna.gz,vcholerae,-,66,331,,,,93,
GCF_017426985.fna.gz,vcholerae,1496,30,459,14,66,51,9,352
GCF_018398025.fna.gz,vcholerae,69,11,37,4,12,7,1,20
GCF_018929675.fna.gz,vcholerae,69,11,37,4,12,7,1,20
GCF_019092945.fna.gz,vcholerae,-,119,,,36,,93,
GCF_900324435.fna.gz,vcholerae,-,33,78,45,120,,45,25
GCF_900604905.fna.gz,vcholerae,69,11,37,4,12,7,1,20
GCF_015686715.fna.gz,vcholerae,835,5,56,44,6,2,36,51
GCF_015686775.fna.gz,vcholerae,835,5,56,44,6,2,36,51
GCF_016456845.fna.gz,vcholerae,1348,38,69,196,128,7,1,41
GCF_016456985.fna.gz,vcholerae,1469,23,261,14,98,103,17,24
GCF_016457135.fna.gz,vcholerae,-,36,50,14,30,2,60,123
GCF_018398115.fna.gz,vcholerae,69,11,37,4,12,7,1,20
GCF_018929315.fna.gz,vcholerae,69,11,37,4,12,7,1,20
GCF_018929575.fna.gz,vcholerae,69,11,37,4,12,7,1,20
GCF_019092725.fna.gz,vcholerae,-,119,,,58,,93,
GCF_019093095.fna.gz,vcholerae,-,66,331,,,,93,
GCF_017427005.fna.gz,vcholerae,1497,30,184,15,66,14,171,189
GCF_018398035.fna.gz,vcholerae,69,11,37,4,12,7,1,20
GCF_018929775.fna.gz,vcholerae,69,11,37,4,12,7,1,20
GCF_019092965.fna.gz,vcholerae,-,38,,103,36,,,
GCF_900324445.fna.gz,vcholerae,69,11,37,4,12,7,1,20
GCF_900604915.fna.gz,vcholerae,69,11,37,4,12,7,1,20
GCF_015686735.fna.gz,vcholerae,835,5,56,44,6,2,36,51
GCF_015686785.fna.gz,vcholerae,835,5,56,44,6,2,36,51
GCF_016456875.fna.gz,vcholerae,1248,1,74,138,25,1,1,24
GCF_016456995.fna.gz,vcholerae,1466,5,123,1,84,47,60,91
GCF_016457155.fna.gz,vcholerae,1348,38,69,196,128,7,1,41
GCF_018398135.fna.gz,vcholerae,69,11,37,4,12,7,1,20
GCF_018929375.fna.gz,vcholerae,69,11,37,4,12,7,1,20
GCF_018929615.fna.gz,vcholerae,69,11,37,4,12,7,1,20
GCF_019092735.fna.gz,vcholerae,-,119,,,58,,93,
GCF_019093125.fna.gz,vcholerae,-,119,,,36,,,
GCF_017814615.fna.gz,vcholerae,85,23,48,15,47,3,35,5
GCF_018398045.fna.gz,vcholerae,69,11,37,4,12,7,1,20
GCF_018929815.fna.gz,vcholerae,69,11,37,4,12,7,1,20
GCF_019092975.fna.gz,vcholerae,-,38,,103,36,,,
GCF_900324455.fna.gz,vcholerae,69,11,37,4,12,7,1,20
GCF_902385755.fna.gz,vcholerae,69,11,37,4,12,7,1,20
GCF_015686815.fna.gz,vcholerae,835,5,56,44,6,2,36,51
GCF_016456905.fna.gz,vcholerae,1470,88,59,14,117,2,56,154
GCF_016457005.fna.gz,vcholerae,1467,44,202,15,49,1,6,67
GCF_017948285.fna.gz,vcholerae,69,11,37,4,12,7,1,20
GCF_018398155.fna.gz,vcholerae,69,11,37,4,12,7,1,20
GCF_019092765.fna.gz,vcholerae,-,119,,,58,,,
GCF_019093145.fna.gz,vcholerae,-,,,,36,,93,
GCF_000021605.fna.gz,vcholerae,71,11,37,4,12,7,1,38
GCF_000710455.fna.gz,vcholerae,69,11,37,4,12,7,1,20
GCF_000763075.fna.gz,vcholerae,69,11,37,4,12,7,1,20
GCF_001186825.fna.gz,vcholerae,69,11,37,4,12,7,1,20
GCF_000829215.fna.gz,vcholerae,75,2,37,4,12,7,1,38
GCF_001186835.fna.gz,vcholerae,69,11,37,4,12,7,1,20
GCF_000969235.fna.gz,vcholerae,14,14,53,4,22,14,17,35
GCF_000176395.fna.gz,vcholerae,73,11,9,4,12,7,1,38
GCF_001186855.fna.gz,vcholerae,69,11,37,4,12,7,1,20
GCF_000304915.fna.gz,vcholerae,737,5,50,2,30,26,18,45
GCF_000279395.fna.gz,vcholerae,69,11,37,4,12,7,1,20
GCF_000327245.fna.gz,vcholerae,69,11,37,4,12,7,1,20
GCF_000176435.fna.gz,vcholerae,-,11,37,4,12,7,1,
GCF_001186885.fna.gz,vcholerae,69,11,37,4,12,7,1,20
GCF_001186905.fna.gz,vcholerae,69,11,37,4,12,7,1,20
GCF_000279285.fna.gz,vcholerae,730,5,50,14,31,1,14,12
GCF_000021625.fna.gz,vcholerae,73,11,9,4,12,7,1,38
GCF_000305525.fna.gz,vcholerae,740,36,40,14,30,110,14,4
GCF_000304755.fna.gz,vcholerae,69,11,37,4,12,7,1,20
GCF_000220725.fna.gz,vcholerae,69,11,37,4,12,7,1,20
GCF_001186915.fna.gz,vcholerae,69,11,37,4,12,7,1,20
GCF_000220785.fna.gz,vcholerae,739,46,264,3,95,45,1,123
GCF_000022585.fna.gz,vcholerae,69,11,37,4,12,7,1,20
GCF_000305565.fna.gz,vcholerae,736,5,50,127,31,26,14,45
GCF_000305695.fna.gz,vcholerae,69,11,37,4,12,7,1,20
GCF_000318075.fna.gz,vcholerae,1388,5,130,14,66,128,102,165
GCF_000318485.fna.gz,vcholerae,69,11,37,4,12,7,1,20
GCF_000318505.fna.gz,vcholerae,69,11,37,4,12,7,1,20
GCF_001186925.fna.gz,vcholerae,69,11,37,4,12,7,1,20
GCF_000279305.fna.gz,vcholerae,69,11,37,4,12,7,1,20
GCF_000327125.fna.gz,vcholerae,69,11,37,4,12,7,1,20
GCF_000166475.fna.gz,vcholerae,69,11,37,4,12,7,1,20
GCF_000387625.fna.gz,vcholerae,754,124,16,22,21,25,97,204
GCF_000387645.fna.gz,vcholerae,754,124,16,22,21,25,97,204
GCF_000327225.fna.gz,vcholerae,740,36,40,14,30,110,14,4
GCF_000348085.fna.gz,vcholerae,37,34,57,26,37,23,10,25
GCF_000348105.fna.gz,vcholerae,73,11,9,4,12,7,1,38
GCF_001186965.fna.gz,vcholerae,69,11,37,4,12,7,1,20
GCF_000221365.fna.gz,vcholerae,69,11,37,4,12,7,1,20
GCF_000327145.fna.gz,vcholerae,69,11,37,4,12,7,1,20
GCF_000166495.fna.gz,vcholerae,69,11,37,4,12,7,1,20
GCF_000338075.fna.gz,vcholerae,69,11,37,4,12,7,1,20
GCF_000338215.fna.gz,vcholerae,75,2,37,4,12,7,1,38
GCF_000304995.fna.gz,vcholerae,69,11,37,4,12,7,1,20
GCF_000237525.fna.gz,vcholerae,69,11,37,4,12,7,1,20
GCF_001186985.fna.gz,vcholerae,69,11,37,4,12,7,1,20
GCF_000221465.fna.gz,vcholerae,1414,30,44,14,3,13,1,39
GCF_000327165.fna.gz,vcholerae,69,11,37,4,12,7,1,20
GCF_000167935.fna.gz,vcholerae,68,11,17,4,23,7,1,35
GCF_000348045.fna.gz,vcholerae,69,11,37,4,12,7,1,20
GCF_000348065.fna.gz,vcholerae,48,5,54,14,28,26,14,45
GCF_000234375.fna.gz,vcholerae,69,11,37,4,12,7,1,20
GCF_000237445.fna.gz,vcholerae,69,11,37,4,12,7,1,20
GCF_000237485.fna.gz,vcholerae,69,11,37,4,12,7,1,20
GCF_001186995.fna.gz,vcholerae,69,11,37,4,12,7,1,20
GCF_000305545.fna.gz,vcholerae,740,36,40,14,30,110,14,4
GCF_000327185.fna.gz,vcholerae,69,11,37,4,12,7,1,20
GCF_000438805.fna.gz,vcholerae,1413,33,31,51,120,17,10,29
GCF_000279185.fna.gz,vcholerae,69,11,37,4,12,7,1,20
GCF_000237465.fna.gz,vcholerae,69,11,37,4,12,7,1,20
GCF_000152465.fna.gz,vcholerae,42,5,16,22,21,25,8,11
GCF_001187015.fna.gz,vcholerae,69,11,37,4,12,7,1,20
GCF_000234395.fna.gz,vcholerae,69,11,37,4,12,7,1,20
GCF_000221405.fna.gz,vcholerae,918,46,32,26,37,23,10,29
GCF_000152425.fna.gz,vcholerae,69,11,37,4,12,7,1,20
GCF_000237545.fna.gz,vcholerae,69,11,37,4,12,7,1,20
GCF_000621645.fna.gz,vcholerae,73,11,9,4,12,7,1,38
GCF_000710155.fna.gz,vcholerae,729,11,17,14,23,1,1,69
GCF_000153785.fna.gz,vcholerae,29,5,19,13,6,2,6,5
GCF_001187025.fna.gz,vcholerae,69,11,37,4,12,7,1,20
GCF_000327205.fna.gz,vcholerae,69,11,37,4,12,7,1,20
GCF_000304955.fna.gz,vcholerae,736,5,50,127,31,26,14,45
GCF_000963555.fna.gz,vcholerae,69,11,37,4,12,7,1,20
GCF_000237705.fna.gz,vcholerae,69,11,37,4,12,7,1,20
GCF_000387585.fna.gz,vcholerae,754,124,16,22,21,25,97,204
GCF_000387665.fna.gz,vcholerae,754,124,16,22,21,25,97,204
GCF_000168895.fna.gz,vcholerae,748,6,2,29,25,14,1,3
GCF_000168915.fna.gz,vcholerae,75,2,37,4,12,7,1,38
GCF_001187065.fna.gz,vcholerae,69,11,37,4,12,7,1,20
GCF_000305115.fna.gz,vcholerae,733,1,66,14,39,19,1,45
GCF_000237405.fna.gz,vcholerae,69,11,37,4,12,7,1,20
GCF_000237725.fna.gz,vcholerae,69,11,37,4,12,7,1,20
GCF_000710445.fna.gz,vcholerae,69,11,37,4,12,7,1,20
GCF_001029975.fna.gz,vcholerae,69,11,37,4,12,7,1,20
GCF_000348265.fna.gz,vcholerae,69,11,37,4,12,7,1,20
GCF_001187095.fna.gz,vcholerae,69,11,37,4,12,7,1,20
GCF_000234965.fna.gz,vcholerae,69,11,37,4,12,7,1,20
GCF_000330905.fna.gz,vcholerae,69,11,37,4,12,7,1,20
GCF_000348125.fna.gz,vcholerae,69,11,37,4,12,7,1,20
GCF_000237425.fna.gz,vcholerae,69,11,37,4,12,7,1,20
GCF_000279325.fna.gz,vcholerae,69,11,37,4,12,7,1,20
GCF_000279375.fna.gz,vcholerae,69,11,37,4,12,7,1,20
GCF_000348285.fna.gz,vcholerae,69,11,37,4,12,7,1,20
GCF_001187085.fna.gz,vcholerae,69,11,37,4,12,7,1,20
GCF_001187165.fna.gz,vcholerae,69,11,37,4,12,7,1,20
GCF_000234945.fna.gz,vcholerae,69,11,37,4,12,7,1,20
GCF_000221445.fna.gz,vcholerae,740,36,40,14,30,110,14,4
GCF_000237505.fna.gz,vcholerae,-,11,,4,12,7,1,20
GCF_000500675.fna.gz,vcholerae,69,11,37,4,12,7,1,20
GCF_000500695.fna.gz,vcholerae,69,11,37,4,12,7,1,20
GCF_000304775.fna.gz,vcholerae,740,36,40,14,30,110,14,4
GCF_000348485.fna.gz,vcholerae,69,11,37,4,12,7,1,20
GCF_000387605.fna.gz,vcholerae,754,124,16,22,21,25,97,204
GCF_001187105.fna.gz,vcholerae,69,11,37,4,12,7,1,20
GCF_000234435.fna.gz,vcholerae,69,11,37,4,12,7,1,20
GCF_000237605.fna.gz,vcholerae,69,11,37,4,12,7,1,20
GCF_000279785.fna.gz,vcholerae,69,11,37,4,12,7,1,20
GCF_000279955.fna.gz,vcholerae,69,11,37,4,12,7,1,20
GCF_001027505.fna.gz,vcholerae,69,11,37,4,12,7,1,20
GCF_001186515.fna.gz,vcholerae,69,11,37,4,12,7,1,20
GCF_000348505.fna.gz,vcholerae,69,11,37,4,12,7,1,20
GCF_000279345.fna.gz,vcholerae,69,11,37,4,12,7,1,20
GCF_001187145.fna.gz,vcholerae,69,11,37,4,12,7,1,20
GCF_001186505.fna.gz,vcholerae,69,11,37,4,12,7,1,20
GCF_000234925.fna.gz,vcholerae,69,11,37,4,12,7,1,20
GCF_000153865.fna.gz,vcholerae,-,11,37,4,12,7,,38
GCF_000237785.fna.gz,vcholerae,69,11,37,4,12,7,1,20
GCF_000304935.fna.gz,vcholerae,69,11,37,4,12,7,1,20
GCF_000305015.fna.gz,vcholerae,740,36,40,14,30,110,14,4
GCF_001027495.fna.gz,vcholerae,69,11,37,4,12,7,1,20
GCF_001186565.fna.gz,vcholerae,69,11,37,4,12,7,1,20
GCF_000348165.fna.gz,vcholerae,69,11,37,4,12,7,1,20
GCF_000152445.fna.gz,vcholerae,-,,45,18,4,2,8,48
GCF_000279265.fna.gz,vcholerae,745,5,19,44,6,2,1,51
GCF_001187185.fna.gz,vcholerae,69,11,37,4,12,7,1,20
GCF_001186655.fna.gz,vcholerae,69,11,37,4,12,7,1,20
GCF_000234905.fna.gz,vcholerae,69,11,37,4,12,7,1,20
GCF_000174115.fna.gz,vcholerae,16,31,39,20,16,14,1,13
GCF_000250855.fna.gz,vcholerae,69,11,37,4,12,7,1,20
GCF_000257415.fna.gz,vcholerae,69,11,37,4,12,7,1,20
GCF_001186665.fna.gz,vcholerae,69,11,37,4,12,7,1,20
GCF_000302985.fna.gz,vcholerae,515,11,206,4,12,7,1,20
GCF_000348145.fna.gz,vcholerae,69,11,37,4,12,7,1,20
GCF_000348185.fna.gz,vcholerae,69,11,37,4,12,7,1,20
GCF_000279415.fna.gz,vcholerae,69,11,37,4,12,7,1,20
GCF_000305605.fna.gz,vcholerae,736,5,50,127,31,26,14,45
GCF_000305625.fna.gz,vcholerae,69,11,37,4,12,7,1,20
GCF_001186675.fna.gz,vcholerae,69,11,37,4,12,7,1,20
GCF_001187225.fna.gz,vcholerae,69,11,37,4,12,7,1,20
GCF_000237565.fna.gz,vcholerae,69,11,37,4,12,7,1,20
GCF_000303005.fna.gz,vcholerae,740,36,40,14,30,110,14,4
GCF_000348305.fna.gz,vcholerae,69,11,37,4,12,7,1,20
GCF_000348405.fna.gz,vcholerae,69,11,37,4,12,7,1,20
GCF_001186645.fna.gz,vcholerae,69,11,37,4,12,7,1,20
GCF_000223095.fna.gz,vcholerae,48,5,54,14,28,26,14,45
GCF_000299495.fna.gz,vcholerae,166,31,66,56,68,56,48,13
GCF_000299515.fna.gz,vcholerae,69,11,37,4,12,7,1,20
GCF_001186725.fna.gz,vcholerae,69,11,37,4,12,7,1,20
GCF_000237645.fna.gz,vcholerae,69,11,37,4,12,7,1,20
GCF_000303065.fna.gz,vcholerae,69,11,37,4,12,7,1,20
GCF_000348325.fna.gz,vcholerae,69,11,37,4,12,7,1,20
GCF_000348425.fna.gz,vcholerae,743,90,19,46,18,113,1,205
GCF_000569115.fna.gz,vcholerae,69,11,37,4,12,7,1,20
GCF_000302835.fna.gz,vcholerae,740,36,40,14,30,110,14,4
GCF_000279435.fna.gz,vcholerae,736,5,50,127,31,26,14,45
GCF_000174255.fna.gz,vcholerae,48,5,54,14,28,26,14,45
GCF_001186575.fna.gz,vcholerae,69,11,37,4,12,7,1,20
GCF_001186755.fna.gz,vcholerae,69,11,37,4,12,7,1,20
GCF_000237665.fna.gz,vcholerae,69,11,37,4,12,7,1,20
GCF_000281655.fna.gz,vcholerae,69,11,37,4,12,7,1,20
GCF_000348345.fna.gz,vcholerae,-,90,,108,59,1,1,
GCF_000500715.fna.gz,vcholerae,69,11,37,4,12,7,1,20
GCF_001186785.fna.gz,vcholerae,69,11,37,4,12,7,1,20
GCF_000302775.fna.gz,vcholerae,69,11,37,4,12,7,1,20
GCF_001187175.fna.gz,vcholerae,69,11,37,4,12,7,1,20
GCF_001187255.fna.gz,vcholerae,69,11,37,4,12,7,1,20
GCF_000220765.fna.gz,vcholerae,733,1,66,14,39,19,1,45
GCF_001186585.fna.gz,vcholerae,69,11,37,4,12,7,1,20
GCF_001186805.fna.gz,vcholerae,69,11,37,4,12,7,1,20
GCF_000168935.fna.gz,vcholerae,65,23,13,28,25,4,1,9
GCF_000174275.fna.gz,vcholerae,69,11,37,4,12,7,1,20
GCF_000237585.fna.gz,vcholerae,69,11,37,4,12,7,1,20
GCF_000303085.fna.gz,vcholerae,1349,34,78,26,36,23,10,29
GCF_000500735.fna.gz,vcholerae,69,11,37,4,12,7,1,20
GCF_001187265.fna.gz,vcholerae,69,11,37,4,12,7,1,20
GCF_000279205.fna.gz,vcholerae,69,11,37,4,12,7,1,20
GCF_000348365.fna.gz,vcholerae,69,11,37,4,12,7,1,20
GCF_000348445.fna.gz,vcholerae,69,11,37,4,12,7,1,20
GCF_001187245.fna.gz,vcholerae,69,11,37,4,12,7,1,20
GCF_000327105.fna.gz,vcholerae,69,11,37,4,12,7,1,20
GCF_001186595.fna.gz,vcholerae,69,11,37,4,12,7,1,20
GCF_001247245.fna.gz,vcholerae,69,11,37,4,12,7,1,20
GCF_000237685.fna.gz,vcholerae,69,11,37,4,12,7,1,20
GCF_000153945.fna.gz,vcholerae,71,11,37,4,12,7,1,38
GCF_000221485.fna.gz,vcholerae,69,11,37,4,12,7,1,20
GCF_000234415.fna.gz,vcholerae,69,11,37,4,12,7,1,20
GCF_000221385.fna.gz,vcholerae,69,11,37,4,12,7,1,20
GCF_001186735.fna.gz,vcholerae,69,11,37,4,12,7,1,20
GCF_000348385.fna.gz,vcholerae,69,11,37,4,12,7,1,20
GCF_000279455.fna.gz,vcholerae,69,11,37,4,12,7,1,20
GCF_000153965.fna.gz,vcholerae,69,11,37,4,12,7,1,20
GCF_000166455.fna.gz,vcholerae,69,11,37,4,12,7,1,20
GCF_000221425.fna.gz,vcholerae,69,11,37,4,12,7,1,20
GCF_000234455.fna.gz,vcholerae,69,11,37,4,12,7,1,20
GCF_000237765.fna.gz,vcholerae,69,11,37,4,12,7,1,20
GCF_000275645.fna.gz,vcholerae,69,11,37,4,12,7,1,20
GCF_000234865.fna.gz,vcholerae,69,11,37,4,12,7,1,20
GCF_000348205.fna.gz,vcholerae,69,11,37,4,12,7,1,20
GCF_000279245.fna.gz,vcholerae,515,11,206,4,12,7,1,20
GCF_000174295.fna.gz,vcholerae,79,25,41,3,6,9,1,5
GCF_000303105.fna.gz,vcholerae,740,36,40,14,30,110,14,4
GCF_000487955.fna.gz,vcholerae,69,11,37,4,12,7,1,20
GCF_000348465.fna.gz,vcholerae,69,11,37,4,12,7,1,20
GCF_000279555.fna.gz,vcholerae,69,11,37,4,12,7,1,20
GCF_000302875.fna.gz,vcholerae,740,36,40,14,30,110,14,4
GCF_000154005.fna.gz,vcholerae,32,41,3,5,18,20,2,4
GCF_000387685.fna.gz,vcholerae,754,124,16,22,21,25,97,204
GCF_000302855.fna.gz,vcholerae,740,36,40,14,30,110,14,4
GCF_000305075.fna.gz,vcholerae,69,11,37,4,12,7,1,20
GCF_000305195.fna.gz,vcholerae,740,36,40,14,30,110,14,4
GCF_000220745.fna.gz,vcholerae,69,11,37,4,12,7,1,20
GCF_000174315.fna.gz,vcholerae,69,11,37,4,12,7,1,20
GCF_000348245.fna.gz,vcholerae,69,11,37,4,12,7,1,20
GCF_000302895.fna.gz,vcholerae,740,36,40,14,30,110,14,4
GCF_000302965.fna.gz,vcholerae,173,57,96,15,2,7,1,75
GCF_000387705.fna.gz,vcholerae,754,124,16,22,21,25,97,204
GCF_000305645.fna.gz,vcholerae,740,36,40,14,30,110,14,4
GCF_000175695.fna.gz,vcholerae,69,11,37,4,12,7,1,20
GCF_000348225.fna.gz,vcholerae,69,11,37,4,12,7,1,20
GCF_000303045.fna.gz,vcholerae,69,11,37,4,12,7,1,20
GCF_000305095.fna.gz,vcholerae,69,11,37,4,12,7,1,20
GCF_000305585.fna.gz,vcholerae,69,11,37,4,12,7,1,20
GCF_000153985.fna.gz,vcholerae,28,23,42,15,18,2,13,10
GCF_000305135.fna.gz,vcholerae,733,1,66,14,39,19,1,45
GCF_000305675.fna.gz,vcholerae,69,11,37,4,12,7,1,20
GCF_000234885.fna.gz,vcholerae,69,11,37,4,12,7,1,20
GCF_000299535.fna.gz,vcholerae,69,11,37,4,12,7,1,20
GCF_000174335.fna.gz,vcholerae,70,11,37,4,12,7,1,37
GCF_000302755.fna.gz,vcholerae,69,11,37,4,12,7,1,20
GCF_000387725.fna.gz,vcholerae,754,124,16,22,21,25,97,204
GCF_000303125.fna.gz,vcholerae,69,11,37,4,12,7,1,20
GCF_000304795.fna.gz,vcholerae,740,36,40,14,30,110,14,4
GCF_000305055.fna.gz,vcholerae,740,36,40,14,30,110,14,4
