Genome,Scheme,ST,ddl,gdh,atpA,gyd,adk,pstS,purK
GCF_009770755.fna.gz,efaecium,-,1,1,1,1,1,,1
GCF_009770875.fna.gz,efaecium,-,1,1,1,1,1,,1
GCF_009846545.fna.gz,efaecium,18,1,1,7,5,1,1,1
GCF_009896635.fna.gz,efaecium,178,8,8,13,6,6,27,8
GCF_009897565.fna.gz,efaecium,178,8,8,13,6,6,27,8
GCF_009938075.fna.gz,efaecium,78,1,1,15,1,1,1,1
GCF_009938285.fna.gz,efaecium,17,1,1,1,1,1,1,1
GCF_010119375.fna.gz,efaecium,17,1,1,1,1,1,1,1
GCF_010720745.fna.gz,efaecium,1453,4,1,40,1,5,116,6
GCF_010722575.fna.gz,efaecium,17,1,1,1,1,1,1,1
GCF_011386845.fna.gz,efaecium,412,1,1,15,1,1,20,44
GCF_012045505.fna.gz,efaecium,819,8,52,19,10,6,6,33
GCF_012932955.fna.gz,efaecium,80,1,1,9,12,1,1,1
GCF_012933065.fna.gz,efaecium,80,1,1,9,12,1,1,1
GCF_012933185.fna.gz,efaecium,80,1,1,9,12,1,1,1
GCF_012933275.fna.gz,efaecium,80,1,1,9,12,1,1,1
GCF_012935455.fna.gz,efaecium,-,3,1,7,5,5,154,6
GCF_013248515.fna.gz,efaecium,-,17,9,11,10,6,19,17
GCF_009770175.fna.gz,efaecium,-,1,1,1,1,1,,1
GCF_009770325.fna.gz,efaecium,-,1,1,1,1,1,,1
GCF_009770435.fna.gz,efaecium,-,1,1,1,1,1,,1
GCF_009770515.fna.gz,efaecium,-,1,1,1,1,1,,1
GCF_009770615.fna.gz,efaecium,-,1,1,1,1,1,,1
GCF_009770825.fna.gz,efaecium,-,1,1,1,1,1,,1
GCF_009791335.fna.gz,efaecium,78,1,1,15,1,1,1,1
GCF_009846555.fna.gz,efaecium,18,1,1,7,5,1,1,1
GCF_009896715.fna.gz,efaecium,178,8,8,13,6,6,27,8
GCF_009897695.fna.gz,efaecium,178,8,8,13,6,6,27,8
GCF_010120755.fna.gz,efaecium,78,1,1,15,1,1,1,1
GCF_010720755.fna.gz,efaecium,1453,4,1,40,1,5,116,6
GCF_010720795.fna.gz,efaecium,1453,4,1,40,1,5,116,6
GCF_010722195.fna.gz,efaecium,17,1,1,1,1,1,1,1
GCF_010722695.fna.gz,efaecium,17,1,1,1,1,1,1,1
GCF_011316195.fna.gz,efaecium,412,1,1,15,1,1,20,44
GCF_011316265.fna.gz,efaecium,17,1,1,1,1,1,1,1
GCF_011745645.fna.gz,efaecium,296,8,8,25,10,6,10,8
GCF_012070665.fna.gz,efaecium,78,1,1,15,1,1,1,1
GCF_012933045.fna.gz,efaecium,80,1,1,9,12,1,1,1
GCF_012933145.fna.gz,efaecium,80,1,1,9,12,1,1,1
GCF_012933245.fna.gz,efaecium,80,1,1,9,12,1,1,1
GCF_012933345.fna.gz,efaecium,80,1,1,9,12,1,1,1
GCF_013179755.fna.gz,efaecium,78,1,1,15,1,1,1,1
GCF_009770565.fna.gz,efaecium,-,1,1,1,1,1,,1
GCF_009770745.fna.gz,efaecium,-,1,1,1,1,1,,1
GCF_009770865.fna.gz,efaecium,-,1,1,1,1,1,,1
GCF_009846515.fna.gz,efaecium,18,1,1,7,5,1,1,1
GCF_009896605.fna.gz,efaecium,178,8,8,13,6,6,27,8
GCF_009897405.fna.gz,efaecium,178,8,8,13,6,6,27,8
GCF_010119315.fna.gz,efaecium,17,1,1,1,1,1,1,1
GCF_010720725.fna.gz,efaecium,1453,4,1,40,1,5,116,6
GCF_010722535.fna.gz,efaecium,17,1,1,1,1,1,1,1
GCF_011316145.fna.gz,efaecium,412,1,1,15,1,1,20,44
GCF_012045365.fna.gz,efaecium,819,8,52,19,10,6,6,33
GCF_012070685.fna.gz,efaecium,78,1,1,15,1,1,1,1
GCF_012933055.fna.gz,efaecium,80,1,1,9,12,1,1,1
GCF_012933165.fna.gz,efaecium,80,1,1,9,12,1,1,1
GCF_012933265.fna.gz,efaecium,80,1,1,9,12,1,1,1
GCF_012935425.fna.gz,efaecium,-,8,8,13,6,6,28,8
GCF_013201055.fna.gz,efaecium,296,8,8,25,10,6,10,8
GCF_013249095.fna.gz,efaecium,361,8,8,13,6,6,51,8
GCF_013266315.fna.gz,efaecium,117,1,1,9,1,1,1,1
GCF_013266335.fna.gz,efaecium,1156,81,14,6,49,6,112,85
GCF_013266355.fna.gz,efaecium,-,,8,25,10,6,48,8
GCF_013266365.fna.gz,efaecium,854,8,8,13,11,6,27,8
GCF_013266375.fna.gz,efaecium,117,1,1,9,1,1,1,1
GCF_013266385.fna.gz,efaecium,94,8,8,13,6,6,10,8
GCF_013266405.fna.gz,efaecium,117,1,1,9,1,1,1,1
GCF_013266455.fna.gz,efaecium,779,1,1,3,1,1,1,2
GCF_013266465.fna.gz,efaecium,-,3,1,2,1,1,1,
GCF_013266475.fna.gz,efaecium,-,13,8,25,10,6,,15
GCF_013266495.fna.gz,efaecium,39,6,4,6,3,2,3,4
GCF_013266515.fna.gz,efaecium,92,3,1,5,1,1,1,2
GCF_013280535.fna.gz,efaecium,94,8,8,13,6,6,10,8
GCF_013280545.fna.gz,efaecium,361,8,8,13,6,6,51,8
GCF_013280555.fna.gz,efaecium,-,1,1,73,1,1,,1
GCF_013283735.fna.gz,efaecium,-,5,1,3,1,1,7,3
GCF_013620665.fna.gz,efaecium,-,46,1,2,1,,179,6
GCF_013867835.fna.gz,efaecium,160,3,1,4,1,1,1,27
GCF_014050505.fna.gz,efaecium,945,8,52,5,2,6,19,17
GCF_014325525.fna.gz,efaecium,80,1,1,9,12,1,1,1
GCF_014325565.fna.gz,efaecium,80,1,1,9,12,1,1,1
GCF_014325585.fna.gz,efaecium,203,1,1,15,1,1,20,1
GCF_014325595.fna.gz,efaecium,80,1,1,9,12,1,1,1
GCF_014325625.fna.gz,efaecium,203,1,1,15,1,1,20,1
GCF_014325645.fna.gz,efaecium,80,1,1,9,12,1,1,1
GCF_014325665.fna.gz,efaecium,1862,13,18,124,10,14,41,117
GCF_014325675.fna.gz,efaecium,80,1,1,9,12,1,1,1
GCF_014325705.fna.gz,efaecium,80,1,1,9,12,1,1,1
GCF_014325725.fna.gz,efaecium,203,1,1,15,1,1,20,1
GCF_014325735.fna.gz,efaecium,80,1,1,9,12,1,1,1
GCF_014325755.fna.gz,efaecium,117,1,1,9,1,1,1,1
GCF_014325785.fna.gz,efaecium,80,1,1,9,12,1,1,1
GCF_014325795.fna.gz,efaecium,203,1,1,15,1,1,20,1
GCF_014325825.fna.gz,efaecium,80,1,1,9,12,1,1,1
GCF_014325835.fna.gz,efaecium,80,1,1,9,12,1,1,1
GCF_014325845.fna.gz,efaecium,80,1,1,9,12,1,1,1
GCF_014325885.fna.gz,efaecium,80,1,1,9,12,1,1,1
GCF_014325905.fna.gz,efaecium,203,1,1,15,1,1,20,1
GCF_014325925.fna.gz,efaecium,80,1,1,9,12,1,1,1
GCF_014325935.fna.gz,efaecium,203,1,1,15,1,1,20,1
GCF_014325945.fna.gz,efaecium,1862,13,18,124,10,14,41,117
GCF_014325955.fna.gz,efaecium,80,1,1,9,12,1,1,1
GCF_014326005.fna.gz,efaecium,80,1,1,9,12,1,1,1
GCF_014326025.fna.gz,efaecium,80,1,1,9,12,1,1,1
GCF_014326035.fna.gz,efaecium,80,1,1,9,12,1,1,1
GCF_014326065.fna.gz,efaecium,80,1,1,9,12,1,1,1
GCF_014326075.fna.gz,efaecium,80,1,1,9,12,1,1,1
GCF_014326085.fna.gz,efaecium,80,1,1,9,12,1,1,1
GCF_014326125.fna.gz,efaecium,203,1,1,15,1,1,20,1
GCF_014326135.fna.gz,efaecium,612,1,1,9,5,1,1,1
GCF_014326145.fna.gz,efaecium,80,1,1,9,12,1,1,1
GCF_014326165.fna.gz,efaecium,203,1,1,15,1,1,20,1
GCF_014326195.fna.gz,efaecium,203,1,1,15,1,1,20,1
GCF_014326225.fna.gz,efaecium,117,1,1,9,1,1,1,1
GCF_014326245.fna.gz,efaecium,80,1,1,9,12,1,1,1
GCF_014326265.fna.gz,efaecium,612,1,1,9,5,1,1,1
GCF_014326285.fna.gz,efaecium,117,1,1,9,1,1,1,1
GCF_014326295.fna.gz,efaecium,117,1,1,9,1,1,1,1
GCF_014326305.fna.gz,efaecium,117,1,1,9,1,1,1,1
GCF_014326325.fna.gz,efaecium,203,1,1,15,1,1,20,1
GCF_014326365.fna.gz,efaecium,117,1,1,9,1,1,1,1
GCF_014326385.fna.gz,efaecium,117,1,1,9,1,1,1,1
GCF_014326395.fna.gz,efaecium,203,1,1,15,1,1,20,1
GCF_014326415.fna.gz,efaecium,612,1,1,9,5,1,1,1
GCF_014326425.fna.gz,efaecium,203,1,1,15,1,1,20,1
GCF_014326465.fna.gz,efaecium,117,1,1,9,1,1,1,1
GCF_014326485.fna.gz,efaecium,203,1,1,15,1,1,20,1
GCF_014326495.fna.gz,efaecium,203,1,1,15,1,1,20,1
GCF_014326525.fna.gz,efaecium,80,1,1,9,12,1,1,1
GCF_014326575.fna.gz,efaecium,80,1,1,9,12,1,1,1
GCF_014326585.fna.gz,efaecium,80,1,1,9,12,1,1,1
GCF_014326595.fna.gz,efaecium,80,1,1,9,12,1,1,1
GCF_014332725.fna.gz,efaecium,94,8,8,13,6,6,10,8
GCF_014337875.fna.gz,efaecium,80,1,1,9,12,1,1,1
GCF_014337895.fna.gz,efaecium,117,1,1,9,1,1,1,1
GCF_014489995.fna.gz,efaecium,203,1,1,15,1,1,20,1
GCF_014490015.fna.gz,efaecium,203,1,1,15,1,1,20,1
GCF_014852665.fna.gz,efaecium,666,3,6,5,2,1,7,6
GCF_014852745.fna.gz,efaecium,373,2,1,5,1,1,36,3
GCF_014852755.fna.gz,efaecium,1636,3,1,5,1,1,16,6
GCF_014852765.fna.gz,efaecium,82,2,6,9,1,1,7,3
GCF_014852805.fna.gz,efaecium,82,2,6,9,1,1,7,3
GCF_014852815.fna.gz,efaecium,1058,76,2,2,1,1,1,2
GCF_014852845.fna.gz,efaecium,82,2,6,9,1,1,7,3
GCF_014852855.fna.gz,efaecium,258,23,1,2,1,1,42,6
GCF_014852865.fna.gz,efaecium,258,23,1,2,1,1,42,6
GCF_014852875.fna.gz,efaecium,148,2,1,5,1,1,1,3
GCF_014852885.fna.gz,efaecium,258,23,1,2,1,1,42,6
GCF_014852945.fna.gz,efaecium,373,2,1,5,1,1,36,3
GCF_014852955.fna.gz,efaecium,1230,2,6,5,1,1,36,3
GCF_014852975.fna.gz,efaecium,1634,3,1,5,1,1,146,14
GCF_014852995.fna.gz,efaecium,9,2,6,5,1,1,7,6
GCF_014853005.fna.gz,efaecium,195,2,1,9,1,1,7,6
GCF_014853025.fna.gz,efaecium,10,2,1,5,1,1,1,6
GCF_014853065.fna.gz,efaecium,258,23,1,2,1,1,42,6
GCF_014853085.fna.gz,efaecium,148,2,1,5,1,1,1,3
GCF_014853295.fna.gz,efaecium,32,3,1,3,1,1,1,2
GCF_014853305.fna.gz,efaecium,1634,3,1,5,1,1,146,14
GCF_014853415.fna.gz,efaecium,258,23,1,2,1,1,42,6
GCF_014853485.fna.gz,efaecium,142,4,12,5,1,8,1,6
GCF_014853505.fna.gz,efaecium,1635,46,3,2,1,59,147,6
GCF_014853675.fna.gz,efaecium,581,50,1,2,1,1,7,3
GCF_014853835.fna.gz,efaecium,822,5,1,4,1,1,7,3
GCF_014854075.fna.gz,efaecium,1638,8,8,3,1,6,59,8
GCF_014854265.fna.gz,efaecium,32,3,1,3,1,1,1,2
GCF_014854915.fna.gz,efaecium,117,1,1,9,1,1,1,1
GCF_014854925.fna.gz,efaecium,258,23,1,2,1,1,42,6
GCF_014854975.fna.gz,efaecium,117,1,1,9,1,1,1,1
GCF_014855055.fna.gz,efaecium,330,31,1,3,1,1,45,6
GCF_014855085.fna.gz,efaecium,1639,109,12,5,1,8,1,3
GCF_014855125.fna.gz,efaecium,1637,8,8,8,11,15,10,23
GCF_014874615.fna.gz,efaecium,80,1,1,9,12,1,1,1
GCF_014889535.fna.gz,efaecium,178,8,8,13,6,6,27,8
GCF_014982635.fna.gz,efaecium,69,2,1,9,1,6,14,11
GCF_015071015.fna.gz,efaecium,22,3,1,2,1,1,1,2
GCF_015208045.fna.gz,efaecium,361,8,8,13,6,6,51,8
GCF_015208145.fna.gz,efaecium,-,8,8,13,,6,51,8
GCF_015208175.fna.gz,efaecium,-,4,12,9,2,5,2,
GCF_015208255.fna.gz,efaecium,94,8,8,13,6,6,10,8
GCF_015208265.fna.gz,efaecium,94,8,8,13,6,6,10,8
GCF_015221295.fna.gz,efaecium,761,1,1,70,12,1,1,1
GCF_015230135.fna.gz,efaecium,1754,8,8,5,72,6,19,8
GCF_015230165.fna.gz,efaecium,1755,5,1,4,1,1,159,3
GCF_015230195.fna.gz,efaecium,1756,3,6,9,1,1,7,6
GCF_015230205.fna.gz,efaecium,1754,8,8,5,72,6,19,8
GCF_015230235.fna.gz,efaecium,1700,3,6,5,1,1,152,6
GCF_015230275.fna.gz,efaecium,1753,12,1,5,1,5,1,3
GCF_015230285.fna.gz,efaecium,1752,46,1,126,1,1,162,6
GCF_015230335.fna.gz,efaecium,10,2,1,5,1,1,1,6
GCF_015325925.fna.gz,efaecium,203,1,1,15,1,1,20,1
GCF_015356225.fna.gz,efaecium,80,1,1,9,12,1,1,1
GCF_015356265.fna.gz,efaecium,117,1,1,9,1,1,1,1
GCF_015356315.fna.gz,efaecium,117,1,1,9,1,1,1,1
GCF_015356325.fna.gz,efaecium,117,1,1,9,1,1,1,1
GCF_015377765.fna.gz,efaecium,812,6,4,6,3,27,3,4
GCF_015476295.fna.gz,efaecium,80,1,1,9,12,1,1,1
GCF_015536545.fna.gz,efaecium,896,2,1,15,1,1,20,44
GCF_015536555.fna.gz,efaecium,412,1,1,15,1,1,20,44
GCF_015538405.fna.gz,efaecium,963,2,1,15,1,1,11,44
GCF_015538425.fna.gz,efaecium,896,2,1,15,1,1,20,44
GCF_015538435.fna.gz,efaecium,963,2,1,15,1,1,11,44
GCF_015538455.fna.gz,efaecium,896,2,1,15,1,1,20,44
GCF_015538475.fna.gz,efaecium,963,2,1,15,1,1,11,44
GCF_015538485.fna.gz,efaecium,896,2,1,15,1,1,20,44
GCF_015538525.fna.gz,efaecium,412,1,1,15,1,1,20,44
GCF_015538535.fna.gz,efaecium,963,2,1,15,1,1,11,44
GCF_015538545.fna.gz,efaecium,963,2,1,15,1,1,11,44
GCF_015538575.fna.gz,efaecium,-,,1,15,1,1,11,44
GCF_015538595.fna.gz,efaecium,896,2,1,15,1,1,20,44
GCF_015538625.fna.gz,efaecium,963,2,1,15,1,1,11,44
GCF_015538635.fna.gz,efaecium,963,2,1,15,1,1,11,44
GCF_015538645.fna.gz,efaecium,963,2,1,15,1,1,11,44
GCF_015538695.fna.gz,efaecium,963,2,1,15,1,1,11,44
GCF_015538725.fna.gz,efaecium,412,1,1,15,1,1,20,44
GCF_015538745.fna.gz,efaecium,203,1,1,15,1,1,20,1
GCF_015538755.fna.gz,efaecium,412,1,1,15,1,1,20,44
GCF_015538785.fna.gz,efaecium,412,1,1,15,1,1,20,44
GCF_015538795.fna.gz,efaecium,412,1,1,15,1,1,20,44
GCF_015538825.fna.gz,efaecium,412,1,1,15,1,1,20,44
GCF_015538845.fna.gz,efaecium,412,1,1,15,1,1,20,44
GCF_015538855.fna.gz,efaecium,412,1,1,15,1,1,20,44
GCF_015538865.fna.gz,efaecium,412,1,1,15,1,1,20,44
GCF_015538905.fna.gz,efaecium,412,1,1,15,1,1,20,44
GCF_015538925.fna.gz,efaecium,412,1,1,15,1,1,20,44
GCF_015538935.fna.gz,efaecium,412,1,1,15,1,1,20,44
GCF_015538945.fna.gz,efaecium,412,1,1,15,1,1,20,44
GCF_015538975.fna.gz,efaecium,203,1,1,15,1,1,20,1
GCF_015538985.fna.gz,efaecium,412,1,1,15,1,1,20,44
GCF_015546985.fna.gz,efaecium,-,10,1,5,1,15,10,11
GCF_015547065.fna.gz,efaecium,94,8,8,13,6,6,10,8
GCF_015549165.fna.gz,efaecium,94,8,8,13,6,6,10,8
GCF_015549475.fna.gz,efaecium,1975,8,8,13,6,6,10,59
GCF_015549905.fna.gz,efaecium,94,8,8,13,6,6,10,8
GCF_015550935.fna.gz,efaecium,-,8,8,,2,11,19,23
GCF_015551885.fna.gz,efaecium,412,1,1,15,1,1,20,44
GCF_015552705.fna.gz,efaecium,800,8,8,13,6,6,88,8
GCF_015552915.fna.gz,efaecium,94,8,8,13,6,6,10,8
GCF_015554345.fna.gz,efaecium,286,4,12,40,1,5,1,9
GCF_015554935.fna.gz,efaecium,1956,1,105,2,1,1,180,2
GCF_015560445.fna.gz,efaecium,-,13,18,25,17,6,19,
GCF_015667175.fna.gz,efaecium,800,8,8,13,6,6,88,8
GCF_015668995.fna.gz,efaecium,328,13,18,25,10,6,19,17
GCF_015669035.fna.gz,efaecium,296,8,8,25,10,6,10,8
GCF_015669235.fna.gz,efaecium,345,8,8,25,10,6,48,8
GCF_015670415.fna.gz,efaecium,697,8,8,11,10,6,77,60
GCF_015670515.fna.gz,efaecium,-,,8,13,6,6,28,8
GCF_015671075.fna.gz,efaecium,18,1,1,7,5,1,1,1
GCF_015703745.fna.gz,efaecium,17,1,1,1,1,1,1,1
GCF_015705215.fna.gz,efaecium,18,1,1,7,5,1,1,1
GCF_015705235.fna.gz,efaecium,736,3,1,1,1,1,1,44
GCF_015705245.fna.gz,efaecium,17,1,1,1,1,1,1,1
GCF_015705255.fna.gz,efaecium,-,1,1,9,1,1,,1
GCF_015705315.fna.gz,efaecium,17,1,1,1,1,1,1,1
GCF_015705325.fna.gz,efaecium,17,1,1,1,1,1,1,1
GCF_015705345.fna.gz,efaecium,1471,1,1,1,1,1,130,1
GCF_015705355.fna.gz,efaecium,17,1,1,1,1,1,1,1
GCF_015705395.fna.gz,efaecium,17,1,1,1,1,1,1,1
GCF_015705415.fna.gz,efaecium,1471,1,1,1,1,1,130,1
GCF_015705425.fna.gz,efaecium,584,1,1,1,1,1,1,44
GCF_015705435.fna.gz,efaecium,-,1,1,9,1,1,,1
GCF_015705475.fna.gz,efaecium,282,1,1,7,5,1,20,1
GCF_015705495.fna.gz,efaecium,80,1,1,9,12,1,1,1
GCF_015705515.fna.gz,efaecium,1471,1,1,1,1,1,130,1
GCF_015705535.fna.gz,efaecium,-,1,1,9,1,1,,1
GCF_015705545.fna.gz,efaecium,664,2,1,1,1,1,1,44
GCF_015705565.fna.gz,efaecium,1469,98,1,1,1,1,1,44
GCF_015705595.fna.gz,efaecium,18,1,1,7,5,1,1,1
GCF_015705615.fna.gz,efaecium,1398,98,1,1,1,1,130,1
GCF_015705635.fna.gz,efaecium,17,1,1,1,1,1,1,1
GCF_015705645.fna.gz,efaecium,-,1,1,9,1,1,,1
GCF_015705655.fna.gz,efaecium,17,1,1,1,1,1,1,1
GCF_015705695.fna.gz,efaecium,17,1,1,1,1,1,1,1
GCF_015705715.fna.gz,efaecium,17,1,1,1,1,1,1,1
GCF_015705735.fna.gz,efaecium,18,1,1,7,5,1,1,1
GCF_015705745.fna.gz,efaecium,80,1,1,9,12,1,1,1
GCF_015705765.fna.gz,efaecium,375,3,1,9,12,1,1,1
GCF_015705795.fna.gz,efaecium,375,3,1,9,12,1,1,1
GCF_015705815.fna.gz,efaecium,17,1,1,1,1,1,1,1
GCF_015705825.fna.gz,efaecium,18,1,1,7,5,1,1,1
GCF_015705855.fna.gz,efaecium,17,1,1,1,1,1,1,1
GCF_015705875.fna.gz,efaecium,17,1,1,1,1,1,1,1
GCF_015705895.fna.gz,efaecium,18,1,1,7,5,1,1,1
GCF_015705915.fna.gz,efaecium,-,1,1,1,58,1,130,1
GCF_015705935.fna.gz,efaecium,17,1,1,1,1,1,1,1
GCF_015705945.fna.gz,efaecium,18,1,1,7,5,1,1,1
GCF_015705975.fna.gz,efaecium,80,1,1,9,12,1,1,1
GCF_015705995.fna.gz,efaecium,-,1,1,1,1,1,,1
GCF_015706005.fna.gz,efaecium,-,1,1,7,5,1,,1
GCF_015706035.fna.gz,efaecium,412,1,1,15,1,1,20,44
GCF_015706045.fna.gz,efaecium,1471,1,1,1,1,1,130,1
GCF_015706055.fna.gz,efaecium,18,1,1,7,5,1,1,1
GCF_015706095.fna.gz,efaecium,1471,1,1,1,1,1,130,1
GCF_015706115.fna.gz,efaecium,17,1,1,1,1,1,1,1
GCF_015706125.fna.gz,efaecium,17,1,1,1,1,1,1,1
GCF_015706135.fna.gz,efaecium,736,3,1,1,1,1,1,44
GCF_015706145.fna.gz,efaecium,17,1,1,1,1,1,1,1
GCF_015706195.fna.gz,efaecium,375,3,1,9,12,1,1,1
GCF_015706205.fna.gz,efaecium,18,1,1,7,5,1,1,1
GCF_015706225.fna.gz,efaecium,80,1,1,9,12,1,1,1
GCF_015706235.fna.gz,efaecium,17,1,1,1,1,1,1,1
GCF_015706255.fna.gz,efaecium,-,1,1,9,1,1,,1
GCF_015706295.fna.gz,efaecium,736,3,1,1,1,1,1,44
GCF_015706305.fna.gz,efaecium,18,1,1,7,5,1,1,1
GCF_015706335.fna.gz,efaecium,17,1,1,1,1,1,1,1
GCF_015706345.fna.gz,efaecium,412,1,1,15,1,1,20,44
GCF_015706355.fna.gz,efaecium,736,3,1,1,1,1,1,44
GCF_015706395.fna.gz,efaecium,17,1,1,1,1,1,1,1
GCF_015706415.fna.gz,efaecium,736,3,1,1,1,1,1,44
GCF_015706435.fna.gz,efaecium,412,1,1,15,1,1,20,44
GCF_015706445.fna.gz,efaecium,1471,1,1,1,1,1,130,1
GCF_015706455.fna.gz,efaecium,17,1,1,1,1,1,1,1
GCF_015706495.fna.gz,efaecium,17,1,1,1,1,1,1,1
GCF_015706515.fna.gz,efaecium,584,1,1,1,1,1,1,44
GCF_015706535.fna.gz,efaecium,17,1,1,1,1,1,1,1
GCF_015706555.fna.gz,efaecium,17,1,1,1,1,1,1,1
GCF_015767695.fna.gz,efaecium,160,3,1,4,1,1,1,27
GCF_015999405.fna.gz,efaecium,17,1,1,1,1,1,1,1
GCF_015999425.fna.gz,efaecium,18,1,1,7,5,1,1,1
GCF_015999605.fna.gz,efaecium,17,1,1,1,1,1,1,1
GCF_016126675.fna.gz,efaecium,18,1,1,7,5,1,1,1
GCF_016404975.fna.gz,efaecium,1703,1,1,1,70,1,20,1
GCF_016405005.fna.gz,efaecium,18,1,1,7,5,1,1,1
GCF_016405025.fna.gz,efaecium,80,1,1,9,12,1,1,1
GCF_016405035.fna.gz,efaecium,664,2,1,1,1,1,1,44
GCF_016405065.fna.gz,efaecium,18,1,1,7,5,1,1,1
GCF_016405075.fna.gz,efaecium,18,1,1,7,5,1,1,1
GCF_016405085.fna.gz,efaecium,17,1,1,1,1,1,1,1
GCF_016405125.fna.gz,efaecium,664,2,1,1,1,1,1,44
GCF_016406345.fna.gz,efaecium,17,1,1,1,1,1,1,1
GCF_016406365.fna.gz,efaecium,17,1,1,1,1,1,1,1
GCF_016406385.fna.gz,efaecium,736,3,1,1,1,1,1,44
GCF_016406405.fna.gz,efaecium,18,1,1,7,5,1,1,1
GCF_016406425.fna.gz,efaecium,17,1,1,1,1,1,1,1
GCF_016406445.fna.gz,efaecium,412,1,1,15,1,1,20,44
GCF_016406465.fna.gz,efaecium,612,1,1,9,5,1,1,1
GCF_016406485.fna.gz,efaecium,80,1,1,9,12,1,1,1
GCF_016406505.fna.gz,efaecium,664,2,1,1,1,1,1,44
GCF_016406525.fna.gz,efaecium,1383,97,1,1,1,1,1,1
GCF_016406545.fna.gz,efaecium,17,1,1,1,1,1,1,1
GCF_016406565.fna.gz,efaecium,17,1,1,1,1,1,1,1
GCF_016406585.fna.gz,efaecium,17,1,1,1,1,1,1,1
GCF_016406605.fna.gz,efaecium,664,2,1,1,1,1,1,44
GCF_016415025.fna.gz,efaecium,18,1,1,7,5,1,1,1
GCF_016415105.fna.gz,efaecium,17,1,1,1,1,1,1,1
GCF_016415285.fna.gz,efaecium,18,1,1,7,5,1,1,1
GCF_016415325.fna.gz,efaecium,17,1,1,1,1,1,1,1
GCF_016415345.fna.gz,efaecium,1703,1,1,1,70,1,20,1
GCF_016415365.fna.gz,efaecium,18,1,1,7,5,1,1,1
GCF_016415385.fna.gz,efaecium,18,1,1,7,5,1,1,1
GCF_016415405.fna.gz,efaecium,18,1,1,7,5,1,1,1
GCF_016415425.fna.gz,efaecium,17,1,1,1,1,1,1,1
GCF_016415445.fna.gz,efaecium,1703,1,1,1,70,1,20,1
GCF_016415465.fna.gz,efaecium,17,1,1,1,1,1,1,1
GCF_016415485.fna.gz,efaecium,262,1,1,7,5,1,7,1
GCF_016415505.fna.gz,efaecium,664,2,1,1,1,1,1,44
GCF_016415545.fna.gz,efaecium,1703,1,1,1,70,1,20,1
GCF_016415565.fna.gz,efaecium,1703,1,1,1,70,1,20,1
GCF_016455345.fna.gz,efaecium,1383,97,1,1,1,1,1,1
GCF_016462085.fna.gz,efaecium,619,3,50,15,1,1,70,2
GCF_016484185.fna.gz,efaecium,17,1,1,1,1,1,1,1
GCF_016484285.fna.gz,efaecium,736,3,1,1,1,1,1,44
GCF_016484305.fna.gz,efaecium,664,2,1,1,1,1,1,44
GCF_016484315.fna.gz,efaecium,80,1,1,9,12,1,1,1
GCF_016484345.fna.gz,efaecium,17,1,1,1,1,1,1,1
GCF_016484425.fna.gz,efaecium,736,3,1,1,1,1,1,44
GCF_016484505.fna.gz,efaecium,736,3,1,1,1,1,1,44
GCF_016642165.fna.gz,efaecium,286,4,12,40,1,5,1,9
GCF_016642175.fna.gz,efaecium,1332,4,10,14,1,5,1,6
GCF_016642205.fna.gz,efaecium,1311,4,12,5,2,5,1,9
GCF_016642225.fna.gz,efaecium,1332,4,10,14,1,5,1,6
GCF_016642245.fna.gz,efaecium,-,3,111,,1,1,5,2
GCF_016642255.fna.gz,efaecium,-,3,111,,1,1,5,2
GCF_016642305.fna.gz,efaecium,-,3,111,,1,1,5,2
GCF_016642315.fna.gz,efaecium,-,3,111,,1,1,5,2
GCF_016642335.fna.gz,efaecium,-,3,111,,1,1,5,2
GCF_016642385.fna.gz,efaecium,-,3,111,,1,1,5,2
GCF_016642395.fna.gz,efaecium,-,3,111,,1,1,5,2
GCF_016642425.fna.gz,efaecium,-,3,111,,1,1,5,2
GCF_016642465.fna.gz,efaecium,-,3,111,,1,1,5,2
GCF_016642485.fna.gz,efaecium,-,3,111,,1,1,5,2
GCF_016642495.fna.gz,efaecium,-,4,10,40,1,5,15,6
GCF_016642505.fna.gz,efaecium,828,60,1,9,25,1,1,2
GCF_016642525.fna.gz,efaecium,828,60,1,9,25,1,1,2
GCF_016642565.fna.gz,efaecium,-,4,10,40,1,5,15,6
GCF_016642585.fna.gz,efaecium,1332,4,10,14,1,5,1,6
GCF_016642595.fna.gz,efaecium,1449,4,12,40,1,5,116,9
GCF_016642605.fna.gz,efaecium,1332,4,10,14,1,5,1,6
GCF_016642615.fna.gz,efaecium,1332,4,10,14,1,5,1,6
GCF_016642665.fna.gz,efaecium,1332,4,10,14,1,5,1,6
GCF_016642685.fna.gz,efaecium,1453,4,1,40,1,5,116,6
GCF_016642695.fna.gz,efaecium,18,1,1,7,5,1,1,1
GCF_016642705.fna.gz,efaecium,52,9,6,12,1,1,13,3
GCF_016642715.fna.gz,efaecium,1449,4,12,40,1,5,116,9
GCF_016642765.fna.gz,efaecium,-,4,10,40,1,5,15,6
GCF_016642785.fna.gz,efaecium,32,3,1,3,1,1,1,2
GCF_016642795.fna.gz,efaecium,-,4,12,5,2,5,1,
GCF_016642805.fna.gz,efaecium,1332,4,10,14,1,5,1,6
GCF_016642825.fna.gz,efaecium,1453,4,1,40,1,5,116,6
