Genome,Scheme,ST,ldh,cat,lhkA,abcZ,dapE,dat,bglA
GCF_008754785.fna.gz,lmonocytogenes,87,39,4,4,12,14,3,1
GCF_008755005.fna.gz,lmonocytogenes,87,39,4,4,12,14,3,1
GCF_008807535.fna.gz,lmonocytogenes,1413,26,10,48,5,6,5,5
GCF_012063735.fna.gz,lmonocytogenes,321,7,8,34,5,62,6,6
GCF_012063765.fna.gz,lmonocytogenes,121,37,8,1,7,8,6,6
GCF_008642125.fna.gz,lmonocytogenes,87,39,4,4,12,14,3,1
GCF_008642175.fna.gz,lmonocytogenes,87,39,4,4,12,14,3,1
GCF_008753865.fna.gz,lmonocytogenes,1166,374,4,4,12,14,3,1
GCF_008753995.fna.gz,lmonocytogenes,87,39,4,4,12,14,3,1
GCF_008754165.fna.gz,lmonocytogenes,87,39,4,4,12,14,3,1
GCF_008754285.fna.gz,lmonocytogenes,87,39,4,4,12,14,3,1
GCF_008754555.fna.gz,lmonocytogenes,87,39,4,4,12,14,3,1
GCF_008754815.fna.gz,lmonocytogenes,87,39,4,4,12,14,3,1
GCF_008755075.fna.gz,lmonocytogenes,87,39,4,4,12,14,3,1
GCF_008807555.fna.gz,lmonocytogenes,517,1,4,4,11,26,3,3
GCF_009788475.fna.gz,lmonocytogenes,2,1,11,5,1,11,2,1
GCF_009788485.fna.gz,lmonocytogenes,-,39,4,4,,14,3,1
GCF_008755985.fna.gz,lmonocytogenes,87,39,4,4,12,14,3,1
GCF_009788765.fna.gz,lmonocytogenes,145,12,11,5,1,11,2,1
GCF_009788775.fna.gz,lmonocytogenes,145,12,11,5,1,11,2,1
GCF_008754825.fna.gz,lmonocytogenes,87,39,4,4,12,14,3,1
GCF_008755115.fna.gz,lmonocytogenes,87,39,4,4,12,14,3,1
GCF_008807475.fna.gz,lmonocytogenes,580,4,6,1,6,4,1,37
GCF_008807515.fna.gz,lmonocytogenes,580,4,6,1,6,4,1,37
GCF_008807635.fna.gz,lmonocytogenes,580,4,6,1,6,4,1,37
GCF_008807195.fna.gz,lmonocytogenes,1,1,1,3,3,1,3,1
GCF_012064055.fna.gz,lmonocytogenes,321,7,8,34,5,62,6,6
GCF_012064085.fna.gz,lmonocytogenes,321,7,8,34,5,62,6,6
GCF_008270895.fna.gz,lmonocytogenes,2263,597,194,161,204,452,151,105
GCF_008270915.fna.gz,lmonocytogenes,2272,598,32,24,219,37,89,69
GCF_008271005.fna.gz,lmonocytogenes,2271,595,32,24,219,25,24,345
GCF_008271105.fna.gz,lmonocytogenes,2284,111,204,330,386,54,134,33
GCF_008753915.fna.gz,lmonocytogenes,87,39,4,4,12,14,3,1
GCF_008754005.fna.gz,lmonocytogenes,87,39,4,4,12,14,3,1
GCF_008754185.fna.gz,lmonocytogenes,87,39,4,4,12,14,3,1
GCF_008754325.fna.gz,lmonocytogenes,87,39,4,4,12,14,3,1
GCF_008754585.fna.gz,lmonocytogenes,87,39,4,4,12,14,3,1
GCF_008754875.fna.gz,lmonocytogenes,87,39,4,4,12,14,3,1
GCF_008755175.fna.gz,lmonocytogenes,87,39,4,4,12,14,3,1
GCF_008807875.fna.gz,lmonocytogenes,262,108,42,25,38,47,28,31
GCF_009361225.fna.gz,lmonocytogenes,2638,555,298,26,430,544,89,183
GCF_009361265.fna.gz,lmonocytogenes,429,39,11,5,11,38,2,1
GCF_009361335.fna.gz,lmonocytogenes,429,39,11,5,11,38,2,1
GCF_009361435.fna.gz,lmonocytogenes,2638,555,298,26,430,544,89,183
GCF_009371935.fna.gz,lmonocytogenes,2638,555,298,26,430,544,89,183
GCF_009648695.fna.gz,lmonocytogenes,5,1,11,7,2,3,3,1
GCF_009755495.fna.gz,lmonocytogenes,5,1,11,7,2,3,3,1
GCF_009788345.fna.gz,lmonocytogenes,5,1,11,7,2,3,3,1
GCF_009788715.fna.gz,lmonocytogenes,145,12,11,5,1,11,2,1
GCF_009807465.fna.gz,lmonocytogenes,121,37,8,1,7,8,6,6
GCF_011140345.fna.gz,lmonocytogenes,8,3,2,1,5,9,5,6
GCF_011882005.fna.gz,lmonocytogenes,7,2,5,1,5,7,6,8
GCF_013177395.fna.gz,lmonocytogenes,6,1,9,5,3,3,3,9
GCF_013177415.fna.gz,lmonocytogenes,6,1,9,5,3,3,3,9
GCF_009361615.fna.gz,lmonocytogenes,2638,555,298,26,430,544,89,183
GCF_009648635.fna.gz,lmonocytogenes,382,5,11,5,1,13,2,51
GCF_009755415.fna.gz,lmonocytogenes,14,2,13,1,8,6,5,6
GCF_009788265.fna.gz,lmonocytogenes,201,79,22,12,19,25,15,17
GCF_009788635.fna.gz,lmonocytogenes,145,12,11,5,1,11,2,1
GCF_009788945.fna.gz,lmonocytogenes,5,1,11,7,2,3,3,1
GCF_009807665.fna.gz,lmonocytogenes,121,37,8,1,7,8,6,6
GCF_009807715.fna.gz,lmonocytogenes,37,8,3,6,5,5,1,7
GCF_009916205.fna.gz,lmonocytogenes,155,2,16,1,7,7,5,10
GCF_011881785.fna.gz,lmonocytogenes,20,7,3,1,17,6,5,13
GCF_011881825.fna.gz,lmonocytogenes,1,1,1,3,3,1,3,1
GCF_011882015.fna.gz,lmonocytogenes,1454,1,12,210,11,3,3,9
GCF_009807365.fna.gz,lmonocytogenes,288,1,11,2,34,15,3,39
GCF_009916245.fna.gz,lmonocytogenes,299,31,21,13,22,24,17,33
GCF_011881925.fna.gz,lmonocytogenes,20,7,3,1,17,6,5,13
GCF_011882125.fna.gz,lmonocytogenes,14,2,13,1,8,6,5,6
GCF_012063505.fna.gz,lmonocytogenes,321,7,8,34,5,62,6,6
GCF_009361625.fna.gz,lmonocytogenes,2638,555,298,26,430,544,89,183
GCF_009648655.fna.gz,lmonocytogenes,382,5,11,5,1,13,2,51
GCF_009755425.fna.gz,lmonocytogenes,8,3,2,1,5,9,5,6
GCF_009788195.fna.gz,lmonocytogenes,3,1,4,5,4,3,2,4
GCF_009788205.fna.gz,lmonocytogenes,201,79,22,12,19,25,15,17
GCF_009788295.fna.gz,lmonocytogenes,35,4,6,1,6,20,1,5
GCF_009788675.fna.gz,lmonocytogenes,145,12,11,5,1,11,2,1
GCF_009807375.fna.gz,lmonocytogenes,-,473,,227,260,320,211,73
GCF_009916285.fna.gz,lmonocytogenes,4,5,12,3,1,3,2,2
GCF_011881945.fna.gz,lmonocytogenes,9,4,6,1,6,4,1,5
GCF_009361325.fna.gz,lmonocytogenes,2638,555,298,26,430,544,89,183
GCF_009361415.fna.gz,lmonocytogenes,429,39,11,5,11,38,2,1
GCF_009361565.fna.gz,lmonocytogenes,2638,555,298,26,430,544,89,183
GCF_009361595.fna.gz,lmonocytogenes,2638,555,298,26,430,544,89,183
GCF_009377335.fna.gz,lmonocytogenes,4,5,12,3,1,3,2,2
GCF_009755345.fna.gz,lmonocytogenes,2,1,11,5,1,11,2,1
GCF_009755525.fna.gz,lmonocytogenes,2,1,11,5,1,11,2,1
GCF_009788365.fna.gz,lmonocytogenes,35,4,6,1,6,20,1,5
GCF_009788735.fna.gz,lmonocytogenes,145,12,11,5,1,11,2,1
GCF_009866885.fna.gz,lmonocytogenes,35,4,6,1,6,20,1,5
GCF_011548415.fna.gz,lmonocytogenes,31,8,10,1,7,19,9,14
GCF_011882025.fna.gz,lmonocytogenes,425,2,15,14,7,8,6,6
GCF_013402145.fna.gz,lmonocytogenes,6,1,9,5,3,3,3,9
GCF_013402195.fna.gz,lmonocytogenes,6,1,9,5,3,3,3,9
GCF_012063775.fna.gz,lmonocytogenes,321,7,8,34,5,62,6,6
GCF_009730615.fna.gz,lmonocytogenes,412,2,8,1,7,6,1,52
GCF_009730635.fna.gz,lmonocytogenes,412,2,8,1,7,6,1,52
GCF_009755305.fna.gz,lmonocytogenes,429,39,11,5,11,38,2,1
GCF_009755315.fna.gz,lmonocytogenes,7,2,5,1,5,7,6,8
GCF_009755485.fna.gz,lmonocytogenes,7,2,5,1,5,7,6,8
GCF_009788335.fna.gz,lmonocytogenes,3,1,4,5,4,3,2,4
GCF_009788495.fna.gz,lmonocytogenes,3,1,4,5,4,3,2,4
GCF_009788535.fna.gz,lmonocytogenes,87,39,4,4,12,14,3,1
GCF_009788555.fna.gz,lmonocytogenes,2,1,11,5,1,11,2,1
GCF_009788575.fna.gz,lmonocytogenes,145,12,11,5,1,11,2,1
GCF_009788585.fna.gz,lmonocytogenes,145,12,11,5,1,11,2,1
GCF_009788655.fna.gz,lmonocytogenes,145,12,11,5,1,11,2,1
GCF_009788835.fna.gz,lmonocytogenes,201,79,22,12,19,25,15,17
GCF_009788845.fna.gz,lmonocytogenes,145,12,11,5,1,11,2,1
GCF_009807385.fna.gz,lmonocytogenes,9,4,6,1,6,4,1,5
GCF_010442835.fna.gz,lmonocytogenes,1538,65,5,1,5,7,6,8
GCF_011881955.fna.gz,lmonocytogenes,121,37,8,1,7,8,6,6
GCF_009788395.fna.gz,lmonocytogenes,87,39,4,4,12,14,3,1
GCF_009788855.fna.gz,lmonocytogenes,3,1,4,5,4,3,2,4
GCF_009866905.fna.gz,lmonocytogenes,290,11,11,5,1,11,2,1
GCF_011548475.fna.gz,lmonocytogenes,121,37,8,1,7,8,6,6
GCF_011882065.fna.gz,lmonocytogenes,5,1,11,7,2,3,3,1
GCF_012064105.fna.gz,lmonocytogenes,121,37,8,1,7,8,6,6
GCF_012064115.fna.gz,lmonocytogenes,321,7,8,34,5,62,6,6
GCF_008807915.fna.gz,lmonocytogenes,2638,555,298,26,430,544,89,183
GCF_008807955.fna.gz,lmonocytogenes,219,5,9,3,1,1,2,2
GCF_009361255.fna.gz,lmonocytogenes,2638,555,298,26,430,544,89,183
GCF_009361315.fna.gz,lmonocytogenes,2638,555,298,26,430,544,89,183
GCF_009361395.fna.gz,lmonocytogenes,429,39,11,5,11,38,2,1
GCF_009361465.fna.gz,lmonocytogenes,429,39,11,5,11,38,2,1
GCF_009648615.fna.gz,lmonocytogenes,382,5,11,5,1,13,2,51
GCF_009755405.fna.gz,lmonocytogenes,87,39,4,4,12,14,3,1
GCF_009788255.fna.gz,lmonocytogenes,201,79,22,12,19,25,15,17
GCF_009788595.fna.gz,lmonocytogenes,145,12,11,5,1,11,2,1
GCF_009788915.fna.gz,lmonocytogenes,14,2,13,1,8,6,5,6
GCF_009914925.fna.gz,lmonocytogenes,155,2,16,1,7,7,5,10
GCF_011881835.fna.gz,lmonocytogenes,20,7,3,1,17,6,5,13
GCF_012063525.fna.gz,lmonocytogenes,321,7,8,34,5,62,6,6
GCF_008807935.fna.gz,lmonocytogenes,429,39,11,5,11,38,2,1
GCF_009361275.fna.gz,lmonocytogenes,2638,555,298,26,430,544,89,183
GCF_009361375.fna.gz,lmonocytogenes,2638,555,298,26,430,544,89,183
GCF_009361445.fna.gz,lmonocytogenes,429,39,11,5,11,38,2,1
GCF_009648595.fna.gz,lmonocytogenes,382,5,11,5,1,13,2,51
GCF_009755365.fna.gz,lmonocytogenes,87,39,4,4,12,14,3,1
GCF_009788235.fna.gz,lmonocytogenes,201,79,22,12,19,25,15,17
GCF_009788405.fna.gz,lmonocytogenes,5,1,11,7,2,3,3,1
GCF_009788885.fna.gz,lmonocytogenes,5,1,11,7,2,3,3,1
GCF_009914905.fna.gz,lmonocytogenes,1262,1,1,3,227,1,3,1
GCF_011548535.fna.gz,lmonocytogenes,121,37,8,1,7,8,6,6
GCF_011881795.fna.gz,lmonocytogenes,2,1,11,5,1,11,2,1
GCF_011881865.fna.gz,lmonocytogenes,26,2,8,1,5,21,6,10
GCF_012063565.fna.gz,lmonocytogenes,321,7,8,34,5,62,6,6
GCF_009807455.fna.gz,lmonocytogenes,101,14,15,9,7,8,6,15
GCF_010443035.fna.gz,lmonocytogenes,201,79,22,12,19,25,15,17
GCF_011881985.fna.gz,lmonocytogenes,7,2,5,1,5,7,6,8
GCF_012063475.fna.gz,lmonocytogenes,321,7,8,34,5,62,6,6
GCF_012063515.fna.gz,lmonocytogenes,321,7,8,34,5,62,6,6
GCF_011881875.fna.gz,lmonocytogenes,16,2,2,1,5,7,5,6
GCF_009361645.fna.gz,lmonocytogenes,2638,555,298,26,430,544,89,183
GCF_009648675.fna.gz,lmonocytogenes,382,5,11,5,1,13,2,51
GCF_009755465.fna.gz,lmonocytogenes,1,1,1,3,3,1,3,1
GCF_009788285.fna.gz,lmonocytogenes,35,4,6,1,6,20,1,5
GCF_009788665.fna.gz,lmonocytogenes,145,12,11,5,1,11,2,1
GCF_009788985.fna.gz,lmonocytogenes,87,39,4,4,12,14,3,1
GCF_009916185.fna.gz,lmonocytogenes,299,31,21,13,22,24,17,33
GCF_011881885.fna.gz,lmonocytogenes,14,2,13,1,8,6,5,6
GCF_013432215.fna.gz,lmonocytogenes,1,1,1,3,3,1,3,1
GCF_013432255.fna.gz,lmonocytogenes,87,39,4,4,12,14,3,1
GCF_013432295.fna.gz,lmonocytogenes,1,1,1,3,3,1,3,1
GCF_013432345.fna.gz,lmonocytogenes,145,12,11,5,1,11,2,1
GCF_013432425.fna.gz,lmonocytogenes,5,1,11,7,2,3,3,1
GCF_013432495.fna.gz,lmonocytogenes,5,1,11,7,2,3,3,1
GCF_013432585.fna.gz,lmonocytogenes,2,1,11,5,1,11,2,1
GCF_013432675.fna.gz,lmonocytogenes,2,1,11,5,1,11,2,1
GCF_013432735.fna.gz,lmonocytogenes,6,1,9,5,3,3,3,9
GCF_013432825.fna.gz,lmonocytogenes,2,1,11,5,1,11,2,1
GCF_013432915.fna.gz,lmonocytogenes,2,1,11,5,1,11,2,1
GCF_013432985.fna.gz,lmonocytogenes,5,1,11,7,2,3,3,1
GCF_013433075.fna.gz,lmonocytogenes,6,1,9,5,3,3,3,9
GCF_013625835.fna.gz,lmonocytogenes,562,178,91,72,83,100,58,19
GCF_013402225.fna.gz,lmonocytogenes,6,1,9,5,3,3,3,9
GCF_013402255.fna.gz,lmonocytogenes,6,1,9,5,3,3,3,9
GCF_013402325.fna.gz,lmonocytogenes,6,1,9,5,3,3,3,9
GCF_013402375.fna.gz,lmonocytogenes,6,1,9,5,3,3,3,9
GCF_013402445.fna.gz,lmonocytogenes,6,1,9,5,3,3,3,9
GCF_013402465.fna.gz,lmonocytogenes,6,1,9,5,3,3,3,9
GCF_013402515.fna.gz,lmonocytogenes,6,1,9,5,3,3,3,9
GCF_013402535.fna.gz,lmonocytogenes,6,1,9,5,3,3,3,9
GCF_013402545.fna.gz,lmonocytogenes,6,1,9,5,3,3,3,9
GCF_013402565.fna.gz,lmonocytogenes,6,1,9,5,3,3,3,9
GCF_013402575.fna.gz,lmonocytogenes,6,1,9,5,3,3,3,9
GCF_013402615.fna.gz,lmonocytogenes,6,1,9,5,3,3,3,9
GCF_013402635.fna.gz,lmonocytogenes,6,1,9,5,3,3,3,9
GCF_013402655.fna.gz,lmonocytogenes,6,1,9,5,3,3,3,9
GCF_013402675.fna.gz,lmonocytogenes,6,1,9,5,3,3,3,9
GCF_013415135.fna.gz,lmonocytogenes,451,4,10,1,7,21,1,5
GCF_013432275.fna.gz,lmonocytogenes,2,1,11,5,1,11,2,1
GCF_013432375.fna.gz,lmonocytogenes,145,12,11,5,1,11,2,1
GCF_013432435.fna.gz,lmonocytogenes,5,1,11,7,2,3,3,1
GCF_013432505.fna.gz,lmonocytogenes,1,1,1,3,3,1,3,1
GCF_013432595.fna.gz,lmonocytogenes,2,1,11,5,1,11,2,1
GCF_013432685.fna.gz,lmonocytogenes,2,1,11,5,1,11,2,1
GCF_013432775.fna.gz,lmonocytogenes,145,12,11,5,1,11,2,1
GCF_013432835.fna.gz,lmonocytogenes,2,1,11,5,1,11,2,1
GCF_013432925.fna.gz,lmonocytogenes,1,1,1,3,3,1,3,1
GCF_013432995.fna.gz,lmonocytogenes,191,1,36,7,11,2,3,1
GCF_013433095.fna.gz,lmonocytogenes,2,1,11,5,1,11,2,1
GCF_013625845.fna.gz,lmonocytogenes,564,228,91,38,67,102,60,76
GCF_012063585.fna.gz,lmonocytogenes,321,7,8,34,5,62,6,6
GCF_012063605.fna.gz,lmonocytogenes,321,7,8,34,5,62,6,6
GCF_012063625.fna.gz,lmonocytogenes,321,7,8,34,5,62,6,6
GCF_012063645.fna.gz,lmonocytogenes,321,7,8,34,5,62,6,6
GCF_012063655.fna.gz,lmonocytogenes,199,26,15,1,9,6,8,10
GCF_012063675.fna.gz,lmonocytogenes,321,7,8,34,5,62,6,6
GCF_012063705.fna.gz,lmonocytogenes,121,37,8,1,7,8,6,6
GCF_012063725.fna.gz,lmonocytogenes,121,37,8,1,7,8,6,6
GCF_012063805.fna.gz,lmonocytogenes,321,7,8,34,5,62,6,6
GCF_012063825.fna.gz,lmonocytogenes,321,7,8,34,5,62,6,6
GCF_012063835.fna.gz,lmonocytogenes,321,7,8,34,5,62,6,6
GCF_012063865.fna.gz,lmonocytogenes,321,7,8,34,5,62,6,6
GCF_012063885.fna.gz,lmonocytogenes,121,37,8,1,7,8,6,6
GCF_012063895.fna.gz,lmonocytogenes,321,7,8,34,5,62,6,6
GCF_012063915.fna.gz,lmonocytogenes,321,7,8,34,5,62,6,6
GCF_012063925.fna.gz,lmonocytogenes,321,7,8,34,5,62,6,6
GCF_012063965.fna.gz,lmonocytogenes,321,7,8,34,5,62,6,6
GCF_012063985.fna.gz,lmonocytogenes,321,7,8,34,5,62,6,6
GCF_012064005.fna.gz,lmonocytogenes,321,7,8,34,5,62,6,6
GCF_012064015.fna.gz,lmonocytogenes,321,7,8,34,5,62,6,6
GCF_012064045.fna.gz,lmonocytogenes,321,7,8,34,5,62,6,6
GCF_012064125.fna.gz,lmonocytogenes,121,37,8,1,7,8,6,6
GCF_012064165.fna.gz,lmonocytogenes,321,7,8,34,5,62,6,6
GCF_012064185.fna.gz,lmonocytogenes,321,7,8,34,5,62,6,6
GCF_012064195.fna.gz,lmonocytogenes,321,7,8,34,5,62,6,6
GCF_012064225.fna.gz,lmonocytogenes,371,2,56,1,7,6,1,6
GCF_012064245.fna.gz,lmonocytogenes,321,7,8,34,5,62,6,6
GCF_012064265.fna.gz,lmonocytogenes,321,7,8,34,5,62,6,6
GCF_012064285.fna.gz,lmonocytogenes,371,2,56,1,7,6,1,6
GCF_012064295.fna.gz,lmonocytogenes,321,7,8,34,5,62,6,6
GCF_013122235.fna.gz,lmonocytogenes,218,1,1,4,3,16,7,1
GCF_013137935.fna.gz,lmonocytogenes,6,1,9,5,3,3,3,9
GCF_013177375.fna.gz,lmonocytogenes,6,1,9,5,3,3,3,9
GCF_013282645.fna.gz,lmonocytogenes,1779,285,294,194,44,48,41,71
GCF_013282685.fna.gz,lmonocytogenes,101,14,15,9,7,8,6,15
GCF_013302955.fna.gz,lmonocytogenes,1247,3,2,1,5,265,5,6
GCF_013389395.fna.gz,lmonocytogenes,204,4,6,1,5,4,5,7
GCF_013402045.fna.gz,lmonocytogenes,6,1,9,5,3,3,3,9
GCF_013402095.fna.gz,lmonocytogenes,6,1,9,5,3,3,3,9
GCF_013402125.fna.gz,lmonocytogenes,6,1,9,5,3,3,3,9
GCF_013402215.fna.gz,lmonocytogenes,6,1,9,5,3,3,3,9
GCF_013402245.fna.gz,lmonocytogenes,6,1,9,5,3,3,3,9
GCF_013402265.fna.gz,lmonocytogenes,6,1,9,5,3,3,3,9
GCF_013402355.fna.gz,lmonocytogenes,6,1,9,5,3,3,3,9
GCF_013402415.fna.gz,lmonocytogenes,6,1,9,5,3,3,3,9
GCF_013402455.fna.gz,lmonocytogenes,6,1,9,5,3,3,3,9
GCF_013402705.fna.gz,lmonocytogenes,6,1,9,5,3,3,3,9
GCF_013432175.fna.gz,lmonocytogenes,6,1,9,5,3,3,3,9
GCF_013432305.fna.gz,lmonocytogenes,145,12,11,5,1,11,2,1
GCF_013432395.fna.gz,lmonocytogenes,2,1,11,5,1,11,2,1
GCF_013432475.fna.gz,lmonocytogenes,5,1,11,7,2,3,3,1
GCF_013432525.fna.gz,lmonocytogenes,2,1,11,5,1,11,2,1
GCF_013432605.fna.gz,lmonocytogenes,2,1,11,5,1,11,2,1
GCF_013432695.fna.gz,lmonocytogenes,5,1,11,7,2,3,3,1
GCF_013432785.fna.gz,lmonocytogenes,6,1,9,5,3,3,3,9
GCF_013432875.fna.gz,lmonocytogenes,145,12,11,5,1,11,2,1
GCF_013432935.fna.gz,lmonocytogenes,145,12,11,5,1,11,2,1
GCF_013433035.fna.gz,lmonocytogenes,3,1,4,5,4,3,2,4
GCF_013433105.fna.gz,lmonocytogenes,1,1,1,3,3,1,3,1
GCF_013282665.fna.gz,lmonocytogenes,562,178,91,72,83,100,58,19
GCF_013282705.fna.gz,lmonocytogenes,6,1,9,5,3,3,3,9
GCF_013344505.fna.gz,lmonocytogenes,9,4,6,1,6,4,1,5
GCF_013395095.fna.gz,lmonocytogenes,4,5,12,3,1,3,2,2
GCF_013402055.fna.gz,lmonocytogenes,6,1,9,5,3,3,3,9
GCF_013402105.fna.gz,lmonocytogenes,6,1,9,5,3,3,3,9
GCF_013402135.fna.gz,lmonocytogenes,6,1,9,5,3,3,3,9
GCF_013402315.fna.gz,lmonocytogenes,6,1,9,5,3,3,3,9
GCF_013402365.fna.gz,lmonocytogenes,6,1,9,5,3,3,3,9
GCF_013402435.fna.gz,lmonocytogenes,6,1,9,5,3,3,3,9
GCF_013402665.fna.gz,lmonocytogenes,6,1,9,5,3,3,3,9
GCF_013402735.fna.gz,lmonocytogenes,6,1,9,5,3,3,3,9
GCF_013432185.fna.gz,lmonocytogenes,2,1,11,5,1,11,2,1
GCF_013432315.fna.gz,lmonocytogenes,5,1,11,7,2,3,3,1
GCF_013432405.fna.gz,lmonocytogenes,5,1,11,7,2,3,3,1
GCF_013432485.fna.gz,lmonocytogenes,3,1,4,5,4,3,2,4
GCF_013432575.fna.gz,lmonocytogenes,2,1,11,5,1,11,2,1
GCF_013432615.fna.gz,lmonocytogenes,5,1,11,7,2,3,3,1
GCF_013432705.fna.gz,lmonocytogenes,2,1,11,5,1,11,2,1
GCF_013432815.fna.gz,lmonocytogenes,3,1,4,5,4,3,2,4
GCF_013432885.fna.gz,lmonocytogenes,3,1,4,5,4,3,2,4
GCF_013432975.fna.gz,lmonocytogenes,5,1,11,7,2,3,3,1
GCF_013433045.fna.gz,lmonocytogenes,5,1,11,7,2,3,3,1
GCF_013433135.fna.gz,lmonocytogenes,6,1,9,5,3,3,3,9
GCF_013625865.fna.gz,lmonocytogenes,1739,228,29,39,85,31,61,44
GCF_013625895.fna.gz,lmonocytogenes,2600,149,29,399,123,114,61,77
GCF_013625905.fna.gz,lmonocytogenes,2676,679,445,418,473,596,347,430
GCF_013625935.fna.gz,lmonocytogenes,1727,149,91,38,295,63,58,101
GCF_013625945.fna.gz,lmonocytogenes,2662,657,93,394,456,101,61,75
GCF_013625955.fna.gz,lmonocytogenes,874,292,29,38,123,102,61,44
GCF_013625995.fna.gz,lmonocytogenes,70,34,23,13,20,27,16,11
GCF_013626005.fna.gz,lmonocytogenes,863,283,115,72,112,138,36,101
GCF_013626015.fna.gz,lmonocytogenes,1789,164,204,20,309,24,32,58
GCF_013626045.fna.gz,lmonocytogenes,1513,164,204,46,49,305,32,58
GCF_013626055.fna.gz,lmonocytogenes,1779,285,294,194,44,48,41,71
GCF_013626095.fna.gz,lmonocytogenes,1754,111,291,28,127,381,70,30
GCF_013626105.fna.gz,lmonocytogenes,1510,123,72,55,32,24,25,58
GCF_013626115.fna.gz,lmonocytogenes,1752,123,103,20,59,24,242,33
GCF_013626145.fna.gz,lmonocytogenes,1743,367,279,257,92,365,157,117
GCF_014059705.fna.gz,lmonocytogenes,1,1,1,3,3,1,3,1
GCF_014059715.fna.gz,lmonocytogenes,59,1,12,7,11,16,3,1
GCF_014269385.fna.gz,lmonocytogenes,91,2,15,1,7,6,5,6
GCF_014269425.fna.gz,lmonocytogenes,7,2,5,1,5,7,6,8
GCF_014269445.fna.gz,lmonocytogenes,4,5,12,3,1,3,2,2
GCF_014269455.fna.gz,lmonocytogenes,412,2,8,1,7,6,1,52
GCF_014269485.fna.gz,lmonocytogenes,2332,94,12,358,11,38,3,3
GCF_014269505.fna.gz,lmonocytogenes,37,8,3,6,5,5,1,7
GCF_014269515.fna.gz,lmonocytogenes,7,2,5,1,5,7,6,8
GCF_014269525.fna.gz,lmonocytogenes,1,1,1,3,3,1,3,1
GCF_014269535.fna.gz,lmonocytogenes,4,5,12,3,1,3,2,2
GCF_014269575.fna.gz,lmonocytogenes,1,1,1,3,3,1,3,1
GCF_014269605.fna.gz,lmonocytogenes,59,1,12,7,11,16,3,1
GCF_014269625.fna.gz,lmonocytogenes,451,4,10,1,7,21,1,5
GCF_014269645.fna.gz,lmonocytogenes,1,1,1,3,3,1,3,1
GCF_014269665.fna.gz,lmonocytogenes,1,1,1,3,3,1,3,1
GCF_014269685.fna.gz,lmonocytogenes,412,2,8,1,7,6,1,52
GCF_014269695.fna.gz,lmonocytogenes,29,3,18,1,15,18,1,10
GCF_014269725.fna.gz,lmonocytogenes,6,1,9,5,3,3,3,9
GCF_014269745.fna.gz,lmonocytogenes,37,8,3,6,5,5,1,7
GCF_014269755.fna.gz,lmonocytogenes,29,3,18,1,15,18,1,10
GCF_014269785.fna.gz,lmonocytogenes,1,1,1,3,3,1,3,1
GCF_014269795.fna.gz,lmonocytogenes,4,5,12,3,1,3,2,2
GCF_014269805.fna.gz,lmonocytogenes,412,2,8,1,7,6,1,52
GCF_014269845.fna.gz,lmonocytogenes,6,1,9,5,3,3,3,9
GCF_014269865.fna.gz,lmonocytogenes,4,5,12,3,1,3,2,2
GCF_014269885.fna.gz,lmonocytogenes,412,2,8,1,7,6,1,52
GCF_014304655.fna.gz,lmonocytogenes,7,2,5,1,5,7,6,8
GCF_014304675.fna.gz,lmonocytogenes,7,2,5,1,5,7,6,8
GCF_014304695.fna.gz,lmonocytogenes,7,2,5,1,5,7,6,8
GCF_014304715.fna.gz,lmonocytogenes,7,2,5,1,5,7,6,8
GCF_014304735.fna.gz,lmonocytogenes,7,2,5,1,5,7,6,8
GCF_014304755.fna.gz,lmonocytogenes,7,2,5,1,5,7,6,8
GCF_014304775.fna.gz,lmonocytogenes,7,2,5,1,5,7,6,8
GCF_014324245.fna.gz,lmonocytogenes,7,2,5,1,5,7,6,8
GCF_014324265.fna.gz,lmonocytogenes,4,5,12,3,1,3,2,2
GCF_014324295.fna.gz,lmonocytogenes,7,2,5,1,5,7,6,8
GCF_014324305.fna.gz,lmonocytogenes,1,1,1,3,3,1,3,1
GCF_014334275.fna.gz,lmonocytogenes,6,1,9,5,3,3,3,9
GCF_014526505.fna.gz,lmonocytogenes,1732,409,286,254,298,370,237,273
GCF_014526535.fna.gz,lmonocytogenes,1519,123,219,20,49,24,32,58
GCF_014526555.fna.gz,lmonocytogenes,854,300,132,100,71,158,89,118
GCF_014526575.fna.gz,lmonocytogenes,989,315,146,109,139,168,113,130
GCF_014526585.fna.gz,lmonocytogenes,869,285,35,94,117,145,87,32
GCF_014526615.fna.gz,lmonocytogenes,1721,300,218,194,198,350,234,270
GCF_014526645.fna.gz,lmonocytogenes,868,111,118,28,116,144,86,105
GCF_014526655.fna.gz,lmonocytogenes,1140,355,99,150,189,225,32,159
GCF_014526665.fna.gz,lmonocytogenes,859,301,134,83,92,159,96,117
GCF_014526695.fna.gz,lmonocytogenes,882,303,77,50,131,160,97,33
GCF_014526725.fna.gz,lmonocytogenes,1734,508,99,255,299,371,238,274
GCF_014526735.fna.gz,lmonocytogenes,855,297,128,63,76,156,92,30
GCF_014526745.fna.gz,lmonocytogenes,880,298,129,98,129,48,41,116
GCF_014526785.fna.gz,lmonocytogenes,2583,380,127,170,92,113,348,117
GCF_014526795.fna.gz,lmonocytogenes,1731,123,21,55,297,369,25,33
