Genome,Scheme,ST,aroA,thrA,gki,dpr,recA,mutS,cpn60
GCF_900050395.fna.gz,ssuis,908,38,9,298,237,26,84,340
GCF_900050455.fna.gz,ssuis,1,1,1,1,1,1,1,1
GCF_900051975.fna.gz,ssuis,1,1,1,1,1,1,1,1
GCF_900052845.fna.gz,ssuis,1,1,1,1,1,1,1,1
GCF_900055115.fna.gz,ssuis,27,31,25,34,5,3,31,30
GCF_900055495.fna.gz,ssuis,898,49,125,61,234,26,300,344
GCF_900056165.fna.gz,ssuis,880,157,178,11,228,36,307,341
GCF_900056595.fna.gz,ssuis,1,1,1,1,1,1,1,1
GCF_900057065.fna.gz,ssuis,1,1,1,1,1,1,1,1
GCF_900051935.fna.gz,ssuis,873,1,1,293,1,1,1,1
GCF_900052525.fna.gz,ssuis,892,15,8,7,236,77,16,11
GCF_900053235.fna.gz,ssuis,1,1,1,1,1,1,1,1
GCF_900053595.fna.gz,ssuis,882,35,29,9,27,28,308,36
GCF_900053615.fna.gz,ssuis,1,1,1,1,1,1,1,1
GCF_900053635.fna.gz,ssuis,1,1,1,1,1,1,1,1
GCF_900054125.fna.gz,ssuis,1,1,1,1,1,1,1,1
GCF_900054355.fna.gz,ssuis,1,1,1,1,1,1,1,1
GCF_900056485.fna.gz,ssuis,903,49,8,294,20,26,84,335
GCF_900056615.fna.gz,ssuis,1,1,1,1,1,1,1,1
GCF_900049355.fna.gz,ssuis,1,1,1,1,1,1,1,1
GCF_900050035.fna.gz,ssuis,1,1,1,1,1,1,1,1
GCF_900050405.fna.gz,ssuis,1,1,1,1,1,1,1,1
GCF_900050785.fna.gz,ssuis,1,1,1,1,1,1,1,1
GCF_900051985.fna.gz,ssuis,1,1,1,1,1,1,1,1
GCF_900052855.fna.gz,ssuis,1,1,1,1,1,1,1,1
GCF_900054835.fna.gz,ssuis,1,1,1,1,1,1,1,1
GCF_900054845.fna.gz,ssuis,1,1,1,1,1,1,1,1
GCF_900054855.fna.gz,ssuis,1,1,1,1,1,1,1,1
GCF_900054875.fna.gz,ssuis,1,1,1,1,1,1,1,1
GCF_900055145.fna.gz,ssuis,1,1,1,1,1,1,1,1
GCF_900055525.fna.gz,ssuis,1,1,1,1,1,1,1,1
GCF_900056515.fna.gz,ssuis,875,202,12,39,18,216,52,6
GCF_900056835.fna.gz,ssuis,897,13,205,287,233,38,117,77
GCF_900050415.fna.gz,ssuis,1,1,1,1,1,1,1,1
GCF_900050795.fna.gz,ssuis,28,2,25,34,5,3,31,30
GCF_900051995.fna.gz,ssuis,1,1,1,1,1,1,1,1
GCF_900054305.fna.gz,ssuis,1,1,1,1,1,1,1,1
GCF_900055875.fna.gz,ssuis,1,1,1,1,1,1,1,1
GCF_900056555.fna.gz,ssuis,1,1,1,1,1,1,1,1
GCF_900056875.fna.gz,ssuis,1,1,1,1,1,1,1,1
GCF_000167375.fna.gz,ssuis,-,9,25,34,5,3,30,
GCF_900057075.fna.gz,ssuis,1,1,1,1,1,1,1,1
GCF_900057485.fna.gz,ssuis,855,31,4,12,24,10,1,8
GCF_900057495.fna.gz,ssuis,874,38,8,7,20,214,5,344
GCF_900057505.fna.gz,ssuis,1,1,1,1,1,1,1,1
GCF_900057515.fna.gz,ssuis,1,1,1,1,1,1,1,1
GCF_900057525.fna.gz,ssuis,1,1,1,1,1,1,1,1
GCF_900057535.fna.gz,ssuis,1,1,1,1,1,1,1,1
GCF_900057675.fna.gz,ssuis,889,257,125,298,232,26,8,344
GCF_900057685.fna.gz,ssuis,1,1,1,1,1,1,1,1
GCF_900057695.fna.gz,ssuis,1,1,1,1,1,1,1,1
GCF_900057705.fna.gz,ssuis,1,1,1,1,1,1,1,1
GCF_900057715.fna.gz,ssuis,1,1,1,1,1,1,1,1
GCF_900057725.fna.gz,ssuis,1,1,1,1,1,1,1,1
GCF_900057985.fna.gz,ssuis,1,1,1,1,1,1,1,1
GCF_900057995.fna.gz,ssuis,792,62,34,49,39,42,6,45
GCF_900058005.fna.gz,ssuis,875,202,12,39,18,216,52,6
GCF_900058015.fna.gz,ssuis,29,8,25,34,5,3,30,30
GCF_900058025.fna.gz,ssuis,29,8,25,34,5,3,30,30
GCF_900058035.fna.gz,ssuis,1,1,1,1,1,1,1,1
GCF_900058045.fna.gz,ssuis,1,1,1,1,1,1,1,1
GCF_900058055.fna.gz,ssuis,1,1,1,1,1,1,1,1
GCF_900058065.fna.gz,ssuis,1,1,1,1,1,1,1,1
GCF_900058075.fna.gz,ssuis,1,1,1,1,1,1,1,1
GCF_900058245.fna.gz,ssuis,900,91,98,289,99,218,82,296
GCF_900058255.fna.gz,ssuis,888,49,27,290,20,46,54,340
GCF_900058265.fna.gz,ssuis,1,1,1,1,1,1,1,1
GCF_900058275.fna.gz,ssuis,1,1,1,1,1,1,1,1
GCF_900058285.fna.gz,ssuis,1,1,1,1,1,1,1,1
GCF_900058295.fna.gz,ssuis,1,1,1,1,1,1,1,1
GCF_900058305.fna.gz,ssuis,1,1,1,1,1,1,1,1
GCF_900058315.fna.gz,ssuis,1,1,1,1,1,1,1,1
GCF_900058325.fna.gz,ssuis,1,1,1,1,1,1,1,1
GCF_900058475.fna.gz,ssuis,884,49,12,14,231,46,16,340
GCF_900058485.fna.gz,ssuis,866,23,8,4,5,107,76,68
GCF_900058495.fna.gz,ssuis,867,18,25,34,5,3,31,30
GCF_900058505.fna.gz,ssuis,1,1,1,1,1,1,1,1
GCF_900058515.fna.gz,ssuis,1,1,1,1,1,1,1,1
GCF_900058525.fna.gz,ssuis,1,1,1,1,1,1,1,1
GCF_900058685.fna.gz,ssuis,29,8,25,34,5,3,30,30
GCF_900058695.fna.gz,ssuis,886,257,125,61,231,26,76,344
GCF_900058705.fna.gz,ssuis,28,2,25,34,5,3,31,30
GCF_900058715.fna.gz,ssuis,887,114,8,188,58,219,310,342
GCF_900058725.fna.gz,ssuis,905,31,143,15,223,46,302,332
GCF_900058735.fna.gz,ssuis,28,2,25,34,5,3,31,30
GCF_900058745.fna.gz,ssuis,1,1,1,1,1,1,1,1
GCF_900058755.fna.gz,ssuis,1,1,1,1,1,1,1,1
GCF_900058765.fna.gz,ssuis,1,1,1,1,1,1,1,1
GCF_900058775.fna.gz,ssuis,1,1,1,1,1,1,1,1
GCF_900058785.fna.gz,ssuis,1,1,1,1,1,1,1,1
GCF_900059075.fna.gz,ssuis,857,31,6,13,109,7,6,7
GCF_900059085.fna.gz,ssuis,29,8,25,34,5,3,30,30
GCF_900059095.fna.gz,ssuis,28,2,25,34,5,3,31,30
GCF_900059105.fna.gz,ssuis,87,18,4,12,24,10,1,8
GCF_900059115.fna.gz,ssuis,1,1,1,1,1,1,1,1
GCF_900059125.fna.gz,ssuis,31,30,25,34,5,3,31,30
GCF_900059135.fna.gz,ssuis,1,1,1,1,1,1,1,1
GCF_900059145.fna.gz,ssuis,911,8,203,45,5,22,44,21
GCF_900059155.fna.gz,ssuis,911,8,203,45,5,22,44,21
GCF_900059165.fna.gz,ssuis,909,1,1,1,1,1,311,1
GCF_900059175.fna.gz,ssuis,1,1,1,1,1,1,1,1
GCF_900059185.fna.gz,ssuis,1,1,1,1,1,1,1,1
GCF_900059195.fna.gz,ssuis,1,1,1,1,1,1,1,1
GCF_900059205.fna.gz,ssuis,1,1,1,1,1,1,1,1
GCF_900059215.fna.gz,ssuis,1,1,1,1,1,1,1,1
GCF_900059415.fna.gz,ssuis,861,23,11,101,52,194,220,99
GCF_900059425.fna.gz,ssuis,879,63,8,297,21,30,7,68
GCF_900059435.fna.gz,ssuis,1,1,1,1,1,1,1,1
GCF_900059445.fna.gz,ssuis,1,1,1,1,1,1,1,1
GCF_900059455.fna.gz,ssuis,87,18,4,12,24,10,1,8
GCF_900059465.fna.gz,ssuis,1,1,1,1,1,1,1,1
GCF_900059475.fna.gz,ssuis,1,1,1,1,1,1,1,1
GCF_900059485.fna.gz,ssuis,1,1,1,1,1,1,1,1
GCF_900059495.fna.gz,ssuis,1,1,1,1,1,1,1,1
GCF_900059505.fna.gz,ssuis,1,1,1,1,1,1,1,1
GCF_900059515.fna.gz,ssuis,1,1,1,1,1,1,1,1
GCF_900059525.fna.gz,ssuis,1,1,1,1,1,1,1,1
GCF_900059535.fna.gz,ssuis,107,1,1,1,43,1,1,1
GCF_900059545.fna.gz,ssuis,869,1,1,7,1,1,1,1
GCF_900059755.fna.gz,ssuis,28,2,25,34,5,3,31,30
GCF_900059765.fna.gz,ssuis,1,1,1,1,1,1,1,1
GCF_900059775.fna.gz,ssuis,1,1,1,1,1,1,1,1
GCF_900059785.fna.gz,ssuis,1,1,1,1,1,1,1,1
GCF_900059895.fna.gz,ssuis,1,1,1,1,1,1,1,1
GCF_900059905.fna.gz,ssuis,1,1,1,1,1,1,1,1
GCF_900059915.fna.gz,ssuis,1,1,1,1,1,1,1,1
GCF_900059925.fna.gz,ssuis,1,1,1,1,1,1,1,1
GCF_900060125.fna.gz,ssuis,1,1,1,1,1,1,1,1
GCF_900060135.fna.gz,ssuis,1,1,1,1,1,1,1,1
GCF_900060145.fna.gz,ssuis,144,1,1,1,1,1,1,30
GCF_900060155.fna.gz,ssuis,1,1,1,1,1,1,1,1
GCF_900060325.fna.gz,ssuis,1,1,1,1,1,1,1,1
GCF_900060335.fna.gz,ssuis,1,1,1,1,1,1,1,1
GCF_900060345.fna.gz,ssuis,1,1,1,1,1,1,1,1
GCF_900060355.fna.gz,ssuis,1,1,1,1,1,1,1,1
GCF_900060635.fna.gz,ssuis,876,37,36,296,227,217,304,339
GCF_900060645.fna.gz,ssuis,890,25,113,254,235,38,117,13
GCF_900060655.fna.gz,ssuis,87,18,4,12,24,10,1,8
GCF_900060665.fna.gz,ssuis,1,1,1,1,1,1,1,1
GCF_900060675.fna.gz,ssuis,1,1,1,1,1,1,1,1
GCF_900060955.fna.gz,ssuis,29,8,25,34,5,3,30,30
GCF_900060965.fna.gz,ssuis,1,1,1,1,1,1,1,1
GCF_900060975.fna.gz,ssuis,1,1,1,1,1,1,1,1
GCF_900060985.fna.gz,ssuis,1,1,1,1,1,1,1,1
GCF_900060995.fna.gz,ssuis,1,1,1,1,1,1,1,1
GCF_900061005.fna.gz,ssuis,1,1,1,1,1,1,1,1
GCF_900061015.fna.gz,ssuis,1,1,1,1,1,1,1,1
GCF_900061025.fna.gz,ssuis,1,1,1,1,1,1,1,1
GCF_900061035.fna.gz,ssuis,1,1,1,1,1,1,1,1
GCF_900061045.fna.gz,ssuis,1,1,1,1,1,1,1,1
GCF_900061055.fna.gz,ssuis,1,1,1,1,1,1,1,1
GCF_900061065.fna.gz,ssuis,1,1,1,1,1,1,1,1
GCF_900061075.fna.gz,ssuis,1,1,1,1,1,1,1,1
GCF_900061345.fna.gz,ssuis,28,2,25,34,5,3,31,30
GCF_900061355.fna.gz,ssuis,913,21,56,128,225,26,76,344
GCF_900061365.fna.gz,ssuis,1,1,1,1,1,1,1,1
GCF_900061375.fna.gz,ssuis,870,15,12,39,52,194,220,99
GCF_900061385.fna.gz,ssuis,1,1,1,1,1,1,1,1
GCF_900061395.fna.gz,ssuis,1,1,1,1,1,1,1,1
GCF_900061405.fna.gz,ssuis,1,1,1,1,1,1,1,1
GCF_900061415.fna.gz,ssuis,1,1,1,1,1,1,1,1
GCF_900061425.fna.gz,ssuis,1,1,1,1,1,1,1,1
GCF_900061435.fna.gz,ssuis,1,1,1,1,1,1,1,1
GCF_900061895.fna.gz,ssuis,-,2,,34,5,3,31,30
GCF_900061905.fna.gz,ssuis,949,25,8,25,226,215,315,39
GCF_000168355.fna.gz,ssuis,28,2,25,34,5,3,31,30
GCF_900062065.fna.gz,ssuis,905,31,143,15,223,46,302,332
GCF_900062075.fna.gz,ssuis,1,1,1,1,1,1,1,1
GCF_900062085.fna.gz,ssuis,911,8,203,45,5,22,44,21
GCF_900062095.fna.gz,ssuis,28,2,25,34,5,3,31,30
GCF_900062105.fna.gz,ssuis,1,1,1,1,1,1,1,1
GCF_900062115.fna.gz,ssuis,1,1,1,1,1,1,1,1
GCF_900062235.fna.gz,ssuis,864,23,18,4,52,33,14,39
GCF_900062245.fna.gz,ssuis,857,31,6,13,109,7,6,7
GCF_900062255.fna.gz,ssuis,1,1,1,1,1,1,1,1
GCF_900062265.fna.gz,ssuis,893,254,157,298,22,213,16,88
GCF_900062275.fna.gz,ssuis,859,38,174,66,30,71,84,10
GCF_900062285.fna.gz,ssuis,1,1,1,1,1,1,1,1
GCF_900062295.fna.gz,ssuis,23,26,4,12,24,10,1,8
GCF_900062305.fna.gz,ssuis,1,1,1,1,1,1,1,1
GCF_900062835.fna.gz,ssuis,906,258,51,129,99,113,303,336
GCF_900062845.fna.gz,ssuis,891,1,1,299,1,1,1,1
GCF_900063015.fna.gz,ssuis,1,1,1,1,1,1,1,1
GCF_900063275.fna.gz,ssuis,25,9,25,34,5,3,30,30
GCF_900063285.fna.gz,ssuis,1,1,1,1,1,1,1,1
GCF_900063295.fna.gz,ssuis,1,1,1,1,1,1,1,1
GCF_900063545.fna.gz,ssuis,28,2,25,34,5,3,31,30
GCF_900063555.fna.gz,ssuis,860,49,125,128,19,77,75,90
GCF_900063565.fna.gz,ssuis,950,43,36,296,227,217,304,340
GCF_900063575.fna.gz,ssuis,894,188,178,163,220,113,306,152
GCF_900063585.fna.gz,ssuis,87,18,4,12,24,10,1,8
GCF_900063595.fna.gz,ssuis,885,256,56,128,232,26,220,344
GCF_900063605.fna.gz,ssuis,891,1,1,299,1,1,1,1
GCF_900063615.fna.gz,ssuis,1,1,1,1,1,1,1,1
GCF_900063625.fna.gz,ssuis,1,1,1,1,1,1,1,1
GCF_900063635.fna.gz,ssuis,1,1,1,1,1,1,1,1
GCF_900063645.fna.gz,ssuis,1,1,1,1,1,1,1,1
GCF_900063655.fna.gz,ssuis,1,1,1,1,1,1,1,1
GCF_900063665.fna.gz,ssuis,1,1,1,1,1,1,1,1
GCF_900064015.fna.gz,ssuis,948,25,8,295,226,215,315,39
GCF_900064025.fna.gz,ssuis,108,8,23,45,5,22,44,21
GCF_900064035.fna.gz,ssuis,105,1,1,52,1,1,1,1
GCF_900064165.fna.gz,ssuis,46,17,8,7,21,6,14,3
GCF_900064295.fna.gz,ssuis,862,26,4,12,24,10,55,8
GCF_900064305.fna.gz,ssuis,1,1,1,1,1,1,1,1
GCF_900064665.fna.gz,ssuis,1,1,1,1,1,1,1,1
GCF_900064675.fna.gz,ssuis,1,1,1,1,1,1,1,1
GCF_900064685.fna.gz,ssuis,1,1,1,1,1,1,1,1
GCF_900064695.fna.gz,ssuis,1,1,1,1,1,1,1,1
GCF_900064705.fna.gz,ssuis,1,1,1,1,1,1,1,1
GCF_900064985.fna.gz,ssuis,94,8,4,45,5,22,44,21
GCF_900064995.fna.gz,ssuis,94,8,4,45,5,22,44,21
GCF_900065005.fna.gz,ssuis,1,1,1,1,1,1,1,1
GCF_900065015.fna.gz,ssuis,29,8,25,34,5,3,30,30
GCF_900065025.fna.gz,ssuis,1,1,1,1,1,1,1,1
GCF_900065035.fna.gz,ssuis,29,8,25,34,5,3,30,30
GCF_900065045.fna.gz,ssuis,1,1,1,1,1,1,1,1
GCF_900065055.fna.gz,ssuis,1,1,1,1,1,1,1,1
GCF_900065065.fna.gz,ssuis,1,1,1,1,1,1,1,1
GCF_900065075.fna.gz,ssuis,1,1,1,1,1,1,1,1
GCF_900065095.fna.gz,ssuis,1,1,1,1,1,1,1,1
GCF_900065235.fna.gz,ssuis,29,8,25,34,5,3,30,30
GCF_900065245.fna.gz,ssuis,1,1,1,1,1,1,1,1
GCF_900065255.fna.gz,ssuis,144,1,1,1,1,1,1,30
GCF_900065265.fna.gz,ssuis,1,1,1,1,1,1,1,1
GCF_900065275.fna.gz,ssuis,1,1,1,1,1,1,1,1
GCF_900065385.fna.gz,ssuis,23,26,4,12,24,10,1,8
GCF_900065395.fna.gz,ssuis,868,30,4,12,24,10,1,8
GCF_900065405.fna.gz,ssuis,1,1,1,1,1,1,1,1
GCF_900065415.fna.gz,ssuis,1,1,1,1,1,1,1,1
GCF_900065425.fna.gz,ssuis,1,1,1,1,1,1,1,1
GCF_900065705.fna.gz,ssuis,1,1,1,1,1,1,1,1
GCF_900065715.fna.gz,ssuis,27,31,25,34,5,3,31,30
GCF_900065725.fna.gz,ssuis,29,8,25,34,5,3,30,30
GCF_900065735.fna.gz,ssuis,1,1,1,1,1,1,1,1
GCF_900065745.fna.gz,ssuis,792,62,34,49,39,42,6,45
GCF_900065755.fna.gz,ssuis,28,2,25,34,5,3,31,30
GCF_900065765.fna.gz,ssuis,1,1,1,1,1,1,1,1
GCF_900065775.fna.gz,ssuis,1,1,1,1,1,1,1,1
GCF_900065785.fna.gz,ssuis,1,1,1,1,1,1,1,1
GCF_900065795.fna.gz,ssuis,1,1,1,1,1,1,1,1
GCF_900065805.fna.gz,ssuis,1,1,1,1,1,1,1,1
GCF_900065815.fna.gz,ssuis,1,1,1,1,1,1,1,1
GCF_900065825.fna.gz,ssuis,1,1,1,1,1,1,1,1
GCF_900177235.fna.gz,ssuis,1,1,1,1,1,1,1,1
GCF_900475585.fna.gz,ssuis,1,1,1,1,1,1,1,1
GCF_900642965.fna.gz,ssuis,1,1,1,1,1,1,1,1
GCF_901543625.fna.gz,ssuis,13,1,21,1,1,21,6,12
GCF_901543985.fna.gz,ssuis,81,22,26,21,20,21,4,1
GCF_902702745.fna.gz,ssuis,20,1,1,12,5,10,1,1
GCF_902702755.fna.gz,ssuis,1,1,1,1,1,1,1,1
GCF_902702785.fna.gz,ssuis,20,1,1,12,5,10,1,1
GCF_000186405.fna.gz,ssuis,7,1,3,1,1,1,1,1
GCF_000440335.fna.gz,ssuis,87,18,4,12,24,10,1,8
GCF_000441075.fna.gz,ssuis,1,1,1,1,1,1,1,1
GCF_000440855.fna.gz,ssuis,76,8,12,24,36,22,21,23
GCF_000204625.fna.gz,ssuis,35,31,25,34,5,4,31,30
GCF_000441115.fna.gz,ssuis,328,108,98,135,106,39,141,64
GCF_000440475.fna.gz,ssuis,78,23,8,7,5,20,22,11
GCF_000441135.fna.gz,ssuis,311,23,8,125,5,107,22,11
GCF_000441235.fna.gz,ssuis,316,115,55,32,7,3,9,139
GCF_000440775.fna.gz,ssuis,79,8,12,45,36,22,21,21
GCF_000441155.fna.gz,ssuis,312,114,81,126,99,106,134,138
GCF_000440795.fna.gz,ssuis,1,1,1,1,1,1,1,1
GCF_000441175.fna.gz,ssuis,313,90,18,7,11,77,107,30
GCF_000440875.fna.gz,ssuis,946,265,128,303,215,138,176,197
GCF_000441275.fna.gz,ssuis,317,116,12,128,44,109,43,67
GCF_000441295.fna.gz,ssuis,318,90,18,7,11,77,136,30
GCF_000440815.fna.gz,ssuis,308,18,4,12,24,10,1,136
GCF_000441195.fna.gz,ssuis,314,87,56,127,71,108,84,106
GCF_000231325.fna.gz,ssuis,776,137,98,103,204,38,137,145
GCF_000440575.fna.gz,ssuis,775,239,149,38,2,192,4,266
GCF_000441215.fna.gz,ssuis,315,45,55,72,30,6,135,46
GCF_000441255.fna.gz,ssuis,304,74,18,45,5,105,130,2
GCF_000231885.fna.gz,ssuis,29,8,25,34,5,3,30,30
GCF_000440375.fna.gz,ssuis,-,263,113,167,192,38,161,58
GCF_000441315.fna.gz,ssuis,952,13,12,54,131,221,313,347
GCF_000231865.fna.gz,ssuis,1,1,1,1,1,1,1,1
GCF_000440895.fna.gz,ssuis,68,14,18,27,31,34,27,20
GCF_000441335.fna.gz,ssuis,28,2,25,34,5,3,31,30
GCF_000231905.fna.gz,ssuis,619,17,6,7,5,162,220,11
GCF_000440635.fna.gz,ssuis,69,23,12,30,22,15,3,33
GCF_000441375.fna.gz,ssuis,318,90,18,7,11,77,136,30
GCF_000231925.fna.gz,ssuis,13,1,21,1,1,21,6,12
GCF_000440915.fna.gz,ssuis,75,25,8,15,9,13,9,32
GCF_000441355.fna.gz,ssuis,330,16,81,136,98,113,133,110
GCF_000233575.fna.gz,ssuis,7,1,3,1,1,1,1,1
GCF_000440655.fna.gz,ssuis,-,265,127,220,202,102,344,197
GCF_000440695.fna.gz,ssuis,92,16,13,17,34,37,42,4
GCF_000441395.fna.gz,ssuis,313,90,18,7,11,77,107,30
GCF_000294495.fna.gz,ssuis,1,1,1,1,1,1,1,1
GCF_000441415.fna.gz,ssuis,345,118,95,39,101,110,148,150
GCF_000440675.fna.gz,ssuis,72,12,19,3,33,35,19,9
GCF_000344765.fna.gz,ssuis,7,1,3,1,1,1,1,1
GCF_000440095.fna.gz,ssuis,319,46,12,103,100,38,137,110
GCF_000440715.fna.gz,ssuis,77,39,8,32,7,3,11,38
GCF_000440075.fna.gz,ssuis,329,16,81,136,98,106,133,110
GCF_000441435.fna.gz,ssuis,32,8,4,34,5,21,30,30
GCF_000440935.fna.gz,ssuis,13,1,21,1,1,21,6,12
GCF_000440115.fna.gz,ssuis,331,120,99,137,107,114,142,144
GCF_000441455.fna.gz,ssuis,321,31,95,130,101,110,132,141
GCF_000440735.fna.gz,ssuis,70,38,7,15,30,26,32,28
GCF_000440135.fna.gz,ssuis,953,91,81,129,74,34,314,140
GCF_000440155.fna.gz,ssuis,1,1,1,1,1,1,1,1
GCF_000440175.fna.gz,ssuis,332,121,98,103,74,39,141,64
GCF_000440515.fna.gz,ssuis,54,8,4,20,18,7,28,6
GCF_000440195.fna.gz,ssuis,872,91,100,138,99,37,133,77
GCF_000440215.fna.gz,ssuis,7,1,3,1,1,1,1,1
GCF_000440835.fna.gz,ssuis,81,22,26,21,20,21,4,1
GCF_000440255.fna.gz,ssuis,1,1,1,1,1,1,1,1
GCF_000390245.fna.gz,ssuis,664,15,12,4,42,6,16,68
GCF_000440755.fna.gz,ssuis,76,8,12,24,36,22,21,23
GCF_000440955.fna.gz,ssuis,306,90,18,107,11,77,16,30
GCF_000732355.fna.gz,ssuis,54,8,4,20,18,7,28,6
GCF_000440275.fna.gz,ssuis,53,8,5,20,18,7,28,6
GCF_000440535.fna.gz,ssuis,29,8,25,34,5,3,30,30
GCF_000440555.fna.gz,ssuis,-,264,127,302,202,220,,197
GCF_000441475.fna.gz,ssuis,334,122,101,54,108,38,143,145
GCF_000478745.fna.gz,ssuis,-,,,,,,,
GCF_000440315.fna.gz,ssuis,6,1,2,1,1,1,1,1
GCF_000876695.fna.gz,ssuis,1,1,1,1,1,1,1,1
GCF_000440295.fna.gz,ssuis,91,31,18,12,5,10,41,18
GCF_000440355.fna.gz,ssuis,481,161,124,177,143,136,174,195
GCF_000440395.fna.gz,ssuis,82,25,28,5,29,19,34,34
GCF_000441495.fna.gz,ssuis,305,16,92,122,96,37,131,135
GCF_000440435.fna.gz,ssuis,56,1,15,36,17,21,29,2
GCF_000440495.fna.gz,ssuis,35,31,25,34,5,4,31,30
GCF_000471985.fna.gz,ssuis,35,31,25,34,5,4,31,30
GCF_000440975.fna.gz,ssuis,17,8,1,12,5,10,1,1
GCF_000440615.fna.gz,ssuis,483,8,23,45,3,22,44,21
GCF_000494895.fna.gz,ssuis,19,1,4,12,24,10,1,8
GCF_000440995.fna.gz,ssuis,308,18,4,12,24,10,1,136
GCF_000440595.fna.gz,ssuis,25,9,25,34,5,3,30,30
GCF_000441015.fna.gz,ssuis,309,82,93,123,28,71,132,137
GCF_000440415.fna.gz,ssuis,55,25,10,41,15,23,15,37
GCF_000440455.fna.gz,ssuis,73,33,12,19,2,5,13,37
GCF_000441035.fna.gz,ssuis,327,119,44,134,105,69,76,143
GCF_000441095.fna.gz,ssuis,310,113,94,124,98,106,133,110
GCF_000441055.fna.gz,ssuis,28,2,25,34,5,3,31,30
