Scheme	Genome	total_length	number	mean_length	longest	shortest	N_count	Gaps	N50	N50n	N70	N70n	N90	N90n
pfluorescens	GCF_015074865.fna	6957239	1	6957239	6957239	6957239	0	0	6957239	1	6957239	1	6957239	1
pfluorescens	GCF_016009125.fna	6123686	169	36234.83	267208	607	139	5	60909	31	40967	56	20998	95
pfluorescens	GCF_016405335.fna	5974117	66	90516.92	756123	331	0	0	225689	9	131538	16	57935	29
pfluorescens	GCF_016405555.fna	6070436	68	89271.12	627072	535	0	0	186108	10	120885	17	58220	32
pfluorescens	GCF_016613035.fna	6446810	132	48839.47	337237	206	0	0	113604	18	70294	32	30944	58
pfluorescens	GCF_016613245.fna	6554856	99	66210.67	410551	204	0	0	167740	13	123394	22	40479	40
pfluorescens	GCF_016652795.fna	6446835	34	189612.79	1091545	316	0	0	589889	4	451430	6	175883	12
pfluorescens	GCF_016728065.fna	6134597	1	6134597	6134597	6134597	0	0	6134597	1	6134597	1	6134597	1
pfluorescens	GCF_016767275.fna	5984267	14	427447.64	661826	71178	50	5	519152	5	442761	8	234074	11
pfluorescens	GCF_016909315.fna	6068986	35	173399.6	798215	1250	0	0	380230	6	170966	11	127214	19
pfluorescens	GCF_017498465.fna	6498941	1	6498941	6498941	6498941	0	0	6498941	1	6498941	1	6498941	1
pfluorescens	GCF_017948385.fna	6790443	1	6790443	6790443	6790443	0	0	6790443	1	6790443	1	6790443	1
pfluorescens	GCF_018417655.fna	7331508	87	84270.21	437857	317	0	0	175806	14	117824	25	52989	42
pfluorescens	GCF_018476695.fna	6580366	62	106134.94	813146	307	0	0	261908	8	175025	14	53361	28
pfluorescens	GCF_018502625.fna	6481491	1	6481491	6481491	6481491	0	0	6481491	1	6481491	1	6481491	1
pfluorescens	GCF_018614635.fna	6103513	26	234750.5	803349	7828	236	5	401954	6	308882	9	132988	15
pfluorescens	GCF_018614655.fna	6114276	44	138960.82	605546	5860	352	11	340034	8	202063	12	71378	21
pfluorescens	GCF_018614715.fna	6074257	28	216937.75	669770	7828	58	2	319255	7	272908	11	132988	17
pfluorescens	GCF_018614755.fna	6102226	32	190694.56	803634	5530	102	3	422356	6	303471	9	112065	16
pfluorescens	GCF_018614775.fna	5581305	128	43603.95	177125	5169	719	30	65108	27	41875	49	20966	83
pfluorescens	GCF_018614785.fna	6107493	51	119754.76	496128	5598	1236	61	262387	9	134946	15	60385	28
pfluorescens	GCF_018614805.fna	5929846	89	66627.48	319239	5083	2463	95	114840	17	68750	30	39689	52
pfluorescens	GCF_018614835.fna	5798145	28	207076.61	803455	7828	86	2	349453	6	303013	10	125967	15
pfluorescens	GCF_018614855.fna	5576681	26	214487.73	669670	5380	176	4	323590	6	272908	10	132988	15
pfluorescens	GCF_018614885.fna	5807692	30	193589.73	803408	5474	275	7	401954	6	309284	9	112182	15
pfluorescens	GCF_018614925.fna	5972559	27	221205.89	666530	8079	98	4	402740	6	302156	10	132988	15
pfluorescens	GCF_019212185.fna	6342345	1	6342345	6342345	6342345	100	1	6342345	1	6342345	1	6342345	1
pfluorescens	GCF_900215245.fna	6511547	1	6511547	6511547	6511547	100	1	6511547	1	6511547	1	6511547	1
pfluorescens	GCF_900455465.fna	6380253	2	3190126.5	6361991	18262	0	0	6361991	1	6361991	1	6361991	1
pfluorescens	GCF_900455485.fna	6017774	2	3008887	5977868	39906	0	0	5977868	1	5977868	1	5977868	1
pfluorescens	GCF_900475215.fna	6515171	1	6515171	6515171	6515171	0	0	6515171	1	6515171	1	6515171	1
pfluorescens	GCF_900636635.fna	6866429	1	6866429	6866429	6866429	0	0	6866429	1	6866429	1	6866429	1
pfluorescens	GCF_900636825.fna	6033966	1	6033966	6033966	6033966	0	0	6033966	1	6033966	1	6033966	1
pfluorescens	GCF_902497595.fna	6349766	158	40188.39	305910	500	0	0	95868	20	54538	37	28105	68
pfluorescens	GCF_902497605.fna	6661278	220	30278.54	294399	500	1789	48	67433	31	47955	53	21026	93
pfluorescens	GCF_902497615.fna	7046735	96	73403.49	445957	893	20	1	176599	12	121570	21	55182	37
pfluorescens	GCF_902497625.fna	5853376	124	47204.65	276331	1115	244	5	103687	19	68013	33	33115	57
pfluorescens	GCF_902497635.fna	6162889	58	106256.71	673332	516	98	3	273197	8	202869	13	111742	20
pfluorescens	GCF_902497645.fna	5248910	164	32005.55	258495	506	402	4	74352	21	48651	38	19947	71
pfluorescens	GCF_902497655.fna	6598104	88	74978.45	690227	501	244	6	134233	13	88810	25	58378	43
pfluorescens	GCF_902497665.fna	6427408	105	61213.41	465416	638	0	0	107457	20	75364	34	34558	58
pfluorescens	GCF_902497675.fna	6777780	155	43727.61	259025	928	7753	253	91297	23	52874	42	20539	81
pfluorescens	GCF_902497685.fna	6097648	50	121952.96	650017	1073	77	2	474279	6	398688	8	145509	14
pfluorescens	GCF_902497695.fna	5503771	68	80937.81	1248040	689	122	4	220072	7	149846	13	69164	23
pfluorescens	GCF_902497705.fna	6324803	35	180708.66	790948	1238	0	0	348239	6	230984	10	153773	17
pfluorescens	GCF_902497715.fna	6788906	143	47474.87	337309	500	160	8	142083	16	100755	27	40989	46
pfluorescens	GCF_902497725.fna	6861507	172	39892.48	443987	503	60	3	129511	14	64874	29	25176	59
pfluorescens	GCF_902497735.fna	6078312	50	121566.24	771232	1110	40	2	331210	7	192883	11	99576	20
pfluorescens	GCF_902497745.fna	6816589	70	97379.84	601563	518	1670	42	254863	9	171608	15	106832	25
pfluorescens	GCF_902497755.fna	7025944	199	35306.25	303168	733	2320	60	71179	30	51162	53	24767	91
pfluorescens	GCF_902497775.fna	6021803	80	75272.54	377114	502	13857	163	153968	14	100968	24	43483	43
pfluorescens	GCF_902497785.fna	6641444	69	96252.81	583829	1020	117	5	282386	9	193509	15	101041	24
pfluorescens	GCF_902497795.fna	6850527	88	77846.9	476109	596	40	2	205020	10	108498	19	62057	35
pfluorescens	GCF_902497805.fna	6671824	117	57024.14	525762	551	2421	64	153110	13	87154	24	36124	48
pfluorescens	GCF_902497815.fna	5669670	515	11009.07	331602	501	3699	112	51600	28	29144	57	9085	122
pfluorescens	GCF_902497825.fna	7051069	106	66519.52	498332	651	180	9	208881	11	135629	19	67250	33
pfluorescens	GCF_902497835.fna	6520755	49	133076.63	1605381	1052	100	5	324330	5	186739	10	99529	18
pfluorescens	GCF_902497845.fna	6642968	114	58271.65	504051	1081	170	3	167536	14	99568	24	42699	43
pfluorescens	GCF_902497855.fna	7408731	80	92609.14	1061359	502	966	5	322509	8	213666	13	104594	24
pfluorescens	GCF_902497865.fna	6163106	50	123262.12	517817	822	348	11	307460	8	171796	13	83282	23
pfluorescens	GCF_902497875.fna	7219127	168	42970.99	322815	500	120	6	172440	15	100382	26	46136	45
pfluorescens	GCF_902497885.fna	6534016	94	69510.81	761334	520	100	5	358892	7	160584	14	83167	25
pfluorescens	GCF_902497895.fna	6340107	173	36648.02	238214	511	0	0	84560	26	48421	47	20188	85
pfluorescens	GCF_902497905.fna	7079388	146	48488.96	350731	545	160	8	179375	15	91268	26	32324	50
pfluorescens	GCF_902497915.fna	7214667	111	64997	703815	664	100	5	210850	10	122578	20	43070	37
pfluorescens	GCF_902497925.fna	6292867	76	82800.88	525879	548	20	1	197428	10	118709	19	74287	31
pfluorescens	GCF_902497935.fna	6640566	91	72973.25	545376	503	20	1	267805	9	182151	15	76530	26
pfluorescens	GCF_902497945.fna	6296691	71	88685.79	1082432	501	0	0	633088	4	499518	6	142052	11
pfluorescens	GCF_902497955.fna	6067054	88	68943.8	694567	500	200	2	383871	7	205902	10	61290	20
pfluorescens	GCF_902497965.fna	7098510	65	109207.85	780763	505	414	2	303982	7	253515	12	102664	21
pfluorescens	GCF_902497975.fna	6243141	72	86710.29	1035289	508	466	2	432613	5	310642	8	135986	14
pfluorescens	GCF_902497985.fna	5886019	74	79540.8	430793	658	60	3	227076	10	153609	16	76487	26
pfluorescens	GCF_902497995.fna	6465934	89	72650.94	421310	500	0	0	179378	12	145650	20	58169	33
pfluorescens	GCF_902498005.fna	6054456	69	87745.74	1022795	500	0	0	507480	4	305980	8	168020	13
pfluorescens	GCF_902498015.fna	6869354	83	82763.3	484174	500	569	2	317013	9	194587	15	74626	25
pfluorescens	GCF_902498025.fna	6871429	131	52453.66	413730	500	0	0	180438	14	126741	23	56771	38
pfluorescens	GCF_902498035.fna	7101195	111	63974.73	553294	502	837	3	255044	10	215468	16	99184	26
pfluorescens	GCF_902498045.fna	6512546	56	116295.46	997764	500	274	1	380934	5	335050	9	241715	13
pfluorescens	GCF_902498065.fna	6211017	36	172528.25	1949533	500	451	1	683745	3	389240	6	278785	9
pfluorescens	GCF_902498075.fna	6833382	66	103536.09	791399	518	57	1	286043	7	245226	12	93739	21
pfluorescens	GCF_902498085.fna	6410764	57	112469.54	1963669	503	0	0	632066	3	511862	5	249873	9
pfluorescens	GCF_902498095.fna	6376713	43	148295.65	1014824	502	441	2	719387	4	451804	7	313988	10
pfluorescens	GCF_902498105.fna	6869095	68	101016.1	781374	500	449	1	270642	7	194635	13	119753	22
pfluorescens	GCF_902498115.fna	5823752	37	157398.7	1270922	504	399	1	780758	3	600845	5	335542	8
pfluorescens	GCF_902498125.fna	6106923	49	124631.08	2164674	500	410	1	1053034	2	614109	4	269711	7
pfluorescens	GCF_902498135.fna	6812631	70	97323.3	581920	503	1533	2	298615	9	213438	14	105465	24
pfluorescens	GCF_902498145.fna	6153338	65	94666.74	879454	500	0	0	330398	6	279211	10	239323	14
pfluorescens	GCF_902498155.fna	6450032	37	174325.19	1022695	500	213	1	718304	4	602942	6	213055	10
pfluorescens	GCF_902498165.fna	5914562	62	95396.16	974965	500	0	0	569640	4	378636	7	257478	11
pfluorescens	GCF_902498175.fna	6013679	60	100227.98	1158367	500	514	1	432444	5	377043	8	265931	11
pfluorescens	GCF_902498185.fna	4854699	80	60683.74	830364	501	480	1	337076	5	218015	9	133004	14
pfluorescens	GCF_902498195.fna	6608123	36	183558.97	1193609	502	491	1	750154	4	476365	6	330976	9
pfluorescens	GCF_902498205.fna	7570449	67	112991.78	838654	503	318	2	341941	8	192344	15	103761	25
pfluorescens	GCF_902498215.fna	6683563	42	159132.45	1021711	501	420	1	508432	5	379055	8	332886	11
pfluorescens	GCF_902498225.fna	6543376	67	97662.33	978511	501	521	2	414619	6	339118	9	148111	14
pfluorescens	GCF_902498235.fna	6962445	56	124329.38	688128	551	0	0	331982	9	216517	14	91996	24
pfluorescens	GCF_902498245.fna	7454519	100	74545.19	448903	505	387	2	217490	12	123929	21	65670	36
pfluorescens	GCF_902498255.fna	6291618	72	87383.58	417959	502	1001	2	221972	11	185694	17	111995	26
pfluorescens	GCF_902498265.fna	6485274	35	185293.54	1040580	503	728	1	474009	5	360203	8	164626	12
pfluorescens	GCF_902498275.fna	6749079	57	118404.89	989021	502	448	2	549809	5	364063	8	228685	12
pfluorescens	GCF_903797685.fna	5826928	67	86969.07	694866	1235	700	7	218626	9	145830	15	52294	28
pgingivalis	GCF_000007585.fna	2343476	1	2343476	2343476	2343476	0	0	2343476	1	2343476	1	2343476	1
pgingivalis	GCF_000010505.fna	2354886	1	2354886	2354886	2354886	0	0	2354886	1	2354886	1	2354886	1
pgingivalis	GCF_000270225.fna	2339898	1	2339898	2339898	2339898	1	1	2339898	1	2339898	1	2339898	1
pgingivalis	GCF_000271945.fna	2242062	104	21558.29	176576	1596	2	2	33147	17	19850	34	9377	66
pgingivalis	GCF_000467795.fna	2334744	154	15160.68	168213	529	6500	65	32910	22	18692	41	7181	78
pgingivalis	GCF_000467815.fna	2249227	111	20263.31	104120	335	7200	72	41649	18	23611	32	11844	59
pgingivalis	GCF_000467835.fna	2282791	117	19511.03	340581	534	4400	44	40863	17	21160	33	10858	63
pgingivalis	GCF_000467955.fna	2246368	113	19879.36	172891	502	6100	61	37728	17	21189	33	11080	62
pgingivalis	GCF_000467975.fna	2306092	192	12010.9	193603	529	5100	51	23900	26	13712	53	5810	100
pgingivalis	GCF_000467995.fna	2216597	114	19443.83	254371	534	4000	40	37287	14	20860	29	9427	61
pgingivalis	GCF_000503975.fna	2329548	117	19910.67	105588	1040	698	23	37197	21	24675	36	12398	61
pgingivalis	GCF_000739415.fna	2441780	1	2441780	2441780	2441780	100	1	2441780	1	2441780	1	2441780	1
pgingivalis	GCF_001263815.fna	2367029	1	2367029	2367029	2367029	0	0	2367029	1	2367029	1	2367029	1
pgingivalis	GCF_001274615.fna	2372492	1	2372492	2372492	2372492	0	0	2372492	1	2372492	1	2372492	1
pgingivalis	GCF_001297745.fna	2229994	112	19910.66	111981	181	2022	61	55724	16	43277	25	19979	38
pgingivalis	GCF_001314265.fna	2378872	1	2378872	2378872	2378872	0	0	2378872	1	2378872	1	2378872	1
pgingivalis	GCF_001444325.fna	2249024	1	2249024	2249024	2249024	0	0	2249024	1	2249024	1	2249024	1
pgingivalis	GCF_001553795.fna	2373453	92	25798.4	191060	623	0	0	57689	15	28157	27	15166	49
pgingivalis	GCF_002204455.fna	2394377	44	54417.66	452895	533	16821	35	140918	4	113540	8	68379	13
pgingivalis	GCF_002206065.fna	2275493	194	11729.35	70557	520	0	0	20260	36	13178	63	6330	111
pgingivalis	GCF_002206085.fna	2249706	147	15304.12	87084	524	20	2	28023	27	18073	47	7560	86
pgingivalis	GCF_002206105.fna	2298088	156	14731.33	87201	501	247	2	32898	22	17227	42	8773	79
pgingivalis	GCF_002208045.fna	2264936	146	15513.26	109675	569	254	2	27235	26	15665	49	8432	87
pgingivalis	GCF_002529125.fna	2367137	119	19891.91	217206	202	0	0	74548	11	46309	19	16003	37
pgingivalis	GCF_002529145.fna	2334097	132	17682.55	163986	221	0	0	56032	14	29670	27	15350	48
pgingivalis	GCF_002529155.fna	2377665	115	20675.35	293379	243	0	0	59779	13	31429	24	13991	45
pgingivalis	GCF_002529185.fna	2314500	123	18817.07	142966	249	0	0	43452	18	29649	30	13184	53
pgingivalis	GCF_002529205.fna	2307097	149	15483.87	268734	203	0	0	76761	9	45866	17	16899	34
pgingivalis	GCF_002529215.fna	2478925	484	5121.75	64177	204	0	0	23002	32	13936	60	4690	116
pgingivalis	GCF_002529235.fna	2218119	122	18181.3	138577	201	0	0	54758	16	30233	27	16329	46
pgingivalis	GCF_002529285.fna	2319756	103	22521.9	88892	205	0	0	51669	18	36538	28	17688	46
pgingivalis	GCF_002529345.fna	2314846	162	14289.17	232642	204	0	0	45969	15	26594	28	9537	55
pgingivalis	GCF_002529355.fna	2402406	196	12257.17	104183	215	0	0	36927	21	22401	38	7246	69
pgingivalis	GCF_002529365.fna	2293608	149	15393.34	182750	202	0	0	59368	11	38700	20	15939	41
pgingivalis	GCF_002529375.fna	2250271	95	23687.06	228015	205	0	0	95628	7	72974	13	27921	24
pgingivalis	GCF_002529425.fna	2333958	116	20120.33	168450	219	0	0	48508	13	27316	26	14014	50
pgingivalis	GCF_002753935.fna	2359159	1	2359159	2359159	2359159	0	0	2359159	1	2359159	1	2359159	1
pgingivalis	GCF_002753955.fna	2469365	1	2469365	2469365	2469365	0	0	2469365	1	2469365	1	2469365	1
pgingivalis	GCF_002753975.fna	2478317	1	2478317	2478317	2478317	0	0	2478317	1	2478317	1	2478317	1
pgingivalis	GCF_002754015.fna	2374087	1	2374087	2374087	2374087	0	0	2374087	1	2374087	1	2374087	1
pgingivalis	GCF_002754035.fna	2353912	1	2353912	2353912	2353912	0	0	2353912	1	2353912	1	2353912	1
pgingivalis	GCF_002754055.fna	2463791	1	2463791	2463791	2463791	0	0	2463791	1	2463791	1	2463791	1
pgingivalis	GCF_002754075.fna	2482917	1	2482917	2482917	2482917	0	0	2482917	1	2482917	1	2482917	1
pgingivalis	GCF_002754095.fna	2353520	1	2353520	2353520	2353520	0	0	2353520	1	2353520	1	2353520	1
pgingivalis	GCF_002754115.fna	2476166	1	2476166	2476166	2476166	0	0	2476166	1	2476166	1	2476166	1
pgingivalis	GCF_002754135.fna	2410673	1	2410673	2410673	2410673	0	0	2410673	1	2410673	1	2410673	1
pgingivalis	GCF_002754155.fna	2254720	1	2254720	2254720	2254720	0	0	2254720	1	2254720	1	2254720	1
pgingivalis	GCF_002892555.fna	2334880	1	2334880	2334880	2334880	0	0	2334880	1	2334880	1	2334880	1
pgingivalis	GCF_002892575.fna	2379874	1	2379874	2379874	2379874	0	0	2379874	1	2379874	1	2379874	1
pgingivalis	GCF_002892595.fna	2343999	1	2343999	2343999	2343999	0	0	2343999	1	2343999	1	2343999	1
pgingivalis	GCF_003862255.fna	2325530	127	18311.26	193544	306	0	0	44243	16	32464	28	14185	50
pgingivalis	GCF_004214925.fna	2311066	165	14006.46	116860	204	0	0	39176	18	23608	33	11925	62
pgingivalis	GCF_004214945.fna	2251246	118	19078.36	146555	218	0	0	37600	17	26482	32	14690	54
pgingivalis	GCF_018141745.fna	2411481	1	2411481	2411481	2411481	0	0	2411481	1	2411481	1	2411481	1
pgingivalis	GCF_018141765.fna	2411440	1	2411440	2411440	2411440	0	0	2411440	1	2411440	1	2411440	1
pgingivalis	GCF_018141805.fna	2375739	1	2375739	2375739	2375739	0	0	2375739	1	2375739	1	2375739	1
pgingivalis	GCF_900157215.fna	2312663	72	32120.32	187702	1012	1673	39	59758	12	34690	22	16731	40
pgingivalis	GCF_900157225.fna	2248982	72	31235.86	158523	1018	5974	33	58572	13	35315	22	16311	42
pgingivalis	GCF_900157235.fna	2257351	53	42591.53	162753	1023	4621	31	62616	12	49680	20	24941	32
pgingivalis	GCF_900157245.fna	2252483	68	33124.75	196362	1144	1938	49	58437	11	39052	20	16866	37
pgingivalis	GCF_900157255.fna	2424225	77	31483.44	205469	1144	9282	76	57274	14	40494	24	16199	41
pgingivalis	GCF_900157265.fna	2222676	22	101030.73	351857	4478	938	25	170621	5	110676	8	69886	13
pgingivalis	GCF_900157275.fna	2325183	50	46503.66	209711	1210	4070	35	87888	9	69416	15	25738	26
pgingivalis	GCF_900157285.fna	2341110	68	34428.09	189558	1026	3177	38	66554	14	47592	22	21316	37
pgingivalis	GCF_900157295.fna	2304118	89	25888.97	204380	1063	5104	53	41804	15	27838	28	13993	51
pgingivalis	GCF_900157325.fna	2343280	56	41844.29	334328	1062	0	0	88521	8	52677	15	23435	29
pgingivalis	GCF_900157345.fna	2290524	88	26028.68	102951	1190	1285	38	42185	19	29104	32	13929	54
plarvae	GCF_000153605.fna	4033192	362	11141.41	137518	246	50966	712	23516	47	12928	94	6062	184
plarvae	GCF_000187665.fna	4352378	353	12329.68	331668	50	3	3	56120	22	26563	44	6135	104
plarvae	GCF_000511115.fna	4579589	8	572448.62	3663994	8080	0	0	3663994	1	3663994	1	711602	2
plarvae	GCF_000511405.fna	4056006	2	2028003	4046337	9669	0	0	4046337	1	4046337	1	4046337	1
plarvae	GCF_000988145.fna	4185110	139	30108.71	213634	504	0	0	75413	20	51332	33	17755	59
plarvae	GCF_002003265.fna	4289950	1	4289950	4289950	4289950	0	0	4289950	1	4289950	1	4289950	1
plarvae	GCF_002007765.fna	4520703	3	1506901	4411148	48697	0	0	4411148	1	4411148	1	4411148	1
plarvae	GCF_002043025.fna	4444206	3	1481402	4333246	50105	0	0	4333246	1	4333246	1	4333246	1
plarvae	GCF_002082155.fna	4794868	2	2397434	4666454	128414	0	0	4666454	1	4666454	1	4666454	1
plarvae	GCF_002951875.fna	4288947	1	4288947	4288947	4288947	0	0	4288947	1	4288947	1	4288947	1
plarvae	GCF_002951895.fna	4054587	3	1351529	4023351	9669	0	0	4023351	1	4023351	1	4023351	1
plarvae	GCF_002951915.fna	4701977	4	1175494.25	4489122	48714	0	0	4489122	1	4489122	1	4489122	1
plarvae	GCF_002951935.fna	4378174	3	1459391.33	4268596	48713	0	0	4268596	1	4268596	1	4268596	1
plarvae	GCF_011220525.fna	4755254	3	1585084.67	4672437	36703	0	0	4672437	1	4672437	1	4672437	1
plarvae	GCF_015912845.fna	4556534	256	17798.96	239999	500	434	14	42724	29	25587	55	7795	115
pmultocida#1	GCF_000006825.fna	2257487	1	2257487	2257487	2257487	0	0	2257487	1	2257487	1	2257487	1
pmultocida#1	GCF_000234745.fna	2349518	1	2349518	2349518	2349518	0	0	2349518	1	2349518	1	2349518	1
pmultocida#1	GCF_000255915.fna	2407578	2	1203789	2402218	5360	0	0	2402218	1	2402218	1	2402218	1
pmultocida#1	GCF_000259545.fna	2378127	1	2378127	2378127	2378127	6	6	2378127	1	2378127	1	2378127	1
pmultocida#1	GCF_000296345.fna	2280332	78	29235.03	319560	710	2	2	65447	10	41930	18	14716	38
pmultocida#1	GCF_000298655.fna	2266799	1	2266799	2266799	2266799	2400	24	2266799	1	2266799	1	2266799	1
pmultocida#1	GCF_000298675.fna	2307912	1	2307912	2307912	2307912	3900	39	2307912	1	2307912	1	2307912	1
pmultocida#1	GCF_000409915.fna	2210576	265	8341.8	64511	225	0	0	16026	46	10342	81	4199	144
pmultocida#1	GCF_000412015.fna	2441686	269	9076.9	87281	235	0	0	21401	35	13962	63	5515	116
pmultocida#1	GCF_000412035.fna	2210534	261	8469.48	58679	244	0	0	15687	49	9790	85	4401	148
pmultocida#1	GCF_000412075.fna	2245203	21	106914.43	578571	393	0	0	311791	3	186695	5	95379	8
pmultocida#1	GCF_000412105.fna	2195634	243	9035.53	66777	224	0	0	17182	43	12839	73	5607	124
pmultocida#1	GCF_000412125.fna	2274086	350	6497.39	46407	229	0	0	12488	56	7591	102	3388	186
pmultocida#1	GCF_000413135.fna	2699012	1	2699012	2699012	2699012	189984	5	2699012	1	2699012	1	2699012	1
pmultocida#1	GCF_000469095.fna	2203419	8	275427.38	651974	56384	0	0	536136	2	248146	4	125836	6
pmultocida#1	GCF_000478235.fna	2195908	317	6927.15	45703	224	0	0	14178	50	8377	90	3513	167
pmultocida#1	GCF_000512395.fna	2307684	1	2307684	2307684	2307684	0	0	2307684	1	2307684	1	2307684	1
pmultocida#1	GCF_000731735.fna	2303803	33	69812.21	595188	289	2915	22	290912	3	164321	5	70133	9
pmultocida#1	GCF_000731745.fna	2301910	31	74255.16	594991	285	1504	10	290724	3	164085	5	70129	9
pmultocida#1	GCF_000754275.fna	2271840	1	2271840	2271840	2271840	0	0	2271840	1	2271840	1	2271840	1
pmultocida#1	GCF_000973525.fna	2079121	1	2079121	2079121	2079121	0	0	2079121	1	2079121	1	2079121	1
pmultocida#1	GCF_000973565.fna	2271688	1	2271688	2271688	2271688	0	0	2271688	1	2271688	1	2271688	1
pmultocida#1	GCF_001027665.fna	2351970	38	61893.95	647631	207	0	0	289467	3	163780	5	69955	9
pmultocida#1	GCF_001027685.fna	2348747	27	86990.63	647631	245	0	0	289395	3	163780	5	69955	9
pmultocida#1	GCF_001027695.fna	2409984	35	68856.69	635052	218	0	0	289440	3	113630	6	67593	11
pmultocida#1	GCF_001027735.fna	2349312	32	73416	647631	214	0	0	289467	3	163780	5	67591	10
pmultocida#1	GCF_001027755.fna	2299006	29	79276.07	594579	245	0	0	289958	3	163750	5	69956	9
pmultocida#1	GCF_001027805.fna	2350200	32	73443.75	647631	223	0	0	289467	3	163780	5	69955	9
pmultocida#1	GCF_001027815.fna	2298105	28	82075.18	594578	245	0	0	289367	3	163750	5	69955	9
pmultocida#1	GCF_001027825.fna	2298035	28	82072.68	594574	245	0	0	290056	3	163750	5	69955	9
pmultocida#1	GCF_001028205.fna	2358272	52	45351.38	374481	207	717	12	265074	4	111098	7	67178	12
pmultocida#1	GCF_001028225.fna	2352815	44	53473.07	373941	216	1566	30	265021	4	111078	7	67291	12
pmultocida#1	GCF_001028245.fna	2368837	71	33363.9	647631	207	0	0	289467	3	163780	5	69955	9
pmultocida#1	GCF_001029495.fna	2363418	37	63876.16	589995	239	0	0	289440	3	111128	6	67893	11
pmultocida#1	GCF_001064415.fna	2171374	30	72379.13	240719	530	0	0	130121	6	93275	10	51975	17
pmultocida#1	GCF_001510775.fna	2276171	23	98963.96	622680	390	0	0	202696	3	147457	6	81673	10
pmultocida#1	GCF_001578435.fna	2315138	1	2315138	2315138	2315138	0	0	2315138	1	2315138	1	2315138	1
pmultocida#1	GCF_001661585.fna	2213604	46	48121.83	255515	222	0	0	139314	7	94726	11	35427	17
pmultocida#1	GCF_001662525.fna	2260137	17	132949.24	599255	338	0	0	574759	2	193910	4	89268	7
pmultocida#1	GCF_001663095.fna	2416068	1	2416068	2416068	2416068	0	0	2416068	1	2416068	1	2416068	1
pmultocida#1	GCF_001670425.fna	2283230	16	142701.88	599316	328	9959	9	358440	3	193868	4	89312	7
pmultocida#1	GCF_001670435.fna	2270827	18	126157.06	635078	246	297	1	525362	2	202331	4	89185	7
pmultocida#1	GCF_001670445.fna	2283138	15	152209.2	599316	382	9736	9	358440	3	194279	4	89312	7
pmultocida#1	GCF_001670455.fna	2216788	15	147785.87	599487	382	259	1	530189	2	194519	4	89312	7
pmultocida#1	GCF_001670525.fna	2267908	15	151193.87	632572	351	533	1	532880	2	465869	3	152522	6
pmultocida#1	GCF_001670535.fna	2317801	15	154520.07	663937	246	259	1	538421	2	470413	3	161883	6
pmultocida#1	GCF_001670545.fna	2318103	23	100787.09	630802	251	1400	2	567551	2	192000	4	106215	7
pmultocida#1	GCF_001670555.fna	2386155	39	61183.46	447339	237	370	2	183508	4	114280	8	76596	13
pmultocida#1	GCF_001670775.fna	2309411	16	144338.19	622850	392	269	1	615725	2	190552	4	89135	7
pmultocida#1	GCF_001721885.fna	2415558	1	2415558	2415558	2415558	0	0	2415558	1	2415558	1	2415558	1
pmultocida#1	GCF_001857595.fna	2446354	48	50965.71	414981	201	0	0	207675	4	163992	7	70030	11
pmultocida#1	GCF_001874105.fna	2439814	82	29753.83	277789	220	0	0	70838	10	43155	19	15178	38
pmultocida#1	GCF_001874445.fna	2360663	1	2360663	2360663	2360663	0	0	2360663	1	2360663	1	2360663	1
pmultocida#1	GCF_001929465.fna	2281890	32	71309.06	509182	1070	465	2	174687	4	115065	7	45046	14
pmultocida#1	GCF_001929525.fna	2281388	34	67099.65	500000	1070	715	3	174687	4	73403	8	45048	15
pmultocida#1	GCF_001929565.fna	2387582	38	62831.11	500013	1070	690	2	140895	5	85749	9	41696	18
pmultocida#1	GCF_001929595.fna	2294932	32	71716.62	499985	1070	692	2	174685	4	116974	7	44727	13
pmultocida#1	GCF_001929655.fna	2295035	32	71719.84	499999	1070	698	2	167276	5	116299	8	46548	14
pmultocida#1	GCF_001929705.fna	2294290	31	74009.35	526146	1070	690	2	240662	3	116265	7	44727	13
pmultocida#1	GCF_001929765.fna	2292485	30	76416.17	499983	1070	470	2	174685	4	114338	7	46548	13
pmultocida#1	GCF_001929785.fna	2300607	25	92024.28	526026	1070	688	2	202106	4	141189	6	46548	12
pmultocida#1	GCF_001929855.fna	2302635	30	76754.5	526034	1070	684	2	174685	4	116336	7	46548	13
pmultocida#1	GCF_001929905.fna	2300061	27	85187.44	373850	1070	687	2	174829	5	141244	8	46583	14
pmultocida#1	GCF_001929985.fna	2293450	29	79084.48	509186	1070	690	2	174685	4	115239	7	46548	13
pmultocida#1	GCF_001930065.fna	2381947	45	52932.16	321032	1070	690	2	133706	6	86763	10	41696	18
pmultocida#1	GCF_001930115.fna	2293007	29	79069.21	509186	1070	455	2	200161	4	141062	6	46548	12
pmultocida#1	GCF_001930285.fna	2301059	26	88502.27	509367	1070	706	3	202034	4	141089	6	46548	12
pmultocida#1	GCF_001930305.fna	2294214	30	76473.8	500017	1070	690	2	174685	4	116175	7	46548	13
pmultocida#1	GCF_001930385.fna	2387582	38	62831.11	500013	1070	690	2	140895	5	85749	9	41696	18
pmultocida#1	GCF_001930405.fna	2299897	29	79306.79	525920	1070	691	2	193867	4	89231	7	44727	14
pmultocida#1	GCF_001930445.fna	2293506	32	71672.06	509192	1070	470	2	174688	4	89231	8	45047	15
