Genome,Scheme,ST,aroA,cpn60,dpr,gki,mutS,recA,thrA,clonal_complex
GCF_900011545.fna.gz,ssuis,1,1,1,1,1,1,1,1,
GCF_900011555.fna.gz,ssuis,20,1,1,5,12,1,10,1,
GCF_900011765.fna.gz,ssuis,1,1,1,1,1,1,1,1,
GCF_900011775.fna.gz,ssuis,1,1,1,1,1,1,1,1,
GCF_900012315.fna.gz,ssuis,16,5,17,5,12,1,10,4,
GCF_900012395.fna.gz,ssuis,220,48,33,30,66,33,55,27,
GCF_900012665.fna.gz,ssuis,1,1,1,1,1,1,1,1,
GCF_900013145.fna.gz,ssuis,1,1,1,1,1,1,1,1,
GCF_900013295.fna.gz,ssuis,1,1,1,1,1,1,1,1,
GCF_900013305.fna.gz,ssuis,1,1,1,1,1,1,1,1,
GCF_900013315.fna.gz,ssuis,16,5,17,5,12,1,10,4,
GCF_900013565.fna.gz,ssuis,20,1,1,5,12,1,10,1,
GCF_900013575.fna.gz,ssuis,149,1,12,1,69,6,21,21,
GCF_900014835.fna.gz,ssuis,153,18,1,5,60,1,10,50,
GCF_900015085.fna.gz,ssuis,13,1,12,1,1,6,21,21,
GCF_900048825.fna.gz,ssuis,28,2,30,5,34,31,3,25,
GCF_900048835.fna.gz,ssuis,858,38,75,45,15,84,26,149,
GCF_900048845.fna.gz,ssuis,28,2,30,5,34,31,3,25,
GCF_900049115.fna.gz,ssuis,1,1,1,1,1,1,1,1,
GCF_900049125.fna.gz,ssuis,1,1,1,1,1,1,1,1,
GCF_900049135.fna.gz,ssuis,1,1,1,1,1,1,1,1,
GCF_900049145.fna.gz,ssuis,1,1,1,1,1,1,1,1,
GCF_900049155.fna.gz,ssuis,1,1,1,1,1,1,1,1,
GCF_900049165.fna.gz,ssuis,1,1,1,1,1,1,1,1,
GCF_900049175.fna.gz,ssuis,1,1,1,1,1,1,1,1,
GCF_900049185.fna.gz,ssuis,1,1,1,1,1,1,1,1,
GCF_900049345.fna.gz,ssuis,878,15,68,9,12,305,30,11,
GCF_900049355.fna.gz,ssuis,1,1,1,1,1,1,1,1,
GCF_900049365.fna.gz,ssuis,1,1,1,1,1,1,1,1,
GCF_900049625.fna.gz,ssuis,896,255,152,112,286,309,58,178,
GCF_900049635.fna.gz,ssuis,1,1,1,1,1,1,1,1,
GCF_900049645.fna.gz,ssuis,873,1,1,1,293,1,1,1,
GCF_900049655.fna.gz,ssuis,1,1,1,1,1,1,1,1,
GCF_900049665.fna.gz,ssuis,1,1,1,1,1,1,1,1,
GCF_900049675.fna.gz,ssuis,1,1,1,1,1,1,1,1,
GCF_900049685.fna.gz,ssuis,1,1,1,1,1,1,1,1,
GCF_900049945.fna.gz,ssuis,28,2,30,5,34,31,3,25,
GCF_900049955.fna.gz,ssuis,883,37,344,230,66,75,20,204,
GCF_900049965.fna.gz,ssuis,27,31,30,5,34,31,3,25,
GCF_900049975.fna.gz,ssuis,1,1,1,1,1,1,1,1,
GCF_900049985.fna.gz,ssuis,23,26,8,24,12,1,10,4,
GCF_900049995.fna.gz,ssuis,1,1,1,1,1,1,1,1,
GCF_900050005.fna.gz,ssuis,1,1,1,1,1,1,1,1,
GCF_900050015.fna.gz,ssuis,1,1,1,1,1,1,1,1,
GCF_900050025.fna.gz,ssuis,1,1,1,1,1,1,1,1,
GCF_900050035.fna.gz,ssuis,1,1,1,1,1,1,1,1,
GCF_900050045.fna.gz,ssuis,1,1,1,1,1,1,1,1,
GCF_900050055.fna.gz,ssuis,1,1,1,1,1,1,1,1,
GCF_900050065.fna.gz,ssuis,1,1,1,1,1,1,1,1,
GCF_900050395.fna.gz,ssuis,908,38,340,237,298,84,26,9,
GCF_900050405.fna.gz,ssuis,1,1,1,1,1,1,1,1,
GCF_900050415.fna.gz,ssuis,1,1,1,1,1,1,1,1,
GCF_900050425.fna.gz,ssuis,1,1,1,1,1,1,1,1,
GCF_900050435.fna.gz,ssuis,1,1,1,1,1,1,1,1,
GCF_900050445.fna.gz,ssuis,1,1,1,1,1,1,1,1,
GCF_900050455.fna.gz,ssuis,1,1,1,1,1,1,1,1,
GCF_900050785.fna.gz,ssuis,1,1,1,1,1,1,1,1,
GCF_900050795.fna.gz,ssuis,28,2,30,5,34,31,3,25,
GCF_900050805.fna.gz,ssuis,881,114,342,58,188,25,219,8,
GCF_900050815.fna.gz,ssuis,902,49,10,8,298,76,32,170,
GCF_900050825.fna.gz,ssuis,1,1,1,1,1,1,1,1,
GCF_900050835.fna.gz,ssuis,912,259,337,30,128,312,7,44,
GCF_900050845.fna.gz,ssuis,1,1,1,1,1,1,1,1,
GCF_900050855.fna.gz,ssuis,28,2,30,5,34,31,3,25,
GCF_900050865.fna.gz,ssuis,1,1,1,1,1,1,1,1,
GCF_900050875.fna.gz,ssuis,105,1,1,1,52,1,1,1,
GCF_900050885.fna.gz,ssuis,1,1,1,1,1,1,1,1,
GCF_900050895.fna.gz,ssuis,1,1,1,1,1,1,1,1,
GCF_900050905.fna.gz,ssuis,1,1,1,1,1,1,1,1,
GCF_900051255.fna.gz,ssuis,29,8,30,5,34,30,3,25,
GCF_900051265.fna.gz,ssuis,1,1,1,1,1,1,1,1,
GCF_900051275.fna.gz,ssuis,87,18,8,24,12,1,10,4,
GCF_900051285.fna.gz,ssuis,1,1,1,1,1,1,1,1,
GCF_900051565.fna.gz,ssuis,895,21,25,221,14,8,21,27,
GCF_900051575.fna.gz,ssuis,28,2,30,5,34,31,3,25,
GCF_900051585.fna.gz,ssuis,25,9,30,5,34,30,3,25,
GCF_900051595.fna.gz,ssuis,1,1,1,1,1,1,1,1,
GCF_900051935.fna.gz,ssuis,873,1,1,1,293,1,1,1,
GCF_900051945.fna.gz,ssuis,908,38,340,237,298,84,26,9,
GCF_900051955.fna.gz,ssuis,1,1,1,1,1,1,1,1,
GCF_900051965.fna.gz,ssuis,1,1,1,1,1,1,1,1,
GCF_900051975.fna.gz,ssuis,1,1,1,1,1,1,1,1,
GCF_900051985.fna.gz,ssuis,1,1,1,1,1,1,1,1,
GCF_900051995.fna.gz,ssuis,1,1,1,1,1,1,1,1,
GCF_900052005.fna.gz,ssuis,1,1,1,1,1,1,1,1,
GCF_900052225.fna.gz,ssuis,31,30,30,5,34,31,3,25,
GCF_900052235.fna.gz,ssuis,871,25,68,9,4,7,30,12,
GCF_900052245.fna.gz,ssuis,1,1,1,1,1,1,1,1,
GCF_900052515.fna.gz,ssuis,28,2,30,5,34,31,3,25,
GCF_900052525.fna.gz,ssuis,892,15,11,236,7,16,77,8,
GCF_900052535.fna.gz,ssuis,790,23,25,5,128,14,46,106,
GCF_900052825.fna.gz,ssuis,87,18,8,24,12,1,10,4,
GCF_900052835.fna.gz,ssuis,1,1,1,1,1,1,1,1,
GCF_900052845.fna.gz,ssuis,1,1,1,1,1,1,1,1,
GCF_900052855.fna.gz,ssuis,1,1,1,1,1,1,1,1,
GCF_900052865.fna.gz,ssuis,1,1,1,1,1,1,1,1,
GCF_900053125.fna.gz,ssuis,901,188,343,229,103,301,58,202,
GCF_900053135.fna.gz,ssuis,863,37,34,29,5,8,19,28,
GCF_900053145.fna.gz,ssuis,1,1,1,1,1,1,1,1,
GCF_900053155.fna.gz,ssuis,28,2,30,5,34,31,3,25,
GCF_900053165.fna.gz,ssuis,916,254,88,22,298,16,21,157,
GCF_900053175.fna.gz,ssuis,1,1,1,1,1,1,1,1,
GCF_900053185.fna.gz,ssuis,1,1,1,1,1,1,1,1,
GCF_900053195.fna.gz,ssuis,1,1,1,1,1,1,1,1,
GCF_900053205.fna.gz,ssuis,1,1,1,1,1,1,1,1,
GCF_900053215.fna.gz,ssuis,1,1,1,1,1,1,1,1,
GCF_900053225.fna.gz,ssuis,1,1,1,1,1,1,1,1,
GCF_900053235.fna.gz,ssuis,1,1,1,1,1,1,1,1,
GCF_900053595.fna.gz,ssuis,882,35,36,27,9,308,28,29,
GCF_900053605.fna.gz,ssuis,1,1,1,1,1,1,1,1,
GCF_900053615.fna.gz,ssuis,1,1,1,1,1,1,1,1,
GCF_900053625.fna.gz,ssuis,1,1,1,1,1,1,1,1,
GCF_900053635.fna.gz,ssuis,1,1,1,1,1,1,1,1,
GCF_900053795.fna.gz,ssuis,1,1,1,1,1,1,1,1,
GCF_900053805.fna.gz,ssuis,1,1,1,1,1,1,1,1,
GCF_900054105.fna.gz,ssuis,1,1,1,1,1,1,1,1,
GCF_900054115.fna.gz,ssuis,1,1,1,1,1,1,1,1,
GCF_900054125.fna.gz,ssuis,1,1,1,1,1,1,1,1,
GCF_900054285.fna.gz,ssuis,873,1,1,1,293,1,1,1,
GCF_900054295.fna.gz,ssuis,1,1,1,1,1,1,1,1,
GCF_900054305.fna.gz,ssuis,1,1,1,1,1,1,1,1,
GCF_900054315.fna.gz,ssuis,1,1,1,1,1,1,1,1,
GCF_900054325.fna.gz,ssuis,1,1,1,1,1,1,1,1,
GCF_900054335.fna.gz,ssuis,144,1,30,1,1,1,1,1,
GCF_900054345.fna.gz,ssuis,1,1,1,1,1,1,1,1,
GCF_900054355.fna.gz,ssuis,1,1,1,1,1,1,1,1,
GCF_900054365.fna.gz,ssuis,1,1,1,1,1,1,1,1,
GCF_900054535.fna.gz,ssuis,1,1,1,1,1,1,1,1,
GCF_900054545.fna.gz,ssuis,891,1,1,1,299,1,1,1,
GCF_900054555.fna.gz,ssuis,873,1,1,1,293,1,1,1,
GCF_900054565.fna.gz,ssuis,1,1,1,1,1,1,1,1,
GCF_900054575.fna.gz,ssuis,1,1,1,1,1,1,1,1,
GCF_900054585.fna.gz,ssuis,1,1,1,1,1,1,1,1,
GCF_900054595.fna.gz,ssuis,1,1,1,1,1,1,1,1,
GCF_900054605.fna.gz,ssuis,1,1,1,1,1,1,1,1,
GCF_900054815.fna.gz,ssuis,1,1,1,1,1,1,1,1,
GCF_900054825.fna.gz,ssuis,910,157,346,224,300,117,38,206,
GCF_900054835.fna.gz,ssuis,1,1,1,1,1,1,1,1,
GCF_900054845.fna.gz,ssuis,1,1,1,1,1,1,1,1,
GCF_900054855.fna.gz,ssuis,1,1,1,1,1,1,1,1,
GCF_900054865.fna.gz,ssuis,1,1,1,1,1,1,1,1,
GCF_900054875.fna.gz,ssuis,1,1,1,1,1,1,1,1,
GCF_900055105.fna.gz,ssuis,899,49,344,30,288,84,6,56,
GCF_900055115.fna.gz,ssuis,27,31,30,5,34,31,3,25,
GCF_900055125.fna.gz,ssuis,27,31,30,5,34,31,3,25,
GCF_900055135.fna.gz,ssuis,1,1,1,1,1,1,1,1,
GCF_900055145.fna.gz,ssuis,1,1,1,1,1,1,1,1,
GCF_900055155.fna.gz,ssuis,1,1,1,1,1,1,1,1,
GCF_900055485.fna.gz,ssuis,864,23,39,52,4,14,33,18,
GCF_900055495.fna.gz,ssuis,898,49,344,234,61,300,26,125,
GCF_900055505.fna.gz,ssuis,1,1,1,1,1,1,1,1,
GCF_900055515.fna.gz,ssuis,1,1,1,1,1,1,1,1,
GCF_900055525.fna.gz,ssuis,1,1,1,1,1,1,1,1,
GCF_900055535.fna.gz,ssuis,1,1,1,1,1,1,1,1,
GCF_900055855.fna.gz,ssuis,new_alleles,18,8,24,12,~1,10,4,
GCF_900055865.fna.gz,ssuis,915,260,338,193,292,25,39,207,
GCF_900055875.fna.gz,ssuis,1,1,1,1,1,1,1,1,
GCF_900055885.fna.gz,ssuis,1,1,1,1,1,1,1,1,
GCF_900055895.fna.gz,ssuis,1,1,1,1,1,1,1,1,
GCF_900055905.fna.gz,ssuis,1,1,1,1,1,1,1,1,
GCF_900056165.fna.gz,ssuis,880,157,341,228,11,307,36,178,
GCF_900056175.fna.gz,ssuis,28,2,30,5,34,31,3,25,
GCF_900056485.fna.gz,ssuis,903,49,335,20,294,84,26,8,
GCF_900056495.fna.gz,ssuis,87,18,8,24,12,1,10,4,
GCF_900056505.fna.gz,ssuis,904,31,345,222,212,9,10,8,
GCF_900056515.fna.gz,ssuis,875,202,6,18,39,52,216,12,
GCF_900056525.fna.gz,ssuis,877,15,11,9,7,305,30,12,
GCF_900056535.fna.gz,ssuis,1,1,1,1,1,1,1,1,
GCF_900056545.fna.gz,ssuis,1,1,1,1,1,1,1,1,
GCF_900056555.fna.gz,ssuis,1,1,1,1,1,1,1,1,
GCF_900056565.fna.gz,ssuis,914,25,344,27,291,308,69,29,
GCF_900056575.fna.gz,ssuis,1,1,1,1,1,1,1,1,
GCF_900056585.fna.gz,ssuis,1,1,1,1,1,1,1,1,
GCF_900056595.fna.gz,ssuis,1,1,1,1,1,1,1,1,
GCF_900056605.fna.gz,ssuis,1,1,1,1,1,1,1,1,
GCF_900056615.fna.gz,ssuis,1,1,1,1,1,1,1,1,
GCF_900056625.fna.gz,ssuis,1,1,1,1,1,1,1,1,
GCF_900056825.fna.gz,ssuis,856,8,30,5,34,31,3,25,
GCF_900056835.fna.gz,ssuis,897,13,77,233,287,117,38,205,
GCF_900056845.fna.gz,ssuis,87,18,8,24,12,1,10,4,
GCF_900056855.fna.gz,ssuis,27,31,30,5,34,31,3,25,
GCF_900056865.fna.gz,ssuis,1,1,1,1,1,1,1,1,
GCF_900056875.fna.gz,ssuis,1,1,1,1,1,1,1,1,
GCF_900056885.fna.gz,ssuis,1,1,1,1,1,1,1,1,
GCF_900057045.fna.gz,ssuis,947,37,41,239,294,75,20,204,
GCF_900057055.fna.gz,ssuis,907,8,30,238,34,30,21,4,
GCF_900057065.fna.gz,ssuis,1,1,1,1,1,1,1,1,
GCF_900057075.fna.gz,ssuis,1,1,1,1,1,1,1,1,
GCF_900057485.fna.gz,ssuis,855,31,8,24,12,1,10,4,
GCF_900057495.fna.gz,ssuis,874,38,344,20,7,5,214,8,
GCF_900057505.fna.gz,ssuis,1,1,1,1,1,1,1,1,
GCF_900057515.fna.gz,ssuis,1,1,1,1,1,1,1,1,
GCF_900057525.fna.gz,ssuis,1,1,1,1,1,1,1,1,
GCF_900057535.fna.gz,ssuis,1,1,1,1,1,1,1,1,
GCF_900057675.fna.gz,ssuis,889,257,344,232,298,8,26,125,
GCF_900057685.fna.gz,ssuis,1,1,1,1,1,1,1,1,
GCF_900057695.fna.gz,ssuis,1,1,1,1,1,1,1,1,
GCF_900057705.fna.gz,ssuis,1,1,1,1,1,1,1,1,
GCF_900057715.fna.gz,ssuis,1,1,1,1,1,1,1,1,
GCF_900057725.fna.gz,ssuis,1,1,1,1,1,1,1,1,
GCF_900057985.fna.gz,ssuis,1,1,1,1,1,1,1,1,
GCF_900057995.fna.gz,ssuis,792,62,45,39,49,6,42,34,
GCF_900058005.fna.gz,ssuis,875,202,6,18,39,52,216,12,
GCF_900058015.fna.gz,ssuis,29,8,30,5,34,30,3,25,
GCF_900058025.fna.gz,ssuis,29,8,30,5,34,30,3,25,
GCF_900058035.fna.gz,ssuis,1,1,1,1,1,1,1,1,
GCF_900058045.fna.gz,ssuis,1,1,1,1,1,1,1,1,
GCF_900058055.fna.gz,ssuis,1,1,1,1,1,1,1,1,
GCF_900058065.fna.gz,ssuis,1,1,1,1,1,1,1,1,
GCF_900058075.fna.gz,ssuis,1,1,1,1,1,1,1,1,
GCF_900058245.fna.gz,ssuis,900,91,296,99,289,82,218,98,
GCF_900058255.fna.gz,ssuis,888,49,340,20,290,54,46,27,
GCF_900058265.fna.gz,ssuis,1,1,1,1,1,1,1,1,
GCF_900058275.fna.gz,ssuis,1,1,1,1,1,1,1,1,
GCF_900058285.fna.gz,ssuis,1,1,1,1,1,1,1,1,
GCF_900058295.fna.gz,ssuis,1,1,1,1,1,1,1,1,
GCF_900058305.fna.gz,ssuis,1,1,1,1,1,1,1,1,
GCF_900058315.fna.gz,ssuis,1,1,1,1,1,1,1,1,
GCF_900058325.fna.gz,ssuis,1,1,1,1,1,1,1,1,
GCF_900058475.fna.gz,ssuis,884,49,340,231,14,16,46,12,
GCF_900058485.fna.gz,ssuis,866,23,68,5,4,76,107,8,
GCF_900058495.fna.gz,ssuis,867,18,30,5,34,31,3,25,
GCF_900058505.fna.gz,ssuis,1,1,1,1,1,1,1,1,
GCF_900058515.fna.gz,ssuis,1,1,1,1,1,1,1,1,
GCF_900058525.fna.gz,ssuis,1,1,1,1,1,1,1,1,
GCF_900058685.fna.gz,ssuis,29,8,30,5,34,30,3,25,
GCF_900058695.fna.gz,ssuis,886,257,344,231,61,76,26,125,
GCF_900058705.fna.gz,ssuis,28,2,30,5,34,31,3,25,
GCF_900058715.fna.gz,ssuis,887,114,342,58,188,310,219,8,
GCF_900058725.fna.gz,ssuis,905,31,332,223,15,302,46,143,
GCF_900058735.fna.gz,ssuis,28,2,30,5,34,31,3,25,
GCF_900058745.fna.gz,ssuis,1,1,1,1,1,1,1,1,
GCF_900058755.fna.gz,ssuis,1,1,1,1,1,1,1,1,
GCF_900058765.fna.gz,ssuis,1,1,1,1,1,1,1,1,
GCF_900058775.fna.gz,ssuis,1,1,1,1,1,1,1,1,
GCF_900058785.fna.gz,ssuis,1,1,1,1,1,1,1,1,
GCF_900059075.fna.gz,ssuis,857,31,7,109,13,6,7,6,
GCF_900059085.fna.gz,ssuis,29,8,30,5,34,30,3,25,
GCF_900059095.fna.gz,ssuis,28,2,30,5,34,31,3,25,
GCF_900059105.fna.gz,ssuis,87,18,8,24,12,1,10,4,
GCF_900059115.fna.gz,ssuis,1,1,1,1,1,1,1,1,
GCF_900059125.fna.gz,ssuis,31,30,30,5,34,31,3,25,
GCF_900059135.fna.gz,ssuis,1,1,1,1,1,1,1,1,
GCF_900059145.fna.gz,ssuis,911,8,21,5,45,44,22,203,
GCF_900059155.fna.gz,ssuis,911,8,21,5,45,44,22,203,
GCF_900059165.fna.gz,ssuis,909,1,1,1,1,311,1,1,
GCF_900059175.fna.gz,ssuis,1,1,1,1,1,1,1,1,
GCF_900059185.fna.gz,ssuis,1,1,1,1,1,1,1,1,
GCF_900059195.fna.gz,ssuis,1,1,1,1,1,1,1,1,
GCF_900059205.fna.gz,ssuis,1,1,1,1,1,1,1,1,
GCF_900059215.fna.gz,ssuis,1,1,1,1,1,1,1,1,
GCF_900059415.fna.gz,ssuis,861,23,99,52,101,220,194,11,
GCF_900059425.fna.gz,ssuis,879,63,68,21,297,7,30,8,
GCF_900059435.fna.gz,ssuis,1,1,1,1,1,1,1,1,
GCF_900059445.fna.gz,ssuis,1,1,1,1,1,1,1,1,
GCF_900059455.fna.gz,ssuis,87,18,8,24,12,1,10,4,
GCF_900059465.fna.gz,ssuis,1,1,1,1,1,1,1,1,
GCF_900059475.fna.gz,ssuis,1,1,1,1,1,1,1,1,
GCF_900059485.fna.gz,ssuis,1,1,1,1,1,1,1,1,
GCF_900059495.fna.gz,ssuis,1,1,1,1,1,1,1,1,
GCF_900059505.fna.gz,ssuis,1,1,1,1,1,1,1,1,
GCF_900059515.fna.gz,ssuis,1,1,1,1,1,1,1,1,
GCF_900059525.fna.gz,ssuis,1,1,1,1,1,1,1,1,
GCF_900059535.fna.gz,ssuis,107,1,1,43,1,1,1,1,
GCF_900059545.fna.gz,ssuis,869,1,1,1,7,1,1,1,
GCF_900059755.fna.gz,ssuis,28,2,30,5,34,31,3,25,
GCF_900059765.fna.gz,ssuis,1,1,1,1,1,1,1,1,
GCF_900059775.fna.gz,ssuis,1,1,1,1,1,1,1,1,
GCF_900059785.fna.gz,ssuis,1,1,1,1,1,1,1,1,
GCF_900059895.fna.gz,ssuis,1,1,1,1,1,1,1,1,
GCF_900059905.fna.gz,ssuis,1,1,1,1,1,1,1,1,
GCF_900059915.fna.gz,ssuis,1,1,1,1,1,1,1,1,
GCF_900059925.fna.gz,ssuis,1,1,1,1,1,1,1,1,
GCF_900060125.fna.gz,ssuis,1,1,1,1,1,1,1,1,
GCF_900060135.fna.gz,ssuis,1,1,1,1,1,1,1,1,
GCF_900060145.fna.gz,ssuis,144,1,30,1,1,1,1,1,
GCF_900060155.fna.gz,ssuis,1,1,1,1,1,1,1,1,
GCF_900060325.fna.gz,ssuis,1,1,1,1,1,1,1,1,
GCF_900060335.fna.gz,ssuis,1,1,1,1,1,1,1,1,
GCF_900060345.fna.gz,ssuis,1,1,1,1,1,1,1,1,
GCF_900060355.fna.gz,ssuis,1,1,1,1,1,1,1,1,
GCF_900060635.fna.gz,ssuis,876,37,339,227,296,304,217,36,
GCF_900060645.fna.gz,ssuis,890,25,13,235,254,117,38,113,
GCF_900060655.fna.gz,ssuis,87,18,8,24,12,1,10,4,
GCF_900060665.fna.gz,ssuis,1,1,1,1,1,1,1,1,
GCF_900060675.fna.gz,ssuis,1,1,1,1,1,1,1,1,
GCF_900060955.fna.gz,ssuis,29,8,30,5,34,30,3,25,
GCF_900060965.fna.gz,ssuis,1,1,1,1,1,1,1,1,
GCF_900060975.fna.gz,ssuis,1,1,1,1,1,1,1,1,
GCF_900060985.fna.gz,ssuis,1,1,1,1,1,1,1,1,
GCF_900060995.fna.gz,ssuis,1,1,1,1,1,1,1,1,
GCF_900061005.fna.gz,ssuis,1,1,1,1,1,1,1,1,
GCF_900061015.fna.gz,ssuis,1,1,1,1,1,1,1,1,
GCF_900061025.fna.gz,ssuis,1,1,1,1,1,1,1,1,
GCF_900061035.fna.gz,ssuis,1,1,1,1,1,1,1,1,
GCF_900061045.fna.gz,ssuis,1,1,1,1,1,1,1,1,
GCF_900061055.fna.gz,ssuis,1,1,1,1,1,1,1,1,
GCF_900061065.fna.gz,ssuis,1,1,1,1,1,1,1,1,
GCF_900061075.fna.gz,ssuis,1,1,1,1,1,1,1,1,
GCF_900061345.fna.gz,ssuis,28,2,30,5,34,31,3,25,
GCF_900061355.fna.gz,ssuis,913,21,344,225,128,76,26,56,
GCF_900061365.fna.gz,ssuis,1,1,1,1,1,1,1,1,
GCF_900061375.fna.gz,ssuis,870,15,99,52,39,220,194,12,
GCF_900061385.fna.gz,ssuis,1,1,1,1,1,1,1,1,
GCF_900061395.fna.gz,ssuis,1,1,1,1,1,1,1,1,
GCF_900061405.fna.gz,ssuis,1,1,1,1,1,1,1,1,
GCF_900061415.fna.gz,ssuis,1,1,1,1,1,1,1,1,
GCF_900061425.fna.gz,ssuis,1,1,1,1,1,1,1,1,
GCF_900061435.fna.gz,ssuis,1,1,1,1,1,1,1,1,
GCF_900061895.fna.gz,ssuis,new_alleles,2,30,5,34,31,3,~25,
GCF_900061905.fna.gz,ssuis,949,25,39,226,25,315,215,8,
GCF_900062065.fna.gz,ssuis,905,31,332,223,15,302,46,143,
GCF_900062075.fna.gz,ssuis,1,1,1,1,1,1,1,1,
GCF_900062085.fna.gz,ssuis,911,8,21,5,45,44,22,203,
GCF_900062095.fna.gz,ssuis,28,2,30,5,34,31,3,25,
GCF_900062105.fna.gz,ssuis,1,1,1,1,1,1,1,1,
GCF_900062115.fna.gz,ssuis,1,1,1,1,1,1,1,1,
GCF_900062235.fna.gz,ssuis,864,23,39,52,4,14,33,18,
GCF_900062245.fna.gz,ssuis,857,31,7,109,13,6,7,6,
GCF_900062255.fna.gz,ssuis,1,1,1,1,1,1,1,1,
GCF_900062265.fna.gz,ssuis,893,254,88,22,298,16,213,157,
GCF_900062275.fna.gz,ssuis,859,38,10,30,66,84,71,174,
GCF_900062285.fna.gz,ssuis,1,1,1,1,1,1,1,1,
GCF_900062295.fna.gz,ssuis,23,26,8,24,12,1,10,4,
GCF_900062305.fna.gz,ssuis,1,1,1,1,1,1,1,1,
GCF_900062835.fna.gz,ssuis,906,258,336,99,129,303,113,51,
GCF_900062845.fna.gz,ssuis,891,1,1,1,299,1,1,1,
GCF_900063015.fna.gz,ssuis,1,1,1,1,1,1,1,1,
GCF_900063275.fna.gz,ssuis,25,9,30,5,34,30,3,25,
GCF_900063285.fna.gz,ssuis,1,1,1,1,1,1,1,1,
GCF_900063295.fna.gz,ssuis,1,1,1,1,1,1,1,1,
GCF_900063545.fna.gz,ssuis,28,2,30,5,34,31,3,25,
GCF_900063555.fna.gz,ssuis,860,49,90,19,128,75,77,125,
GCF_900063565.fna.gz,ssuis,950,43,340,227,296,304,217,36,
GCF_900063575.fna.gz,ssuis,894,188,152,220,163,306,113,178,
GCF_900063585.fna.gz,ssuis,87,18,8,24,12,1,10,4,
GCF_900063595.fna.gz,ssuis,885,256,344,232,128,220,26,56,
GCF_900063605.fna.gz,ssuis,891,1,1,1,299,1,1,1,
GCF_900063615.fna.gz,ssuis,1,1,1,1,1,1,1,1,
GCF_900063625.fna.gz,ssuis,1,1,1,1,1,1,1,1,
GCF_900063635.fna.gz,ssuis,1,1,1,1,1,1,1,1,
GCF_900063645.fna.gz,ssuis,1,1,1,1,1,1,1,1,
GCF_900063655.fna.gz,ssuis,1,1,1,1,1,1,1,1,
GCF_900063665.fna.gz,ssuis,1,1,1,1,1,1,1,1,
GCF_900064015.fna.gz,ssuis,948,25,39,226,295,315,215,8,
GCF_900064025.fna.gz,ssuis,108,8,21,5,45,44,22,23,
GCF_900064035.fna.gz,ssuis,105,1,1,1,52,1,1,1,
GCF_900064165.fna.gz,ssuis,46,17,3,21,7,14,6,8,
GCF_900064295.fna.gz,ssuis,862,26,8,24,12,55,10,4,
GCF_900064305.fna.gz,ssuis,1,1,1,1,1,1,1,1,
GCF_900064665.fna.gz,ssuis,1,1,1,1,1,1,1,1,
GCF_900064675.fna.gz,ssuis,1,1,1,1,1,1,1,1,
GCF_900064685.fna.gz,ssuis,1,1,1,1,1,1,1,1,
GCF_900064695.fna.gz,ssuis,1,1,1,1,1,1,1,1,
GCF_900064705.fna.gz,ssuis,1,1,1,1,1,1,1,1,
GCF_900064985.fna.gz,ssuis,94,8,21,5,45,44,22,4,
GCF_900064995.fna.gz,ssuis,94,8,21,5,45,44,22,4,
GCF_900065005.fna.gz,ssuis,1,1,1,1,1,1,1,1,
GCF_900065015.fna.gz,ssuis,29,8,30,5,34,30,3,25,
GCF_900065025.fna.gz,ssuis,1,1,1,1,1,1,1,1,
GCF_900065035.fna.gz,ssuis,29,8,30,5,34,30,3,25,
GCF_900065045.fna.gz,ssuis,1,1,1,1,1,1,1,1,
GCF_900065055.fna.gz,ssuis,1,1,1,1,1,1,1,1,
GCF_900065065.fna.gz,ssuis,1,1,1,1,1,1,1,1,
GCF_900065075.fna.gz,ssuis,1,1,1,1,1,1,1,1,
GCF_900065095.fna.gz,ssuis,1,1,1,1,1,1,1,1,
GCF_900065235.fna.gz,ssuis,29,8,30,5,34,30,3,25,
GCF_900065245.fna.gz,ssuis,1,1,1,1,1,1,1,1,
GCF_900065255.fna.gz,ssuis,144,1,30,1,1,1,1,1,
GCF_900065265.fna.gz,ssuis,1,1,1,1,1,1,1,1,
GCF_900065275.fna.gz,ssuis,1,1,1,1,1,1,1,1,
GCF_900065385.fna.gz,ssuis,23,26,8,24,12,1,10,4,
GCF_900065395.fna.gz,ssuis,868,30,8,24,12,1,10,4,
GCF_900065405.fna.gz,ssuis,1,1,1,1,1,1,1,1,
GCF_900065415.fna.gz,ssuis,1,1,1,1,1,1,1,1,
GCF_900065425.fna.gz,ssuis,1,1,1,1,1,1,1,1,
GCF_900065705.fna.gz,ssuis,1,1,1,1,1,1,1,1,
GCF_900065715.fna.gz,ssuis,27,31,30,5,34,31,3,25,
GCF_900065725.fna.gz,ssuis,29,8,30,5,34,30,3,25,
GCF_900065735.fna.gz,ssuis,1,1,1,1,1,1,1,1,
GCF_900065745.fna.gz,ssuis,792,62,45,39,49,6,42,34,
GCF_900065755.fna.gz,ssuis,28,2,30,5,34,31,3,25,
GCF_900065765.fna.gz,ssuis,1,1,1,1,1,1,1,1,
GCF_900065775.fna.gz,ssuis,1,1,1,1,1,1,1,1,
GCF_900065785.fna.gz,ssuis,1,1,1,1,1,1,1,1,
GCF_900065795.fna.gz,ssuis,1,1,1,1,1,1,1,1,
GCF_900065805.fna.gz,ssuis,1,1,1,1,1,1,1,1,
