Genome,Scheme,ST,gdh,gyd,pstS,gki,aroE,xpt,yqiL,clonal_complex
GCF_013265935.fna.gz,efaecalis,71,17,7,29,30,27,1,9,
GCF_013265955.fna.gz,efaecalis,71,17,7,29,30,27,1,9,
GCF_013265975.fna.gz,efaecalis,71,17,7,29,30,27,1,9,
GCF_013265995.fna.gz,efaecalis,71,17,7,29,30,27,1,9,
GCF_013266025.fna.gz,efaecalis,71,17,7,29,30,27,1,9,
GCF_013266035.fna.gz,efaecalis,71,17,7,29,30,27,1,9,
GCF_013266075.fna.gz,efaecalis,71,17,7,29,30,27,1,9,
GCF_013266085.fna.gz,efaecalis,new_alleles,17,7,29,30,27,~1,9,
GCF_013266115.fna.gz,efaecalis,71,17,7,29,30,27,1,9,
GCF_013266125.fna.gz,efaecalis,71,17,7,29,30,27,1,9,
GCF_013344605.fna.gz,efaecalis,40,3,6,23,12,9,10,7,
GCF_013344625.fna.gz,efaecalis,30,7,1,11,1,10,2,1,
GCF_013344645.fna.gz,efaecalis,30,7,1,11,1,10,2,1,
GCF_013344665.fna.gz,efaecalis,new_alleles,12,6,~17,17,3,2,5,
GCF_013383835.fna.gz,efaecalis,new_ST,15,1,11,19,3,15,11,
GCF_013449775.fna.gz,efaecalis,21,1,7,9,1,1,1,1,
GCF_013449785.fna.gz,efaecalis,21,1,7,9,1,1,1,1,
GCF_013449815.fna.gz,efaecalis,21,1,7,9,1,1,1,1,
GCF_013449865.fna.gz,efaecalis,21,1,7,9,1,1,1,1,
GCF_013449895.fna.gz,efaecalis,21,1,7,9,1,1,1,1,
GCF_013449915.fna.gz,efaecalis,21,1,7,9,1,1,1,1,
GCF_013449925.fna.gz,efaecalis,21,1,7,9,1,1,1,1,
GCF_013449935.fna.gz,efaecalis,21,1,7,9,1,1,1,1,
GCF_013449955.fna.gz,efaecalis,21,1,7,9,1,1,1,1,
GCF_013449975.fna.gz,efaecalis,34,9,6,6,13,13,11,8,
GCF_013450015.fna.gz,efaecalis,34,9,6,6,13,13,11,8,
GCF_013450055.fna.gz,efaecalis,34,9,6,6,13,13,11,8,
GCF_013450075.fna.gz,efaecalis,21,1,7,9,1,1,1,1,
GCF_013450115.fna.gz,efaecalis,34,9,6,6,13,13,11,8,
GCF_013450125.fna.gz,efaecalis,21,1,7,9,1,1,1,1,
GCF_013523155.fna.gz,efaecalis,21,1,7,9,1,1,1,1,
GCF_013867745.fna.gz,efaecalis,25,2,7,11,11,3,4,2,
GCF_014174385.fna.gz,efaecalis,192,42,1,43,52,39,4,41,
GCF_014212115.fna.gz,efaecalis,476,17,2,1,3,14,14,1,
GCF_014212215.fna.gz,efaecalis,new_alleles,17,2,1,3,14,~14,1,
GCF_014212225.fna.gz,efaecalis,729,6,10,37,17,4,2,1,
GCF_014243435.fna.gz,efaecalis,242,27,12,35,32,50,2,23,
GCF_014243495.fna.gz,efaecalis,116,17,2,22,1,14,14,1,
GCF_014243515.fna.gz,efaecalis,475,4,6,56,29,7,1,20,
GCF_014243525.fna.gz,efaecalis,475,4,6,56,29,7,1,20,
GCF_014243545.fna.gz,efaecalis,475,4,6,56,29,7,1,20,
GCF_014243565.fna.gz,efaecalis,475,4,6,56,29,7,1,20,
GCF_014243575.fna.gz,efaecalis,475,4,6,56,29,7,1,20,
GCF_014243615.fna.gz,efaecalis,475,4,6,56,29,7,1,20,
GCF_014325425.fna.gz,efaecalis,480,1,1,22,22,7,17,6,
GCF_014325445.fna.gz,efaecalis,28,4,4,8,3,8,1,3,
GCF_014325455.fna.gz,efaecalis,55,3,7,23,1,9,16,7,
GCF_014325465.fna.gz,efaecalis,40,3,6,23,12,9,10,7,
GCF_014325485.fna.gz,efaecalis,376,64,1,36,68,30,25,30,
GCF_014325545.fna.gz,efaecalis,480,1,1,22,22,7,17,6,
GCF_014353075.fna.gz,efaecalis,248,2,7,11,1,3,4,2,
GCF_014353085.fna.gz,efaecalis,248,2,7,11,1,3,4,2,
GCF_014353145.fna.gz,efaecalis,248,2,7,11,1,3,4,2,
GCF_014489455.fna.gz,efaecalis,2,15,7,3,2,6,1,5,
GCF_014805465.fna.gz,efaecalis,21,1,7,9,1,1,1,1,
GCF_014844235.fna.gz,efaecalis,696,19,2,15,85,89,22,82,
GCF_014853105.fna.gz,efaecalis,535,1,1,18,57,1,35,53,
GCF_014853115.fna.gz,efaecalis,535,1,1,18,57,1,35,53,
GCF_014853125.fna.gz,efaecalis,82,12,6,28,29,7,10,20,
GCF_014853165.fna.gz,efaecalis,933,14,2,18,10,16,2,97,
GCF_014853185.fna.gz,efaecalis,36,16,2,19,16,17,15,11,
GCF_014853195.fna.gz,efaecalis,933,14,2,18,10,16,2,97,
GCF_014853205.fna.gz,efaecalis,49,20,2,14,20,6,1,5,
GCF_014853215.fna.gz,efaecalis,49,20,2,14,20,6,1,5,
GCF_014853265.fna.gz,efaecalis,245,20,1,3,17,6,1,5,
GCF_014853275.fna.gz,efaecalis,49,20,2,14,20,6,1,5,
GCF_014853285.fna.gz,efaecalis,49,20,2,14,20,6,1,5,
GCF_014853365.fna.gz,efaecalis,535,1,1,18,57,1,35,53,
GCF_014853375.fna.gz,efaecalis,49,20,2,14,20,6,1,5,
GCF_014853395.fna.gz,efaecalis,49,20,2,14,20,6,1,5,
GCF_014853405.fna.gz,efaecalis,933,14,2,18,10,16,2,97,
GCF_014853475.fna.gz,efaecalis,49,20,2,14,20,6,1,5,
GCF_014853495.fna.gz,efaecalis,65,12,7,17,17,3,2,5,
GCF_014853555.fna.gz,efaecalis,934,5,1,1,3,7,7,98,
GCF_014853565.fna.gz,efaecalis,63,21,2,1,3,7,1,6,
GCF_014853595.fna.gz,efaecalis,32,8,7,9,5,4,4,1,
GCF_014853605.fna.gz,efaecalis,16,5,1,1,3,7,7,6,
GCF_014853615.fna.gz,efaecalis,314,9,6,4,49,11,15,61,
GCF_014853625.fna.gz,efaecalis,386,60,8,11,33,6,2,14,
GCF_014853775.fna.gz,efaecalis,940,1,1,100,104,1,2,1,
GCF_014853795.fna.gz,efaecalis,40,3,6,23,12,9,10,7,
GCF_014853815.fna.gz,efaecalis,938,20,38,45,6,44,20,2,
GCF_014853825.fna.gz,efaecalis,774,4,7,3,3,8,1,3,
GCF_014853845.fna.gz,efaecalis,937,2,7,13,11,3,20,2,
GCF_014853915.fna.gz,efaecalis,232,14,2,18,51,6,38,19,
GCF_014853935.fna.gz,efaecalis,32,8,7,9,5,4,4,1,
GCF_014853945.fna.gz,efaecalis,16,5,1,1,3,7,7,6,
GCF_014854015.fna.gz,efaecalis,73,4,7,11,1,23,12,2,
GCF_014854055.fna.gz,efaecalis,941,9,5,7,16,11,11,8,
GCF_014854065.fna.gz,efaecalis,941,9,5,7,16,11,11,8,
GCF_014854165.fna.gz,efaecalis,287,12,1,32,6,4,14,28,
GCF_014854175.fna.gz,efaecalis,225,39,2,49,45,47,2,48,
GCF_014854205.fna.gz,efaecalis,4,8,7,7,5,4,4,1,
GCF_014854325.fna.gz,efaecalis,936,12,1,32,6,4,14,99,
GCF_014854385.fna.gz,efaecalis,4,8,7,7,5,4,4,1,
GCF_014854875.fna.gz,efaecalis,207,4,4,46,3,2,1,3,
GCF_014854945.fna.gz,efaecalis,133,2,7,11,1,3,16,2,
GCF_014854955.fna.gz,efaecalis,774,4,7,3,3,8,1,3,
GCF_014855015.fna.gz,efaecalis,943,15,2,102,46,17,15,11,
GCF_014855035.fna.gz,efaecalis,49,20,2,14,20,6,1,5,
GCF_014855045.fna.gz,efaecalis,16,5,1,1,3,7,7,6,
GCF_014855115.fna.gz,efaecalis,32,8,7,9,5,4,4,1,
GCF_014855155.fna.gz,efaecalis,935,12,7,3,11,6,89,5,
GCF_014855165.fna.gz,efaecalis,939,14,2,18,51,102,38,19,
GCF_014855175.fna.gz,efaecalis,81,27,2,16,28,26,2,1,
GCF_014855215.fna.gz,efaecalis,935,12,7,3,11,6,89,5,
GCF_014855235.fna.gz,efaecalis,287,12,1,32,6,4,14,28,
GCF_014855245.fna.gz,efaecalis,4,8,7,7,5,4,4,1,
GCF_014855265.fna.gz,efaecalis,287,12,1,32,6,4,14,28,
GCF_014855285.fna.gz,efaecalis,287,12,1,32,6,4,14,28,
GCF_014855315.fna.gz,efaecalis,936,12,1,32,6,4,14,99,
GCF_014855335.fna.gz,efaecalis,936,12,1,32,6,4,14,99,
GCF_014855345.fna.gz,efaecalis,936,12,1,32,6,4,14,99,
GCF_014855355.fna.gz,efaecalis,936,12,1,32,6,4,14,99,
GCF_014855375.fna.gz,efaecalis,936,12,1,32,6,4,14,99,
GCF_014855415.fna.gz,efaecalis,225,39,2,49,45,47,2,48,
GCF_014855435.fna.gz,efaecalis,287,12,1,32,6,4,14,28,
GCF_014855445.fna.gz,efaecalis,4,8,7,7,5,4,4,1,
GCF_014893535.fna.gz,efaecalis,40,3,6,23,12,9,10,7,
GCF_015208105.fna.gz,efaecalis,300,15,2,33,2,3,49,11,
GCF_015208155.fna.gz,efaecalis,179,5,1,1,3,7,1,6,
GCF_015208245.fna.gz,efaecalis,1,3,1,16,1,1,1,1,
GCF_015208325.fna.gz,efaecalis,179,5,1,1,3,7,1,6,
GCF_015208345.fna.gz,efaecalis,841,12,6,94,29,7,10,20,
GCF_015221035.fna.gz,efaecalis,81,27,2,16,28,26,2,1,
GCF_015221095.fna.gz,efaecalis,646,3,3,23,12,9,10,7,
GCF_015221105.fna.gz,efaecalis,646,3,3,23,12,9,10,7,
GCF_015221155.fna.gz,efaecalis,81,27,2,16,28,26,2,1,
GCF_015221165.fna.gz,efaecalis,81,27,2,16,28,26,2,1,
GCF_015221195.fna.gz,efaecalis,646,3,3,23,12,9,10,7,
GCF_015221255.fna.gz,efaecalis,81,27,2,16,28,26,2,1,
GCF_015221305.fna.gz,efaecalis,81,27,2,16,28,26,2,1,
GCF_015221315.fna.gz,efaecalis,81,27,2,16,28,26,2,1,
GCF_015221355.fna.gz,efaecalis,81,27,2,16,28,26,2,1,
GCF_015221395.fna.gz,efaecalis,81,27,2,16,28,26,2,1,
GCF_015230095.fna.gz,efaecalis,1004,5,6,27,11,104,2,72,
GCF_015230455.fna.gz,efaecalis,271,15,16,33,1,17,15,11,
GCF_015230875.fna.gz,efaecalis,1006,5,1,1,3,105,99,6,
GCF_015230885.fna.gz,efaecalis,1006,5,1,1,3,105,99,6,
GCF_015230915.fna.gz,efaecalis,16,5,1,1,3,7,7,6,
GCF_015230925.fna.gz,efaecalis,1005,27,7,7,10,26,2,7,
GCF_015234285.fna.gz,efaecalis,16,5,1,1,3,7,7,6,
GCF_015377745.fna.gz,efaecalis,745,89,6,7,25,24,2,17,
GCF_015547115.fna.gz,efaecalis,415,9,6,7,16,11,11,8,
GCF_015550095.fna.gz,efaecalis,179,5,1,1,3,7,1,6,
GCF_015550225.fna.gz,efaecalis,21,1,7,9,1,1,1,1,
GCF_015556505.fna.gz,efaecalis,21,1,7,9,1,1,1,1,
GCF_015556705.fna.gz,efaecalis,new_ST,2,3,7,25,23,2,2,
GCF_015557065.fna.gz,efaecalis,16,5,1,1,3,7,7,6,
GCF_015558245.fna.gz,efaecalis,53,18,1,24,24,20,17,15,
GCF_015645405.fna.gz,efaecalis,40,3,6,23,12,9,10,7,
GCF_015667125.fna.gz,efaecalis,new_alleles,9,6,7,13,13,~35,8,
GCF_015667865.fna.gz,efaecalis,443,20,3,7,6,23,2,2,
GCF_015668055.fna.gz,efaecalis,19,1,2,12,8,1,6,1,
GCF_015668725.fna.gz,efaecalis,206,2,1,13,11,3,2,2,
GCF_015669255.fna.gz,efaecalis,209,10,1,11,5,5,5,4,
GCF_015669905.fna.gz,efaecalis,16,5,1,1,3,7,7,6,
GCF_015669955.fna.gz,efaecalis,-,-,2,11,28,26,2,1,
GCF_015670655.fna.gz,efaecalis,new_alleles,1,2,12,8,1,~6,1,
GCF_015705295.fna.gz,efaecalis,778,12,7,3,32,32,26,31,
GCF_015831565.fna.gz,efaecalis,65,12,7,17,17,3,2,5,
GCF_015831575.fna.gz,efaecalis,65,12,7,17,17,3,2,5,
GCF_015831585.fna.gz,efaecalis,65,12,7,17,17,3,2,5,
GCF_016112625.fna.gz,efaecalis,40,3,6,23,12,9,10,7,
GCF_016112735.fna.gz,efaecalis,40,3,6,23,12,9,10,7,
GCF_016113305.fna.gz,efaecalis,40,3,6,23,12,9,10,7,
GCF_016114975.fna.gz,efaecalis,674,14,6,7,42,13,35,28,
GCF_016391265.fna.gz,efaecalis,6,12,7,3,7,6,1,5,
GCF_016391285.fna.gz,efaecalis,6,12,7,3,7,6,1,5,
GCF_016391305.fna.gz,efaecalis,6,12,7,3,7,6,1,5,
GCF_016391325.fna.gz,efaecalis,179,5,1,1,3,7,1,6,
GCF_016391335.fna.gz,efaecalis,891,5,7,3,2,6,1,6,
GCF_016391365.fna.gz,efaecalis,103,35,7,3,32,32,26,31,
GCF_016391375.fna.gz,efaecalis,6,12,7,3,7,6,1,5,
GCF_016391385.fna.gz,efaecalis,2,15,7,3,2,6,1,5,
GCF_016391425.fna.gz,efaecalis,891,5,7,3,2,6,1,6,
GCF_016391445.fna.gz,efaecalis,2,15,7,3,2,6,1,5,
GCF_016391455.fna.gz,efaecalis,6,12,7,3,7,6,1,5,
GCF_016391485.fna.gz,efaecalis,6,12,7,3,7,6,1,5,
GCF_016391495.fna.gz,efaecalis,6,12,7,3,7,6,1,5,
GCF_016391525.fna.gz,efaecalis,6,12,7,3,7,6,1,5,
GCF_016391535.fna.gz,efaecalis,6,12,7,3,7,6,1,5,
GCF_016391545.fna.gz,efaecalis,6,12,7,3,7,6,1,5,
GCF_016391555.fna.gz,efaecalis,6,12,7,3,7,6,1,5,
GCF_016391605.fna.gz,efaecalis,6,12,7,3,7,6,1,5,
GCF_016391645.fna.gz,efaecalis,6,12,7,3,7,6,1,5,
GCF_016391655.fna.gz,efaecalis,6,12,7,3,7,6,1,5,
GCF_016391675.fna.gz,efaecalis,778,12,7,3,32,32,26,31,
GCF_016391905.fna.gz,efaecalis,6,12,7,3,7,6,1,5,
GCF_016391965.fna.gz,efaecalis,179,5,1,1,3,7,1,6,
GCF_016392345.fna.gz,efaecalis,6,12,7,3,7,6,1,5,
GCF_016394325.fna.gz,efaecalis,6,12,7,3,7,6,1,5,
GCF_016395025.fna.gz,efaecalis,new_alleles,5,7,3,2,~6,1,6,
GCF_016395165.fna.gz,efaecalis,6,12,7,3,7,6,1,5,
GCF_016395685.fna.gz,efaecalis,6,12,7,3,7,6,1,5,
GCF_016395695.fna.gz,efaecalis,891,5,7,3,2,6,1,6,
GCF_016396145.fna.gz,efaecalis,891,5,7,3,2,6,1,6,
GCF_016396845.fna.gz,efaecalis,6,12,7,3,7,6,1,5,
GCF_016397465.fna.gz,efaecalis,6,12,7,3,7,6,1,5,
GCF_016398105.fna.gz,efaecalis,778,12,7,3,32,32,26,31,
GCF_016398265.fna.gz,efaecalis,6,12,7,3,7,6,1,5,
GCF_016398445.fna.gz,efaecalis,6,12,7,3,7,6,1,5,
GCF_016398845.fna.gz,efaecalis,6,12,7,3,7,6,1,5,
GCF_016399165.fna.gz,efaecalis,891,5,7,3,2,6,1,6,
GCF_016399365.fna.gz,efaecalis,6,12,7,3,7,6,1,5,
GCF_016400285.fna.gz,efaecalis,new_ST,5,7,1,2,6,1,6,
GCF_016400445.fna.gz,efaecalis,778,12,7,3,32,32,26,31,
GCF_016400585.fna.gz,efaecalis,6,12,7,3,7,6,1,5,
GCF_016400825.fna.gz,efaecalis,6,12,7,3,7,6,1,5,
GCF_016400905.fna.gz,efaecalis,6,12,7,3,7,6,1,5,
GCF_016401045.fna.gz,efaecalis,6,12,7,3,7,6,1,5,
GCF_016401145.fna.gz,efaecalis,482,14,6,11,45,4,20,28,
GCF_016401155.fna.gz,efaecalis,778,12,7,3,32,32,26,31,
GCF_016401165.fna.gz,efaecalis,778,12,7,3,32,32,26,31,
GCF_016401205.fna.gz,efaecalis,6,12,7,3,7,6,1,5,
GCF_016401225.fna.gz,efaecalis,6,12,7,3,7,6,1,5,
GCF_016401245.fna.gz,efaecalis,116,17,2,22,1,14,14,1,
GCF_016401255.fna.gz,efaecalis,6,12,7,3,7,6,1,5,
GCF_016401265.fna.gz,efaecalis,103,35,7,3,32,32,26,31,
GCF_016401305.fna.gz,efaecalis,new_alleles,35,7,3,32,32,26,~31,
GCF_016401315.fna.gz,efaecalis,6,12,7,3,7,6,1,5,
GCF_016428675.fna.gz,efaecalis,16,5,1,1,3,7,7,6,
GCF_016428685.fna.gz,efaecalis,40,3,6,23,12,9,10,7,
GCF_016428725.fna.gz,efaecalis,16,5,1,1,3,7,7,6,
GCF_016464665.fna.gz,efaecalis,16,5,1,1,3,7,7,6,
GCF_016696825.fna.gz,efaecalis,9,4,6,16,4,1,1,4,
GCF_016743895.fna.gz,efaecalis,8,10,1,11,6,5,5,4,
GCF_016812095.fna.gz,efaecalis,591,5,1,1,3,7,17,6,
GCF_016827635.fna.gz,efaecalis,40,3,6,23,12,9,10,7,
GCF_016827645.fna.gz,efaecalis,40,3,6,23,12,9,10,7,
GCF_016917995.fna.gz,efaecalis,585,8,7,7,4,4,4,1,
GCF_016937495.fna.gz,efaecalis,776,12,1,11,6,95,1,90,
GCF_017068415.fna.gz,efaecalis,776,12,1,11,6,95,1,90,
GCF_017068435.fna.gz,efaecalis,81,27,2,16,28,26,2,1,
GCF_017279935.fna.gz,efaecalis,711,5,8,12,87,7,46,6,
GCF_017280035.fna.gz,efaecalis,591,5,1,1,3,7,17,6,
GCF_017280215.fna.gz,efaecalis,591,5,1,1,3,7,17,6,
GCF_017280235.fna.gz,efaecalis,591,5,1,1,3,7,17,6,
GCF_017356365.fna.gz,efaecalis,256,4,6,7,29,8,1,20,
GCF_017356405.fna.gz,efaecalis,new_alleles,95,6,12,93,40,~15,91,
GCF_017356425.fna.gz,efaecalis,new_alleles,14,6,11,45,4,~20,28,
GCF_017356445.fna.gz,efaecalis,482,14,6,11,45,4,20,28,
GCF_017356605.fna.gz,efaecalis,new_alleles,7,7,16,1,10,~16,1,
GCF_017357805.fna.gz,efaecalis,482,14,6,11,45,4,20,28,
GCF_017639585.fna.gz,efaecalis,1000,102,1,18,28,39,80,19,
GCF_017639615.fna.gz,efaecalis,776,12,1,11,6,95,1,90,
GCF_017641325.fna.gz,efaecalis,16,5,1,1,3,7,7,6,
GCF_017641365.fna.gz,efaecalis,16,5,1,1,3,7,7,6,
GCF_017641385.fna.gz,efaecalis,16,5,1,1,3,7,7,6,
GCF_017641395.fna.gz,efaecalis,23,2,3,13,11,3,2,2,
GCF_017641435.fna.gz,efaecalis,282,14,6,6,13,11,11,8,
GCF_017641465.fna.gz,efaecalis,16,5,1,1,3,7,7,6,
GCF_017641485.fna.gz,efaecalis,268,3,6,23,12,9,42,7,
GCF_017641495.fna.gz,efaecalis,16,5,1,1,3,7,7,6,
GCF_017641565.fna.gz,efaecalis,258,14,1,30,32,10,20,20,
GCF_017641595.fna.gz,efaecalis,23,2,3,13,11,3,2,2,
GCF_017641625.fna.gz,efaecalis,610,16,2,37,1,17,15,11,
GCF_017641695.fna.gz,efaecalis,new_alleles,~72,8,11,33,6,2,14,
GCF_017641745.fna.gz,efaecalis,314,9,6,4,49,11,15,61,
GCF_017641765.fna.gz,efaecalis,new_alleles,~72,8,11,33,6,2,14,
GCF_017641785.fna.gz,efaecalis,21,1,7,9,1,1,1,1,
GCF_017641795.fna.gz,efaecalis,new_alleles,~72,8,11,33,6,2,14,
GCF_017641865.fna.gz,efaecalis,126,33,7,27,31,31,24,9,
GCF_017641885.fna.gz,efaecalis,314,9,6,4,49,11,15,61,
GCF_017641895.fna.gz,efaecalis,6,12,7,3,7,6,1,5,
GCF_017641905.fna.gz,efaecalis,126,33,7,27,31,31,24,9,
GCF_017641985.fna.gz,efaecalis,41,1,7,11,21,1,4,1,
GCF_017642005.fna.gz,efaecalis,-,5,1,1,-,7,1,6,
GCF_017642045.fna.gz,efaecalis,new_alleles,2,3,13,11,3,2,~2,
GCF_017642065.fna.gz,efaecalis,40,3,6,23,12,9,10,7,
GCF_017642085.fna.gz,efaecalis,40,3,6,23,12,9,10,7,
GCF_017642105.fna.gz,efaecalis,40,3,6,23,12,9,10,7,
GCF_017642145.fna.gz,efaecalis,40,3,6,23,12,9,10,7,
GCF_017642185.fna.gz,efaecalis,-,29,6,30,5,60,1,-,
GCF_017642205.fna.gz,efaecalis,498,29,6,30,5,60,1,4,
GCF_017642225.fna.gz,efaecalis,16,5,1,1,3,7,7,6,
GCF_017642245.fna.gz,efaecalis,40,3,6,23,12,9,10,7,
GCF_017642265.fna.gz,efaecalis,40,3,6,23,12,9,10,7,
GCF_017642285.fna.gz,efaecalis,21,1,7,9,1,1,1,1,
GCF_017642305.fna.gz,efaecalis,126,33,7,27,31,31,24,9,
GCF_017642325.fna.gz,efaecalis,21,1,7,9,1,1,1,1,
GCF_017642365.fna.gz,efaecalis,21,1,7,9,1,1,1,1,
GCF_017642395.fna.gz,efaecalis,21,1,7,9,1,1,1,1,
GCF_017845355.fna.gz,efaecalis,86,6,10,11,17,4,2,1,
GCF_017939185.fna.gz,efaecalis,249,15,1,18,57,3,35,53,
GCF_017939215.fna.gz,efaecalis,228,45,5,44,53,48,41,42,
GCF_017939585.fna.gz,efaecalis,76,22,6,7,26,22,4,4,
GCF_017942335.fna.gz,efaecalis,new_alleles,3,~6,23,12,9,10,7,
GCF_017942365.fna.gz,efaecalis,76,22,6,7,26,22,4,4,
GCF_017942385.fna.gz,efaecalis,16,5,1,1,3,7,7,6,
GCF_017942395.fna.gz,efaecalis,228,45,5,44,53,48,41,42,
GCF_017942425.fna.gz,efaecalis,new_alleles,17,7,96,4,10,~20,1,
GCF_017942435.fna.gz,efaecalis,84,14,1,25,27,25,19,19,
GCF_017942445.fna.gz,efaecalis,249,15,1,18,57,3,35,53,
GCF_017942585.fna.gz,efaecalis,84,14,1,25,27,25,19,19,
GCF_018138005.fna.gz,efaecalis,591,5,1,1,3,7,17,6,
GCF_018138025.fna.gz,efaecalis,330,14,1,18,22,16,17,12,
GCF_018253765.fna.gz,efaecalis,new_alleles,~20,1,14,32,6,1,5,
GCF_018253815.fna.gz,efaecalis,256,4,6,7,29,8,1,20,
GCF_018253835.fna.gz,efaecalis,618,14,9,18,10,16,2,12,
GCF_018253895.fna.gz,efaecalis,new_alleles,~20,1,14,32,6,1,5,
GCF_018397155.fna.gz,efaecalis,25,2,7,11,11,3,4,2,
GCF_018397175.fna.gz,efaecalis,25,2,7,11,11,3,4,2,
GCF_018500145.fna.gz,efaecalis,168,20,1,7,25,23,2,2,
GCF_018517125.fna.gz,efaecalis,41,1,7,11,21,1,4,1,
GCF_018599005.fna.gz,efaecalis,new_alleles,20,1,~7,25,23,2,2,
GCF_018784985.fna.gz,efaecalis,197,2,6,45,6,44,20,2,
GCF_018917475.fna.gz,efaecalis,480,1,1,22,22,7,17,6,
GCF_018986755.fna.gz,efaecalis,464,12,4,8,3,8,1,3,
GCF_019164975.fna.gz,efaecalis,53,18,1,24,24,20,17,15,
GCF_019195415.fna.gz,efaecalis,16,5,1,1,3,7,7,6,
GCF_019201565.fna.gz,efaecalis,585,8,7,7,4,4,4,1,
GCF_019201575.fna.gz,efaecalis,476,17,2,1,3,14,14,1,
GCF_019201635.fna.gz,efaecalis,506,34,28,17,37,29,23,17,
GCF_019222705.fna.gz,efaecalis,1065,14,6,32,5,21,1,12,
GCF_900092145.fna.gz,efaecalis,248,2,7,11,1,3,4,2,
GCF_900092155.fna.gz,efaecalis,248,2,7,11,1,3,4,2,
GCF_900103995.fna.gz,efaecalis,new_alleles,~90,2,7,5,~39,1,3,
GCF_900117305.fna.gz,efaecalis,285,53,7,23,1,9,16,7,
GCF_900117325.fna.gz,efaecalis,new_alleles,21,1,~24,5,19,17,4,
GCF_900117335.fna.gz,efaecalis,53,18,1,24,24,20,17,15,
GCF_900117345.fna.gz,efaecalis,179,5,1,1,3,7,1,6,
GCF_900117355.fna.gz,efaecalis,40,3,6,23,12,9,10,7,
GCF_900117365.fna.gz,efaecalis,236,11,6,50,33,1,38,10,
GCF_900128935.fna.gz,efaecalis,72,20,3,7,25,23,2,2,
GCF_900143415.fna.gz,efaecalis,72,20,3,7,25,23,2,2,
GCF_900148695.fna.gz,efaecalis,72,20,3,7,25,23,2,2,
GCF_900205785.fna.gz,efaecalis,177,15,2,37,37,39,15,11,
GCF_900205805.fna.gz,efaecalis,81,27,2,16,28,26,2,1,
GCF_900205835.fna.gz,efaecalis,81,27,2,16,28,26,2,1,
GCF_900205855.fna.gz,efaecalis,177,15,2,37,37,39,15,11,
GCF_900447705.fna.gz,efaecalis,647,2,1,31,11,11,71,8,
GCF_900447725.fna.gz,efaecalis,19,1,2,12,8,1,6,1,
GCF_900447745.fna.gz,efaecalis,211,4,1,48,21,1,2,4,
GCF_900447755.fna.gz,efaecalis,6,12,7,3,7,6,1,5,
GCF_900447765.fna.gz,efaecalis,40,3,6,23,12,9,10,7,
GCF_900447775.fna.gz,efaecalis,19,1,2,12,8,1,6,1,
GCF_900447795.fna.gz,efaecalis,103,35,7,3,32,32,26,31,
GCF_900447805.fna.gz,efaecalis,6,12,7,3,7,6,1,5,
GCF_900447825.fna.gz,efaecalis,25,2,7,11,11,3,4,2,
GCF_900447835.fna.gz,efaecalis,28,4,4,8,3,8,1,3,
GCF_900447845.fna.gz,efaecalis,30,7,1,11,1,10,2,1,
GCF_900447855.fna.gz,efaecalis,55,3,7,23,1,9,16,7,
GCF_900447885.fna.gz,efaecalis,40,3,6,23,12,9,10,7,
GCF_900447895.fna.gz,efaecalis,25,2,7,11,11,3,4,2,
GCF_900448045.fna.gz,efaecalis,6,12,7,3,7,6,1,5,
GCF_900448285.fna.gz,efaecalis,21,1,7,9,1,1,1,1,
GCF_900636775.fna.gz,efaecalis,22,1,7,10,1,1,10,1,
GCF_900683485.fna.gz,efaecalis,105,4,1,11,21,21,2,2,
GCF_900683495.fna.gz,efaecalis,151,4,1,35,27,3,19,5,
GCF_900683515.fna.gz,efaecalis,30,7,1,11,1,10,2,1,
GCF_900683565.fna.gz,efaecalis,91,29,6,18,31,28,1,3,
GCF_900683585.fna.gz,efaecalis,new_ST,29,6,30,5,60,14,4,
GCF_901212545.fna.gz,efaecalis,387,9,6,7,13,13,35,8,
GCF_901521655.fna.gz,efaecalis,6,12,7,3,7,6,1,5,
GCF_901543445.fna.gz,efaecalis,19,1,2,12,8,1,6,1,
GCF_901543465.fna.gz,efaecalis,21,1,7,9,1,1,1,1,
GCF_901543485.fna.gz,efaecalis,66,3,3,9,1,9,19,7,
GCF_901553725.fna.gz,efaecalis,19,1,2,12,8,1,6,1,
GCF_902158765.fna.gz,efaecalis,21,1,7,9,1,1,1,1,
GCF_902158775.fna.gz,efaecalis,16,5,1,1,3,7,7,6,
GCF_902158795.fna.gz,efaecalis,new_alleles,3,7,~11,21,9,4,7,
GCF_902158815.fna.gz,efaecalis,21,1,7,9,1,1,1,1,
GCF_902158825.fna.gz,efaecalis,191,27,1,11,1,21,1,2,
GCF_902158855.fna.gz,efaecalis,283,1,7,11,11,3,4,2,
GCF_902158875.fna.gz,efaecalis,40,3,6,23,12,9,10,7,
GCF_902158885.fna.gz,efaecalis,179,5,1,1,3,7,1,6,
GCF_902158895.fna.gz,efaecalis,30,7,1,11,1,10,2,1,
GCF_902158905.fna.gz,efaecalis,40,3,6,23,12,9,10,7,
GCF_902158925.fna.gz,efaecalis,34,9,6,6,13,13,11,8,
GCF_902158935.fna.gz,efaecalis,25,2,7,11,11,3,4,2,
GCF_902158945.fna.gz,efaecalis,179,5,1,1,3,7,1,6,
GCF_902158955.fna.gz,efaecalis,179,5,1,1,3,7,1,6,
