Genome,Scheme,ST,ace,gltB,gmhD,lepA,lipA,narK,ndh,clonal_complex
GCF_900592435.fna.gz,bpseudomallei,47,3,1,2,1,1,3,1,
GCF_900592445.fna.gz,bpseudomallei,1859,3,4,12,1,1,2,1,
GCF_900592455.fna.gz,bpseudomallei,399,3,1,4,1,1,22,1,
GCF_900592465.fna.gz,bpseudomallei,227,1,1,2,1,5,4,1,
GCF_900592475.fna.gz,bpseudomallei,221,1,12,2,3,5,29,1,
GCF_900592485.fna.gz,bpseudomallei,386,3,1,3,1,1,2,1,
GCF_900592495.fna.gz,bpseudomallei,10,1,1,13,1,1,1,1,
GCF_900592505.fna.gz,bpseudomallei,288,3,2,3,2,1,3,1,
GCF_900592515.fna.gz,bpseudomallei,656,1,4,2,2,1,1,1,
GCF_900592525.fna.gz,bpseudomallei,288,3,2,3,2,1,3,1,
GCF_900592535.fna.gz,bpseudomallei,54,3,1,3,3,1,2,1,
GCF_900592545.fna.gz,bpseudomallei,411,1,4,4,3,1,3,1,
GCF_900592555.fna.gz,bpseudomallei,70,3,4,11,3,5,4,6,
GCF_900592565.fna.gz,bpseudomallei,207,1,1,4,1,5,4,1,
GCF_900592575.fna.gz,bpseudomallei,1532,4,2,3,1,1,3,1,
GCF_900592585.fna.gz,bpseudomallei,33,1,4,12,1,1,2,1,
GCF_900592605.fna.gz,bpseudomallei,306,1,2,3,1,1,2,1,
GCF_900592615.fna.gz,bpseudomallei,70,3,4,11,3,5,4,6,
GCF_900592625.fna.gz,bpseudomallei,498,1,4,2,2,1,16,1,
GCF_900592635.fna.gz,bpseudomallei,411,1,4,4,3,1,3,1,
GCF_900592645.fna.gz,bpseudomallei,207,1,1,4,1,5,4,1,
GCF_900592655.fna.gz,bpseudomallei,54,3,1,3,3,1,2,1,
GCF_900592665.fna.gz,bpseudomallei,9,1,1,12,1,1,1,1,
GCF_900592675.fna.gz,bpseudomallei,23,1,2,13,1,1,1,1,
GCF_900592685.fna.gz,bpseudomallei,58,3,1,5,1,1,4,1,
GCF_900592695.fna.gz,bpseudomallei,155,1,1,3,3,1,2,1,
GCF_900592705.fna.gz,bpseudomallei,new_alleles,1,1,6,1,1,~4,1,
GCF_900592715.fna.gz,bpseudomallei,212,3,1,3,4,1,4,1,
GCF_900592725.fna.gz,bpseudomallei,70,3,4,11,3,5,4,6,
GCF_900592735.fna.gz,bpseudomallei,9,1,1,12,1,1,1,1,
GCF_900592745.fna.gz,bpseudomallei,70,3,4,11,3,5,4,6,
GCF_900592755.fna.gz,bpseudomallei,307,1,2,3,1,1,3,1,
GCF_900592765.fna.gz,bpseudomallei,9,1,1,12,1,1,1,1,
GCF_900592775.fna.gz,bpseudomallei,34,1,4,12,1,1,4,1,
GCF_900592785.fna.gz,bpseudomallei,1004,1,1,2,1,6,4,1,
GCF_900592795.fna.gz,bpseudomallei,197,3,1,13,1,1,22,1,
GCF_900592805.fna.gz,bpseudomallei,498,1,4,2,2,1,16,1,
GCF_900592815.fna.gz,bpseudomallei,207,1,1,4,1,5,4,1,
GCF_900592825.fna.gz,bpseudomallei,174,3,2,14,2,1,3,1,
GCF_900592835.fna.gz,bpseudomallei,48,3,1,2,1,1,4,1,
GCF_900592845.fna.gz,bpseudomallei,167,1,1,4,1,1,3,1,
GCF_900592855.fna.gz,bpseudomallei,54,3,1,3,3,1,2,1,
GCF_900592865.fna.gz,bpseudomallei,505,3,1,6,3,1,4,1,
GCF_900592875.fna.gz,bpseudomallei,new_alleles,1,1,~2,3,1,3,1,
GCF_900592885.fna.gz,bpseudomallei,34,1,4,12,1,1,4,1,
GCF_900592895.fna.gz,bpseudomallei,70,3,4,11,3,5,4,6,
GCF_900592905.fna.gz,bpseudomallei,58,3,1,5,1,1,4,1,
GCF_900592915.fna.gz,bpseudomallei,17,1,2,3,1,1,1,1,
GCF_900592925.fna.gz,bpseudomallei,354,1,1,3,2,1,4,1,
GCF_900592935.fna.gz,bpseudomallei,526,1,2,4,1,1,1,1,
GCF_900592945.fna.gz,bpseudomallei,167,1,1,4,1,1,3,1,
GCF_900592955.fna.gz,bpseudomallei,60,3,1,12,1,1,3,1,
GCF_900592965.fna.gz,bpseudomallei,225,1,2,13,17,6,3,1,
GCF_900592975.fna.gz,bpseudomallei,315,1,4,3,1,1,3,1,
GCF_900592985.fna.gz,bpseudomallei,167,1,1,4,1,1,3,1,
GCF_900592995.fna.gz,bpseudomallei,34,1,4,12,1,1,4,1,
GCF_900593005.fna.gz,bpseudomallei,206,1,1,3,1,1,1,1,
GCF_900593015.fna.gz,bpseudomallei,47,3,1,2,1,1,3,1,
GCF_900593025.fna.gz,bpseudomallei,1535,3,1,4,1,6,3,1,
GCF_900593035.fna.gz,bpseudomallei,520,1,2,3,3,1,1,1,
GCF_900593045.fna.gz,bpseudomallei,300,1,1,3,1,1,4,1,
GCF_900593055.fna.gz,bpseudomallei,389,3,1,11,1,1,4,1,
GCF_900593065.fna.gz,bpseudomallei,498,1,4,2,2,1,16,1,
GCF_900593075.fna.gz,bpseudomallei,56,3,1,4,1,1,4,1,
GCF_900593085.fna.gz,bpseudomallei,167,1,1,4,1,1,3,1,
GCF_900593095.fna.gz,bpseudomallei,288,3,2,3,2,1,3,1,
GCF_900593105.fna.gz,bpseudomallei,1529,3,2,11,1,1,4,1,
GCF_900593115.fna.gz,bpseudomallei,657,1,1,2,3,1,1,1,
GCF_900593125.fna.gz,bpseudomallei,167,1,1,4,1,1,3,1,
GCF_900593135.fna.gz,bpseudomallei,new_ST,1,4,12,1,1,3,1,
GCF_900593145.fna.gz,bpseudomallei,174,3,2,14,2,1,3,1,
GCF_900593155.fna.gz,bpseudomallei,70,3,4,11,3,5,4,6,
GCF_900593165.fna.gz,bpseudomallei,167,1,1,4,1,1,3,1,
GCF_900593175.fna.gz,bpseudomallei,54,3,1,3,3,1,2,1,
GCF_900593185.fna.gz,bpseudomallei,153,3,2,14,1,1,3,1,
GCF_900593195.fna.gz,bpseudomallei,309,1,2,3,17,1,1,1,
GCF_900593205.fna.gz,bpseudomallei,176,3,1,4,1,1,3,1,
GCF_900593215.fna.gz,bpseudomallei,new_ST,3,4,4,1,1,4,1,
GCF_900593225.fna.gz,bpseudomallei,58,3,1,5,1,1,4,1,
GCF_900593235.fna.gz,bpseudomallei,50,3,1,2,1,1,4,3,
GCF_900593245.fna.gz,bpseudomallei,1835,1,4,4,1,1,3,1,
GCF_900593255.fna.gz,bpseudomallei,47,3,1,2,1,1,3,1,
GCF_900593265.fna.gz,bpseudomallei,70,3,4,11,3,5,4,6,
GCF_900593275.fna.gz,bpseudomallei,new_alleles,~1,1,3,2,5,1,1,
GCF_900593285.fna.gz,bpseudomallei,99,1,1,4,1,1,4,1,
GCF_900593295.fna.gz,bpseudomallei,58,3,1,5,1,1,4,1,
GCF_900593305.fna.gz,bpseudomallei,197,3,1,13,1,1,22,1,
GCF_900593315.fna.gz,bpseudomallei,485,1,1,2,2,6,4,1,
GCF_900593325.fna.gz,bpseudomallei,1530,1,2,4,17,1,22,1,
GCF_900593335.fna.gz,bpseudomallei,197,3,1,13,1,1,22,1,
GCF_900593345.fna.gz,bpseudomallei,207,1,1,4,1,5,4,1,
GCF_900593355.fna.gz,bpseudomallei,9,1,1,12,1,1,1,1,
GCF_900593365.fna.gz,bpseudomallei,48,3,1,2,1,1,4,1,
GCF_900593375.fna.gz,bpseudomallei,313,1,4,2,2,1,3,1,
GCF_900593385.fna.gz,bpseudomallei,54,3,1,3,3,1,2,1,
GCF_900593395.fna.gz,bpseudomallei,1531,3,1,12,2,1,3,1,
GCF_900593405.fna.gz,bpseudomallei,1425,1,4,12,1,1,6,1,
GCF_900593415.fna.gz,bpseudomallei,1532,4,2,3,1,1,3,1,
GCF_900593425.fna.gz,bpseudomallei,new_alleles,3,2,3,3,1,3,~1,
GCF_900593435.fna.gz,bpseudomallei,23,1,2,13,1,1,1,1,
GCF_900593445.fna.gz,bpseudomallei,1533,3,12,11,3,5,4,6,
GCF_900593455.fna.gz,bpseudomallei,205,1,1,2,3,1,4,1,
GCF_900593465.fna.gz,bpseudomallei,1533,3,12,11,3,5,4,6,
GCF_900593475.fna.gz,bpseudomallei,1534,1,2,13,17,6,4,1,
GCF_900593485.fna.gz,bpseudomallei,534,1,1,3,1,6,10,1,
GCF_900593495.fna.gz,bpseudomallei,70,3,4,11,3,5,4,6,
GCF_900593505.fna.gz,bpseudomallei,1532,4,2,3,1,1,3,1,
GCF_900593515.fna.gz,bpseudomallei,99,1,1,4,1,1,4,1,
GCF_900593525.fna.gz,bpseudomallei,15,1,2,2,2,1,3,1,
GCF_900593535.fna.gz,bpseudomallei,531,1,4,2,3,1,4,1,
GCF_900593545.fna.gz,bpseudomallei,70,3,4,11,3,5,4,6,
GCF_900593555.fna.gz,bpseudomallei,50,3,1,2,1,1,4,3,
GCF_900593565.fna.gz,bpseudomallei,58,3,1,5,1,1,4,1,
GCF_900593575.fna.gz,bpseudomallei,505,3,1,6,3,1,4,1,
GCF_900593585.fna.gz,bpseudomallei,9,1,1,12,1,1,1,1,
GCF_900593595.fna.gz,bpseudomallei,174,3,2,14,2,1,3,1,
GCF_900593605.fna.gz,bpseudomallei,70,3,4,11,3,5,4,6,
GCF_900593615.fna.gz,bpseudomallei,48,3,1,2,1,1,4,1,
GCF_900593625.fna.gz,bpseudomallei,9,1,1,12,1,1,1,1,
GCF_900593635.fna.gz,bpseudomallei,1793,1,1,3,3,1,22,1,
GCF_900593645.fna.gz,bpseudomallei,47,3,1,2,1,1,3,1,
GCF_900593655.fna.gz,bpseudomallei,734,1,2,3,2,1,2,1,
GCF_900593665.fna.gz,bpseudomallei,84,3,1,11,4,5,4,6,
GCF_900593675.fna.gz,bpseudomallei,178,1,1,3,4,5,22,1,
GCF_900593685.fna.gz,bpseudomallei,48,3,1,2,1,1,4,1,
GCF_900593695.fna.gz,bpseudomallei,208,1,1,6,1,1,4,1,
GCF_900593705.fna.gz,bpseudomallei,207,1,1,4,1,5,4,1,
GCF_900593715.fna.gz,bpseudomallei,60,3,1,12,1,1,3,1,
GCF_900593725.fna.gz,bpseudomallei,225,1,2,13,17,6,3,1,
GCF_900593735.fna.gz,bpseudomallei,165,1,1,13,1,1,22,1,
GCF_900593745.fna.gz,bpseudomallei,208,1,1,6,1,1,4,1,
GCF_900593755.fna.gz,bpseudomallei,495,1,2,2,1,6,4,1,
GCF_900593765.fna.gz,bpseudomallei,34,1,4,12,1,1,4,1,
GCF_900593775.fna.gz,bpseudomallei,872,1,1,2,1,1,10,1,
GCF_900593785.fna.gz,bpseudomallei,174,3,2,14,2,1,3,1,
GCF_900593795.fna.gz,bpseudomallei,70,3,4,11,3,5,4,6,
GCF_900593805.fna.gz,bpseudomallei,174,3,2,14,2,1,3,1,
GCF_900593815.fna.gz,bpseudomallei,new_ST,1,12,12,1,1,2,1,
GCF_900593825.fna.gz,bpseudomallei,932,1,1,3,3,6,2,1,
GCF_900593835.fna.gz,bpseudomallei,54,3,1,3,3,1,2,1,
GCF_900593845.fna.gz,bpseudomallei,656,1,4,2,2,1,1,1,
GCF_900593855.fna.gz,bpseudomallei,545,1,12,2,3,5,22,1,
GCF_900593865.fna.gz,bpseudomallei,54,3,1,3,3,1,2,1,
GCF_900593875.fna.gz,bpseudomallei,531,1,4,2,3,1,4,1,
GCF_900593885.fna.gz,bpseudomallei,183,1,1,11,4,1,22,1,
GCF_900593895.fna.gz,bpseudomallei,17,1,2,3,1,1,1,1,
GCF_900593905.fna.gz,bpseudomallei,93,1,1,2,1,1,4,1,
GCF_900593915.fna.gz,bpseudomallei,176,3,1,4,1,1,3,1,
GCF_900593925.fna.gz,bpseudomallei,70,3,4,11,3,5,4,6,
GCF_900593935.fna.gz,bpseudomallei,315,1,4,3,1,1,3,1,
GCF_900593945.fna.gz,bpseudomallei,new_alleles,1,1,6,1,1,~4,1,
GCF_900593955.fna.gz,bpseudomallei,306,1,2,3,1,1,2,1,
GCF_900593965.fna.gz,bpseudomallei,9,1,1,12,1,1,1,1,
GCF_900593975.fna.gz,bpseudomallei,23,1,2,13,1,1,1,1,
GCF_900593985.fna.gz,bpseudomallei,new_ST,3,12,2,1,1,4,3,
GCF_900593995.fna.gz,bpseudomallei,527,3,1,40,1,1,4,1,
GCF_900594005.fna.gz,bpseudomallei,new_ST,1,4,12,1,1,3,1,
GCF_900594015.fna.gz,bpseudomallei,288,3,2,3,2,1,3,1,
GCF_900594025.fna.gz,bpseudomallei,298,1,1,2,2,1,2,1,
GCF_900594035.fna.gz,bpseudomallei,185,1,4,2,2,1,4,1,
GCF_900594045.fna.gz,bpseudomallei,58,3,1,5,1,1,4,1,
GCF_900594055.fna.gz,bpseudomallei,685,1,4,11,1,1,10,1,
GCF_900594065.fna.gz,bpseudomallei,526,1,2,4,1,1,1,1,
GCF_900594075.fna.gz,bpseudomallei,227,1,1,2,1,5,4,1,
GCF_900594085.fna.gz,bpseudomallei,225,1,2,13,17,6,3,1,
GCF_900594095.fna.gz,bpseudomallei,new_ST,1,4,3,1,1,63,1,
GCF_900594105.fna.gz,bpseudomallei,33,1,4,12,1,1,2,1,
GCF_900594115.fna.gz,bpseudomallei,309,1,2,3,17,1,1,1,
GCF_900594125.fna.gz,bpseudomallei,new_ST,3,1,3,2,1,2,1,
GCF_900594135.fna.gz,bpseudomallei,33,1,4,12,1,1,2,1,
GCF_900594145.fna.gz,bpseudomallei,58,3,1,5,1,1,4,1,
GCF_900594155.fna.gz,bpseudomallei,178,1,1,3,4,5,22,1,
GCF_900594165.fna.gz,bpseudomallei,1793,1,1,3,3,1,22,1,
GCF_900594175.fna.gz,bpseudomallei,34,1,4,12,1,1,4,1,
GCF_900594185.fna.gz,bpseudomallei,new_ST,1,1,3,3,6,4,1,
GCF_900594195.fna.gz,bpseudomallei,188,1,12,3,1,1,2,1,
GCF_900594205.fna.gz,bpseudomallei,70,3,4,11,3,5,4,6,
GCF_900594215.fna.gz,bpseudomallei,288,3,2,3,2,1,3,1,
GCF_900594225.fna.gz,bpseudomallei,526,1,2,4,1,1,1,1,
GCF_900594235.fna.gz,bpseudomallei,208,1,1,6,1,1,4,1,
GCF_900594245.fna.gz,bpseudomallei,162,3,1,4,3,1,4,1,
GCF_900594255.fna.gz,bpseudomallei,221,1,12,2,3,5,29,1,
GCF_900594265.fna.gz,bpseudomallei,9,1,1,12,1,1,1,1,
GCF_900594275.fna.gz,bpseudomallei,1535,3,1,4,1,6,3,1,
GCF_900594285.fna.gz,bpseudomallei,56,3,1,4,1,1,4,1,
GCF_900594295.fna.gz,bpseudomallei,288,3,2,3,2,1,3,1,
GCF_900594305.fna.gz,bpseudomallei,58,3,1,5,1,1,4,1,
GCF_900594315.fna.gz,bpseudomallei,207,1,1,4,1,5,4,1,
GCF_900594325.fna.gz,bpseudomallei,47,3,1,2,1,1,3,1,
GCF_900594335.fna.gz,bpseudomallei,58,3,1,5,1,1,4,1,
GCF_900594345.fna.gz,bpseudomallei,208,1,1,6,1,1,4,1,
GCF_900594355.fna.gz,bpseudomallei,34,1,4,12,1,1,4,1,
GCF_900594365.fna.gz,bpseudomallei,306,1,2,3,1,1,2,1,
GCF_900594375.fna.gz,bpseudomallei,656,1,4,2,2,1,1,1,
GCF_900594385.fna.gz,bpseudomallei,307,1,2,3,1,1,3,1,
GCF_900594395.fna.gz,bpseudomallei,9,1,1,12,1,1,1,1,
GCF_900594405.fna.gz,bpseudomallei,new_ST,1,4,2,1,1,1,1,
GCF_900594415.fna.gz,bpseudomallei,70,3,4,11,3,5,4,6,
GCF_900594425.fna.gz,bpseudomallei,180,1,1,3,4,6,3,1,
GCF_900594435.fna.gz,bpseudomallei,60,3,1,12,1,1,3,1,
GCF_900594445.fna.gz,bpseudomallei,70,3,4,11,3,5,4,6,
GCF_900594455.fna.gz,bpseudomallei,1819,1,2,4,3,1,3,1,
GCF_900594465.fna.gz,bpseudomallei,48,3,1,2,1,1,4,1,
GCF_900594475.fna.gz,bpseudomallei,48,3,1,2,1,1,4,1,
GCF_900594485.fna.gz,bpseudomallei,167,1,1,4,1,1,3,1,
GCF_900594495.fna.gz,bpseudomallei,354,1,1,3,2,1,4,1,
GCF_900594505.fna.gz,bpseudomallei,48,3,1,2,1,1,4,1,
GCF_900594515.fna.gz,bpseudomallei,354,1,1,3,2,1,4,1,
GCF_900594525.fna.gz,bpseudomallei,48,3,1,2,1,1,4,1,
GCF_900594535.fna.gz,bpseudomallei,48,3,1,2,1,1,4,1,
GCF_900594545.fna.gz,bpseudomallei,48,3,1,2,1,1,4,1,
GCF_900594555.fna.gz,bpseudomallei,48,3,1,2,1,1,4,1,
GCF_900594565.fna.gz,bpseudomallei,58,3,1,5,1,1,4,1,
GCF_900594575.fna.gz,bpseudomallei,48,3,1,2,1,1,4,1,
GCF_900594585.fna.gz,bpseudomallei,48,3,1,2,1,1,4,1,
GCF_900594595.fna.gz,bpseudomallei,176,3,1,4,1,1,3,1,
GCF_900594605.fna.gz,bpseudomallei,58,3,1,5,1,1,4,1,
GCF_900594615.fna.gz,bpseudomallei,58,3,1,5,1,1,4,1,
GCF_900594625.fna.gz,bpseudomallei,58,3,1,5,1,1,4,1,
GCF_900594635.fna.gz,bpseudomallei,176,3,1,4,1,1,3,1,
GCF_900594645.fna.gz,bpseudomallei,168,3,1,2,1,5,4,1,
GCF_900594655.fna.gz,bpseudomallei,176,3,1,4,1,1,3,1,
GCF_900594665.fna.gz,bpseudomallei,54,3,1,3,3,1,2,1,
GCF_900594675.fna.gz,bpseudomallei,48,3,1,2,1,1,4,1,
GCF_900594685.fna.gz,bpseudomallei,new_ST,3,4,2,1,5,4,1,
GCF_900594695.fna.gz,bpseudomallei,58,3,1,5,1,1,4,1,
GCF_900594705.fna.gz,bpseudomallei,48,3,1,2,1,1,4,1,
GCF_900594715.fna.gz,bpseudomallei,219,3,2,2,1,1,2,1,
GCF_900594725.fna.gz,bpseudomallei,1535,3,1,4,1,6,3,1,
GCF_900594735.fna.gz,bpseudomallei,48,3,1,2,1,1,4,1,
GCF_900594745.fna.gz,bpseudomallei,60,3,1,12,1,1,3,1,
GCF_900594755.fna.gz,bpseudomallei,219,3,2,2,1,1,2,1,
GCF_900594765.fna.gz,bpseudomallei,70,3,4,11,3,5,4,6,
GCF_900594775.fna.gz,bpseudomallei,new_ST,1,1,11,1,6,22,1,
GCF_900594785.fna.gz,bpseudomallei,219,3,2,2,1,1,2,1,
GCF_900594795.fna.gz,bpseudomallei,70,3,4,11,3,5,4,6,
GCF_900594805.fna.gz,bpseudomallei,new_ST,1,1,11,1,6,22,1,
GCF_900594815.fna.gz,bpseudomallei,new_ST,1,1,11,1,6,22,1,
GCF_900594825.fna.gz,bpseudomallei,new_ST,1,1,11,1,6,22,1,
GCF_900594835.fna.gz,bpseudomallei,new_ST,1,1,11,1,6,22,1,
GCF_900594845.fna.gz,bpseudomallei,new_ST,1,1,11,1,6,22,1,
GCF_900594855.fna.gz,bpseudomallei,new_ST,1,1,11,1,6,22,1,
GCF_900594865.fna.gz,bpseudomallei,new_ST,1,1,11,1,6,22,1,
GCF_900594875.fna.gz,bpseudomallei,174,3,2,14,2,1,3,1,
GCF_900594885.fna.gz,bpseudomallei,new_ST,1,1,11,1,6,22,1,
GCF_900594895.fna.gz,bpseudomallei,174,3,2,14,2,1,3,1,
GCF_900594905.fna.gz,bpseudomallei,174,3,2,14,2,1,3,1,
GCF_900594915.fna.gz,bpseudomallei,174,3,2,14,2,1,3,1,
GCF_900594925.fna.gz,bpseudomallei,174,3,2,14,2,1,3,1,
GCF_900594935.fna.gz,bpseudomallei,174,3,2,14,2,1,3,1,
GCF_900594945.fna.gz,bpseudomallei,174,3,2,14,2,1,3,1,
GCF_900594955.fna.gz,bpseudomallei,174,3,2,14,2,1,3,1,
GCF_900594965.fna.gz,bpseudomallei,174,3,2,14,2,1,3,1,
GCF_900594975.fna.gz,bpseudomallei,174,3,2,14,2,1,3,1,
GCF_900594985.fna.gz,bpseudomallei,220,3,4,11,3,5,3,6,
GCF_900594995.fna.gz,bpseudomallei,220,3,4,11,3,5,3,6,
GCF_900595005.fna.gz,bpseudomallei,220,3,4,11,3,5,3,6,
GCF_900595015.fna.gz,bpseudomallei,220,3,4,11,3,5,3,6,
GCF_900595025.fna.gz,bpseudomallei,220,3,4,11,3,5,3,6,
GCF_900595035.fna.gz,bpseudomallei,220,3,4,11,3,5,3,6,
GCF_900595045.fna.gz,bpseudomallei,220,3,4,11,3,5,3,6,
GCF_900595055.fna.gz,bpseudomallei,220,3,4,11,3,5,3,6,
GCF_900595065.fna.gz,bpseudomallei,220,3,4,11,3,5,3,6,
GCF_900595075.fna.gz,bpseudomallei,220,3,4,11,3,5,3,6,
GCF_900595085.fna.gz,bpseudomallei,new_ST,1,1,13,2,1,3,3,
GCF_900595095.fna.gz,bpseudomallei,new_ST,1,1,13,2,1,3,3,
GCF_900595105.fna.gz,bpseudomallei,new_ST,1,2,3,2,8,2,16,
GCF_900595115.fna.gz,bpseudomallei,70,3,4,11,3,5,4,6,
GCF_900595125.fna.gz,bpseudomallei,new_ST,1,2,3,2,8,2,16,
GCF_900595135.fna.gz,bpseudomallei,new_ST,1,2,3,2,8,2,16,
GCF_900595145.fna.gz,bpseudomallei,new_ST,3,4,11,4,5,2,3,
GCF_900595155.fna.gz,bpseudomallei,new_ST,1,2,3,2,8,2,16,
GCF_900595165.fna.gz,bpseudomallei,70,3,4,11,3,5,4,6,
GCF_900595175.fna.gz,bpseudomallei,new_ST,3,4,11,4,5,2,3,
GCF_900595185.fna.gz,bpseudomallei,70,3,4,11,3,5,4,6,
GCF_900595195.fna.gz,bpseudomallei,48,3,1,2,1,1,4,1,
GCF_900595205.fna.gz,bpseudomallei,70,3,4,11,3,5,4,6,
GCF_900595215.fna.gz,bpseudomallei,70,3,4,11,3,5,4,6,
GCF_900595225.fna.gz,bpseudomallei,70,3,4,11,3,5,4,6,
GCF_900595235.fna.gz,bpseudomallei,34,1,4,12,1,1,4,1,
GCF_900595245.fna.gz,bpseudomallei,70,3,4,11,3,5,4,6,
GCF_900595255.fna.gz,bpseudomallei,70,3,4,11,3,5,4,6,
GCF_900595265.fna.gz,bpseudomallei,70,3,4,11,3,5,4,6,
GCF_900595275.fna.gz,bpseudomallei,new_ST,1,1,13,2,1,3,3,
GCF_900595285.fna.gz,bpseudomallei,70,3,4,11,3,5,4,6,
GCF_900595295.fna.gz,bpseudomallei,68,3,4,11,1,5,4,6,
GCF_900595305.fna.gz,bpseudomallei,68,3,4,11,1,5,4,6,
GCF_900595315.fna.gz,bpseudomallei,68,3,4,11,1,5,4,6,
GCF_900595325.fna.gz,bpseudomallei,68,3,4,11,1,5,4,6,
GCF_900595335.fna.gz,bpseudomallei,68,3,4,11,1,5,4,6,
GCF_900595345.fna.gz,bpseudomallei,68,3,4,11,1,5,4,6,
GCF_900595355.fna.gz,bpseudomallei,68,3,4,11,1,5,4,6,
GCF_900595365.fna.gz,bpseudomallei,68,3,4,11,1,5,4,6,
GCF_900595375.fna.gz,bpseudomallei,68,3,4,11,1,5,4,6,
GCF_900595385.fna.gz,bpseudomallei,60,3,1,12,1,1,3,1,
GCF_900595395.fna.gz,bpseudomallei,48,3,1,2,1,1,4,1,
GCF_900595405.fna.gz,bpseudomallei,48,3,1,2,1,1,4,1,
GCF_900595425.fna.gz,bpseudomallei,48,3,1,2,1,1,4,1,
GCF_900595435.fna.gz,bpseudomallei,60,3,1,12,1,1,3,1,
GCF_900595445.fna.gz,bpseudomallei,48,3,1,2,1,1,4,1,
GCF_900595455.fna.gz,bpseudomallei,48,3,1,2,1,1,4,1,
GCF_900595465.fna.gz,bpseudomallei,60,3,1,12,1,1,3,1,
GCF_900595475.fna.gz,bpseudomallei,42,1,12,6,2,1,2,1,
GCF_900595485.fna.gz,bpseudomallei,42,1,12,6,2,1,2,1,
GCF_900595495.fna.gz,bpseudomallei,42,1,12,6,2,1,2,1,
GCF_900595505.fna.gz,bpseudomallei,42,1,12,6,2,1,2,1,
GCF_900595515.fna.gz,bpseudomallei,42,1,12,6,2,1,2,1,
GCF_900595525.fna.gz,bpseudomallei,42,1,12,6,2,1,2,1,
GCF_900595535.fna.gz,bpseudomallei,42,1,12,6,2,1,2,1,
GCF_900595545.fna.gz,bpseudomallei,42,1,12,6,2,1,2,1,
GCF_900595555.fna.gz,bpseudomallei,42,1,12,6,2,1,2,1,
GCF_900595565.fna.gz,bpseudomallei,42,1,12,6,2,1,2,1,
GCF_900595575.fna.gz,bpseudomallei,60,3,1,12,1,1,3,1,
GCF_900595585.fna.gz,bpseudomallei,168,3,1,2,1,5,4,1,
GCF_900595595.fna.gz,bpseudomallei,60,3,1,12,1,1,3,1,
GCF_900595605.fna.gz,bpseudomallei,93,1,1,2,1,1,4,1,
GCF_900595615.fna.gz,bpseudomallei,60,3,1,12,1,1,3,1,
GCF_900595625.fna.gz,bpseudomallei,52,3,1,2,2,1,11,1,
GCF_900595635.fna.gz,bpseudomallei,60,3,1,12,1,1,3,1,
GCF_900595645.fna.gz,bpseudomallei,new_alleles,3,~1,3,3,1,2,1,
GCF_900595655.fna.gz,bpseudomallei,58,3,1,5,1,1,4,1,
GCF_900595665.fna.gz,bpseudomallei,58,3,1,5,1,1,4,1,
GCF_900595675.fna.gz,bpseudomallei,32,1,4,11,3,5,4,6,
GCF_900595685.fna.gz,bpseudomallei,52,3,1,2,2,1,11,1,
GCF_900595695.fna.gz,bpseudomallei,58,3,1,5,1,1,4,1,
GCF_900595705.fna.gz,bpseudomallei,58,3,1,5,1,1,4,1,
GCF_900595715.fna.gz,bpseudomallei,58,3,1,5,1,1,4,1,
GCF_900595725.fna.gz,bpseudomallei,58,3,1,5,1,1,4,1,
GCF_900595735.fna.gz,bpseudomallei,58,3,1,5,1,1,4,1,
GCF_900595745.fna.gz,bpseudomallei,58,3,1,5,1,1,4,1,
GCF_900595755.fna.gz,bpseudomallei,58,3,1,5,1,1,4,1,
GCF_900595765.fna.gz,bpseudomallei,208,1,1,6,1,1,4,1,
GCF_900595775.fna.gz,bpseudomallei,58,3,1,5,1,1,4,1,
GCF_900595785.fna.gz,bpseudomallei,54,3,1,3,3,1,2,1,
GCF_900595795.fna.gz,bpseudomallei,58,3,1,5,1,1,4,1,
GCF_900595805.fna.gz,bpseudomallei,58,3,1,5,1,1,4,1,
GCF_900595815.fna.gz,bpseudomallei,58,3,1,5,1,1,4,1,
GCF_900595825.fna.gz,bpseudomallei,208,1,1,6,1,1,4,1,
GCF_900595835.fna.gz,bpseudomallei,309,1,2,3,17,1,1,1,
GCF_900595845.fna.gz,bpseudomallei,58,3,1,5,1,1,4,1,
GCF_900595855.fna.gz,bpseudomallei,54,3,1,3,3,1,2,1,
GCF_900595865.fna.gz,bpseudomallei,218,1,1,6,1,1,1,19,
GCF_900595875.fna.gz,bpseudomallei,309,1,2,3,17,1,1,1,
GCF_900595885.fna.gz,bpseudomallei,218,1,1,6,1,1,1,19,
GCF_900595895.fna.gz,bpseudomallei,218,1,1,6,1,1,1,19,
GCF_900595905.fna.gz,bpseudomallei,218,1,1,6,1,1,1,19,
GCF_900595915.fna.gz,bpseudomallei,218,1,1,6,1,1,1,19,
GCF_900595925.fna.gz,bpseudomallei,218,1,1,6,1,1,1,19,
GCF_900595935.fna.gz,bpseudomallei,218,1,1,6,1,1,1,19,
GCF_900595945.fna.gz,bpseudomallei,218,1,1,6,1,1,1,19,
GCF_900595955.fna.gz,bpseudomallei,218,1,1,6,1,1,1,19,
GCF_900595975.fna.gz,bpseudomallei,54,3,1,3,3,1,2,1,
GCF_900595985.fna.gz,bpseudomallei,54,3,1,3,3,1,2,1,
GCF_900595995.fna.gz,bpseudomallei,218,1,1,6,1,1,1,19,
