Genome,Scheme,ST,dnaE,gyrB,recA,dtdS,pntA,pyrC,tnaA,clonal_complex
GCF_006371655.fna.gz,vparahaemolyticus,1790,9,1,62,296,49,85,20,no
GCF_006371685.fna.gz,vparahaemolyticus,800,214,342,3,297,61,14,23,no
GCF_006371705.fna.gz,vparahaemolyticus,1061,183,396,172,27,23,182,57,
GCF_006371715.fna.gz,vparahaemolyticus,1061,183,396,172,27,23,182,57,
GCF_006371735.fna.gz,vparahaemolyticus,new_ST,5,84,115,74,63,26,84,
GCF_006371755.fna.gz,vparahaemolyticus,new_ST,5,84,115,74,63,26,84,
GCF_006371795.fna.gz,vparahaemolyticus,new_ST,73,104,80,270,174,410,17,
GCF_006371805.fna.gz,vparahaemolyticus,1790,9,1,62,296,49,85,20,no
GCF_006371825.fna.gz,vparahaemolyticus,1821,182,52,25,75,156,104,71,no
GCF_006371835.fna.gz,vparahaemolyticus,809,215,344,144,76,48,232,26,no
GCF_006371845.fna.gz,vparahaemolyticus,1060,224,90,273,19,4,238,68,
GCF_006371865.fna.gz,vparahaemolyticus,847,148,355,74,19,127,101,202,no
GCF_006371905.fna.gz,vparahaemolyticus,1820,49,169,67,76,92,127,98,no
GCF_006371915.fna.gz,vparahaemolyticus,new_alleles,338,~566,80,66,113,41,132,
GCF_006371945.fna.gz,vparahaemolyticus,new_ST,60,276,133,145,61,27,26,
GCF_006371955.fna.gz,vparahaemolyticus,-,182,-,~197,293,50,147,23,
GCF_006371975.fna.gz,vparahaemolyticus,-,182,-,~197,293,50,147,23,
GCF_006372015.fna.gz,vparahaemolyticus,new_alleles,49,333,~74,195,24,412,237,
GCF_006372035.fna.gz,vparahaemolyticus,817,48,5,41,299,140,7,108,no
GCF_006372045.fna.gz,vparahaemolyticus,new_alleles,100,159,15,~375,48,78,~178,
GCF_006372055.fna.gz,vparahaemolyticus,817,48,5,41,299,140,7,108,no
GCF_006372075.fna.gz,vparahaemolyticus,new_alleles,11,~181,25,35,26,96,163,
GCF_006372085.fna.gz,vparahaemolyticus,new_alleles,~35,130,118,~491,~193,128,~24,
GCF_006372095.fna.gz,vparahaemolyticus,new_alleles,5,263,~247,73,46,7,26,
GCF_006372145.fna.gz,vparahaemolyticus,1530,44,111,59,397,6,5,52,no
GCF_006372155.fna.gz,vparahaemolyticus,918,29,339,75,123,4,18,46,no
GCF_006372165.fna.gz,vparahaemolyticus,new_alleles,26,109,81,~353,~197,11,~239,
GCF_006372185.fna.gz,vparahaemolyticus,new_alleles,26,41,25,89,~233,244,~57,
GCF_006372235.fna.gz,vparahaemolyticus,1835,150,143,364,434,60,407,54,no
GCF_006372255.fna.gz,vparahaemolyticus,285,39,113,27,143,26,125,26,no
GCF_006372265.fna.gz,vparahaemolyticus,285,39,113,27,143,26,125,26,no
GCF_006372275.fna.gz,vparahaemolyticus,new_ST,28,106,82,251,18,69,26,
GCF_006372285.fna.gz,vparahaemolyticus,1343,95,34,211,242,74,45,70,no
GCF_006372305.fna.gz,vparahaemolyticus,817,48,5,41,299,140,7,108,no
GCF_006372325.fna.gz,vparahaemolyticus,new_alleles,60,242,~245,~73,4,309,187,
GCF_006372365.fna.gz,vparahaemolyticus,new_alleles,~338,403,31,125,50,47,17,
GCF_006372385.fna.gz,vparahaemolyticus,2172,4,13,11,38,28,9,207,no
GCF_006372395.fna.gz,vparahaemolyticus,1490,112,143,25,120,54,11,81,no
GCF_006372405.fna.gz,vparahaemolyticus,new_alleles,333,153,31,78,26,109,~33,
GCF_006372445.fna.gz,vparahaemolyticus,new_alleles,31,146,162,69,78,~297,247,
GCF_006372455.fna.gz,vparahaemolyticus,new_alleles,106,142,74,~39,46,11,77,
GCF_006372465.fna.gz,vparahaemolyticus,new_alleles,106,142,74,~39,46,11,77,
GCF_006372485.fna.gz,vparahaemolyticus,2157,397,195,123,66,46,7,26,no
GCF_006372535.fna.gz,vparahaemolyticus,new_alleles,180,106,158,~107,50,307,24,
GCF_006372545.fna.gz,vparahaemolyticus,new_ST,91,101,84,91,26,262,17,
GCF_006372565.fna.gz,vparahaemolyticus,new_ST,35,25,239,103,4,10,57,
GCF_006372575.fna.gz,vparahaemolyticus,new_ST,84,106,89,191,4,37,24,
GCF_006372595.fna.gz,vparahaemolyticus,new_alleles,~100,131,31,408,28,130,47,
GCF_006372615.fna.gz,vparahaemolyticus,new_alleles,207,257,~247,~311,21,107,33,
GCF_006372625.fna.gz,vparahaemolyticus,new_ST,230,143,233,29,47,388,12,
GCF_006372635.fna.gz,vparahaemolyticus,1249,44,58,257,371,4,3,238,no
GCF_006372695.fna.gz,vparahaemolyticus,new_ST,103,146,117,13,28,10,51,
GCF_006372705.fna.gz,vparahaemolyticus,new_ST,80,88,111,109,26,95,100,
GCF_006372715.fna.gz,vparahaemolyticus,799,28,4,82,88,63,187,1,799
GCF_006372735.fna.gz,vparahaemolyticus,new_ST,80,88,111,109,26,95,100,
GCF_006372765.fna.gz,vparahaemolyticus,847,148,355,74,19,127,101,202,no
GCF_006372775.fna.gz,vparahaemolyticus,new_alleles,60,184,~274,346,194,27,30,
GCF_006372785.fna.gz,vparahaemolyticus,new_ST,11,106,135,74,37,212,54,
GCF_006372795.fna.gz,vparahaemolyticus,1315,12,130,86,91,4,102,23,no
GCF_006372855.fna.gz,vparahaemolyticus,new_alleles,28,478,67,91,28,~43,26,
GCF_006372865.fna.gz,vparahaemolyticus,2184,19,165,70,150,50,68,73,no
GCF_006372885.fna.gz,vparahaemolyticus,new_alleles,28,282,70,378,49,178,~244,
GCF_006372905.fna.gz,vparahaemolyticus,new_alleles,377,147,67,206,~56,37,280,
GCF_006372915.fna.gz,vparahaemolyticus,992,9,213,165,82,2,46,1,no
GCF_006372925.fna.gz,vparahaemolyticus,288,3,25,60,144,31,128,26,no
GCF_006372945.fna.gz,vparahaemolyticus,271,3,134,81,76,26,11,26,no
GCF_006372965.fna.gz,vparahaemolyticus,new_ST,205,226,3,50,23,8,12,
GCF_006373015.fna.gz,vparahaemolyticus,new_ST,62,82,72,5,50,5,234,
GCF_006373025.fna.gz,vparahaemolyticus,new_ST,6,6,173,17,11,35,54,
GCF_006373035.fna.gz,vparahaemolyticus,new_ST,205,226,3,50,23,8,12,
GCF_006373045.fna.gz,vparahaemolyticus,-,131,487,31,35,26,-,146,
GCF_006373055.fna.gz,vparahaemolyticus,new_ST,132,299,198,19,26,206,237,
GCF_006373095.fna.gz,vparahaemolyticus,809,215,344,144,76,48,232,26,no
GCF_006373115.fna.gz,vparahaemolyticus,new_alleles,12,~204,61,175,149,~82,12,
GCF_006373155.fna.gz,vparahaemolyticus,new_alleles,34,~127,127,163,181,46,47,
GCF_006373175.fna.gz,vparahaemolyticus,new_ST,175,106,173,186,61,11,37,
GCF_006373185.fna.gz,vparahaemolyticus,new_alleles,~361,141,154,150,78,37,~57,
GCF_006373195.fna.gz,vparahaemolyticus,new_alleles,~71,104,72,73,233,~297,71,
GCF_006373225.fna.gz,vparahaemolyticus,2486,155,475,242,407,206,11,24,
GCF_006373235.fna.gz,vparahaemolyticus,new_ST,133,136,3,79,43,63,23,
GCF_006373265.fna.gz,vparahaemolyticus,1815,291,49,45,49,4,50,23,no
GCF_006373285.fna.gz,vparahaemolyticus,new_alleles,~100,89,~399,19,4,297,~254,
GCF_006373315.fna.gz,vparahaemolyticus,new_ST,339,461,31,13,61,145,47,
GCF_006373325.fna.gz,vparahaemolyticus,new_alleles,12,~204,286,19,143,47,51,
GCF_006373345.fna.gz,vparahaemolyticus,288,3,25,60,144,31,128,26,no
GCF_006373365.fna.gz,vparahaemolyticus,new_ST,363,246,73,29,4,10,33,
GCF_006373375.fna.gz,vparahaemolyticus,new_alleles,34,~127,127,163,181,46,47,
GCF_006373385.fna.gz,vparahaemolyticus,1027,60,94,89,82,26,37,23,no
GCF_006373395.fna.gz,vparahaemolyticus,new_alleles,34,~127,127,163,181,46,47,
GCF_006373455.fna.gz,vparahaemolyticus,new_ST,19,368,113,426,50,119,23,
GCF_006373465.fna.gz,vparahaemolyticus,new_alleles,34,~127,127,163,181,46,47,
GCF_006373495.fna.gz,vparahaemolyticus,new_ST,62,82,72,5,50,5,234,
GCF_006373505.fna.gz,vparahaemolyticus,new_ST,76,88,31,112,53,45,33,
GCF_006373515.fna.gz,vparahaemolyticus,new_alleles,~378,134,99,79,26,~209,86,
GCF_006373545.fna.gz,vparahaemolyticus,1121,232,408,31,29,26,166,71,no
GCF_006373555.fna.gz,vparahaemolyticus,1811,33,430,274,340,39,342,225,no
GCF_006373585.fna.gz,vparahaemolyticus,212,69,92,69,114,54,71,24,no
GCF_006373615.fna.gz,vparahaemolyticus,1061,183,396,172,27,23,182,57,
GCF_006373625.fna.gz,vparahaemolyticus,1770,155,29,141,73,26,100,26,no
GCF_006373635.fna.gz,vparahaemolyticus,new_alleles,71,~86,85,13,26,73,9,
GCF_006373645.fna.gz,vparahaemolyticus,1770,155,29,141,73,26,100,26,no
GCF_006373675.fna.gz,vparahaemolyticus,new_ST,31,106,135,74,4,212,54,
GCF_006373705.fna.gz,vparahaemolyticus,new_alleles,137,~402,~59,82,18,11,86,
GCF_006373715.fna.gz,vparahaemolyticus,859,208,300,213,29,147,46,24,no
GCF_006373735.fna.gz,vparahaemolyticus,347,103,186,31,78,2,144,26,no
GCF_006373775.fna.gz,vparahaemolyticus,new_ST,62,82,72,5,50,5,234,
GCF_006373785.fna.gz,vparahaemolyticus,new_ST,344,465,341,11,239,190,86,
GCF_006373815.fna.gz,vparahaemolyticus,new_ST,6,6,173,17,11,35,54,
GCF_006373825.fna.gz,vparahaemolyticus,1805,47,91,166,46,79,45,26,no
GCF_006373845.fna.gz,vparahaemolyticus,1375,319,449,323,388,56,160,12,no
GCF_006373875.fna.gz,vparahaemolyticus,new_ST,382,136,60,180,31,212,54,
GCF_006373885.fna.gz,vparahaemolyticus,1072,111,404,164,149,115,164,118,
GCF_006373905.fna.gz,vparahaemolyticus,new_ST,152,57,17,14,214,54,14,
GCF_006373935.fna.gz,vparahaemolyticus,new_alleles,7,106,3,19,26,~203,33,
GCF_006373945.fna.gz,vparahaemolyticus,new_alleles,31,4,91,~159,50,90,23,
GCF_006373955.fna.gz,vparahaemolyticus,new_ST,62,82,72,5,50,5,234,
GCF_006373975.fna.gz,vparahaemolyticus,669,203,152,224,69,18,11,26,no
GCF_006373995.fna.gz,vparahaemolyticus,1121,232,408,31,29,26,166,71,no
GCF_006374035.fna.gz,vparahaemolyticus,new_ST,62,82,72,5,50,5,234,
GCF_006374045.fna.gz,vparahaemolyticus,new_ST,26,355,357,74,152,393,23,
GCF_006374055.fna.gz,vparahaemolyticus,new_ST,6,6,173,17,11,35,54,
GCF_006374075.fna.gz,vparahaemolyticus,1328,80,106,34,237,50,96,26,no
GCF_006374095.fna.gz,vparahaemolyticus,1770,155,29,141,73,26,100,26,no
GCF_006374125.fna.gz,vparahaemolyticus,2134,5,532,251,129,120,5,203,no
GCF_006374135.fna.gz,vparahaemolyticus,347,103,186,31,78,2,144,26,no
GCF_006374155.fna.gz,vparahaemolyticus,new_ST,31,106,135,74,4,212,54,
GCF_006374185.fna.gz,vparahaemolyticus,1969,28,15,31,55,18,58,46,no
GCF_006374215.fna.gz,vparahaemolyticus,new_ST,28,235,19,220,23,26,94,
GCF_006374225.fna.gz,vparahaemolyticus,945,266,316,263,337,150,11,62,no
GCF_006374245.fna.gz,vparahaemolyticus,new_ST,51,197,77,50,60,54,33,
GCF_006374255.fna.gz,vparahaemolyticus,411,2,113,72,94,26,83,23,no
GCF_006374285.fna.gz,vparahaemolyticus,new_ST,44,124,31,171,56,11,225,
GCF_006374305.fna.gz,vparahaemolyticus,3,3,4,19,4,29,4,22,3
GCF_006374335.fna.gz,vparahaemolyticus,154,35,50,63,27,49,46,26,no
GCF_006374345.fna.gz,vparahaemolyticus,-,26,428,-,278,21,11,51,
GCF_006374355.fna.gz,vparahaemolyticus,154,35,50,63,27,49,46,26,no
GCF_006374375.fna.gz,vparahaemolyticus,600,206,90,209,245,18,225,33,no
GCF_006374395.fna.gz,vparahaemolyticus,new_alleles,~132,131,209,127,165,352,17,
GCF_006374405.fna.gz,vparahaemolyticus,1089,230,286,64,272,28,163,23,
GCF_006374415.fna.gz,vparahaemolyticus,169,51,4,77,67,60,8,33,no
GCF_006374455.fna.gz,vparahaemolyticus,-,-,487,31,35,26,-,146,
GCF_006374465.fna.gz,vparahaemolyticus,new_alleles,~44,~88,299,76,50,54,2,
GCF_006374495.fna.gz,vparahaemolyticus,new_alleles,112,25,187,~116,61,5,47,
GCF_006374505.fna.gz,vparahaemolyticus,154,35,50,63,27,49,46,26,no
GCF_006374545.fna.gz,vparahaemolyticus,new_alleles,291,199,146,13,~11,11,135,
GCF_006374555.fna.gz,vparahaemolyticus,679,19,318,4,13,54,96,175,no
GCF_006374585.fna.gz,vparahaemolyticus,new_ST,5,153,186,12,117,3,94,
GCF_006374595.fna.gz,vparahaemolyticus,2097,44,130,87,110,56,37,63,no
GCF_006374605.fna.gz,vparahaemolyticus,679,19,318,4,13,54,96,175,no
GCF_006374635.fna.gz,vparahaemolyticus,491,28,106,82,204,18,7,26,
GCF_006374665.fna.gz,vparahaemolyticus,new_ST,12,52,98,13,78,46,84,
GCF_006374675.fna.gz,vparahaemolyticus,600,206,90,209,245,18,225,33,no
GCF_006374695.fna.gz,vparahaemolyticus,546,84,149,19,46,139,37,144,no
GCF_006374735.fna.gz,vparahaemolyticus,new_ST,7,236,113,89,6,370,33,
GCF_006374745.fna.gz,vparahaemolyticus,new_alleles,~3,349,102,284,26,109,51,
GCF_006374755.fna.gz,vparahaemolyticus,new_ST,201,25,98,61,197,27,98,
GCF_006374775.fna.gz,vparahaemolyticus,347,103,186,31,78,2,144,26,no
GCF_006374805.fna.gz,vparahaemolyticus,new_alleles,175,72,168,~216,130,281,32,
GCF_006374815.fna.gz,vparahaemolyticus,679,19,318,4,13,54,96,175,no
GCF_006374845.fna.gz,vparahaemolyticus,864,3,230,61,268,2,245,2,no
GCF_006374865.fna.gz,vparahaemolyticus,new_ST,26,428,123,278,21,11,51,
GCF_006374875.fna.gz,vparahaemolyticus,new_alleles,101,124,~105,13,4,101,26,
GCF_006374895.fna.gz,vparahaemolyticus,new_alleles,1,369,~30,435,142,110,26,
GCF_006374915.fna.gz,vparahaemolyticus,-,3,82,-,153,30,7,23,
GCF_006374925.fna.gz,vparahaemolyticus,new_alleles,~132,131,209,127,165,352,17,
GCF_006374955.fna.gz,vparahaemolyticus,new_alleles,12,~303,150,~13,4,3,254,
GCF_006374995.fna.gz,vparahaemolyticus,new_alleles,~132,131,209,127,165,352,17,
GCF_006375005.fna.gz,vparahaemolyticus,new_alleles,3,316,150,191,70,177,~23,
GCF_006375025.fna.gz,vparahaemolyticus,new_alleles,81,~4,353,171,46,~23,155,
GCF_006375035.fna.gz,vparahaemolyticus,new_alleles,233,75,~244,67,26,11,~135,
GCF_006375045.fna.gz,vparahaemolyticus,984,49,209,249,50,112,37,23,no
GCF_006375075.fna.gz,vparahaemolyticus,new_alleles,11,104,~25,~126,162,5,47|47,
GCF_006375115.fna.gz,vparahaemolyticus,new_alleles,5,~431,62,~359,149,~71,132,
GCF_006375125.fna.gz,vparahaemolyticus,984,49,209,249,50,112,37,23,no
GCF_006375135.fna.gz,vparahaemolyticus,new_alleles,60,106,~31,38,2,207,33,
GCF_006375165.fna.gz,vparahaemolyticus,new_alleles,81,~4,353,171,46,~23,155,
GCF_006375175.fna.gz,vparahaemolyticus,new_alleles,151,117,124,166,162,~387,24,
GCF_006375195.fna.gz,vparahaemolyticus,new_alleles,5,13,25,163,~50,11,57,
GCF_006375205.fna.gz,vparahaemolyticus,-,19,318,4,-,54,96,175,
GCF_006375215.fna.gz,vparahaemolyticus,1541,3,116,210,288,28,226,159,no
GCF_006375275.fna.gz,vparahaemolyticus,2192,80,25,160,179,26,10,23,no
GCF_006375285.fna.gz,vparahaemolyticus,984,49,209,249,50,112,37,23,no
GCF_006375315.fna.gz,vparahaemolyticus,new_alleles,81,~4,353,171,46,~23,155,
GCF_006375325.fna.gz,vparahaemolyticus,984,49,209,249,50,112,37,23,no
GCF_006375335.fna.gz,vparahaemolyticus,new_alleles,~299,~205,~102,29,~28,52,178,
GCF_006375345.fna.gz,vparahaemolyticus,984,49,209,249,50,112,37,23,no
GCF_006375385.fna.gz,vparahaemolyticus,new_ST,130,58,113,290,143,119,169,
GCF_006375395.fna.gz,vparahaemolyticus,984,49,209,249,50,112,37,23,no
GCF_006375405.fna.gz,vparahaemolyticus,1851,208,300,213,437,147,46,24,no
GCF_006375445.fna.gz,vparahaemolyticus,984,49,209,249,50,112,37,23,no
GCF_006375455.fna.gz,vparahaemolyticus,new_alleles,33,261,39,88,~63,45,23,
GCF_006375495.fna.gz,vparahaemolyticus,950,3,374,31,214,26,119,54,no
GCF_006375515.fna.gz,vparahaemolyticus,864,3,230,61,268,2,245,2,no
GCF_006375525.fna.gz,vparahaemolyticus,564,31,106,135,74,37,212,54,no
GCF_006375555.fna.gz,vparahaemolyticus,-,270,182,-,~29,47,23,~23,
GCF_006375565.fna.gz,vparahaemolyticus,new_alleles,28,282,70,378,49,178,~244,
GCF_006376705.fna.gz,vparahaemolyticus,new_alleles,42,~525,67,40,35,109,31,
GCF_006376745.fna.gz,vparahaemolyticus,new_alleles,~299,~205,~102,29,~28,52,178,
GCF_006376755.fna.gz,vparahaemolyticus,984,49,209,249,50,112,37,23,no
GCF_006376765.fna.gz,vparahaemolyticus,984,49,209,249,50,112,37,23,no
GCF_006376775.fna.gz,vparahaemolyticus,2014,348,510,67,280,26,11,42,no
GCF_006376815.fna.gz,vparahaemolyticus,744,31,82,236,35,23,26,51,no
GCF_006376835.fna.gz,vparahaemolyticus,new_alleles,352,117,175,82,~63,~415,~23,
GCF_006376855.fna.gz,vparahaemolyticus,984,49,209,249,50,112,37,23,no
GCF_006376875.fna.gz,vparahaemolyticus,984,49,209,249,50,112,37,23,no
GCF_006376895.fna.gz,vparahaemolyticus,564,31,106,135,74,37,212,54,no
GCF_006376905.fna.gz,vparahaemolyticus,new_ST,80,13,62,150,35,413,23,
GCF_006376915.fna.gz,vparahaemolyticus,564,31,106,135,74,37,212,54,no
GCF_006376975.fna.gz,vparahaemolyticus,new_alleles,81,~4,353,171,46,~23,155,
GCF_006376985.fna.gz,vparahaemolyticus,new_alleles,28,282,70,378,49,178,~244,
GCF_006376995.fna.gz,vparahaemolyticus,new_ST,291,106,199,331,2,3,20,
GCF_006377005.fna.gz,vparahaemolyticus,679,19,318,4,13,54,96,175,no
GCF_006377025.fna.gz,vparahaemolyticus,new_alleles,352,117,175,82,~63,~415,~23,
GCF_006377075.fna.gz,vparahaemolyticus,505,5,40,38,209,45,190,94,
GCF_006377085.fna.gz,vparahaemolyticus,558,173,82,73,235,4,5,26,no
GCF_006377095.fna.gz,vparahaemolyticus,984,49,209,249,50,112,37,23,no
GCF_006377105.fna.gz,vparahaemolyticus,new_alleles,~358,127,194,89,26,46,~143,
GCF_006377115.fna.gz,vparahaemolyticus,984,49,209,249,50,112,37,23,no
GCF_006377145.fna.gz,vparahaemolyticus,new_ST,352,262,19,116,26,45,68,
GCF_006377195.fna.gz,vparahaemolyticus,new_ST,31,371,67,13,4,145,1,
GCF_006377205.fna.gz,vparahaemolyticus,114,55,15,31,55,18,58,46,114
GCF_006377225.fna.gz,vparahaemolyticus,new_alleles,~299,~205,~102,29,~28,52,178,
GCF_006377265.fna.gz,vparahaemolyticus,new_alleles,28,~250,209,79,28,~297,26,
GCF_006377285.fna.gz,vparahaemolyticus,1841,79,72,299,89,23,410,23,no
GCF_006377295.fna.gz,vparahaemolyticus,new_alleles,26,282,~197,50,~173,72,13,
GCF_006377305.fna.gz,vparahaemolyticus,79,35,43,38,21,31,35,37,no
GCF_006377345.fna.gz,vparahaemolyticus,new_alleles,266,77,61,~149,69,~93,24,
GCF_006377375.fna.gz,vparahaemolyticus,new_alleles,111,~155,~114,~276,~192,71,248,
GCF_006377385.fna.gz,vparahaemolyticus,984,49,209,249,50,112,37,23,no
GCF_006377395.fna.gz,vparahaemolyticus,new_ST,214,291,214,76,26,26,105,
GCF_006377405.fna.gz,vparahaemolyticus,445,137,238,3,194,122,11,131,no
GCF_006377445.fna.gz,vparahaemolyticus,new_alleles,5,4,~310,~223,249,~410,24,
GCF_006377455.fna.gz,vparahaemolyticus,1703,230,143,31,418,47,388,12,no
GCF_006377475.fna.gz,vparahaemolyticus,-,44,106,-,126,28,268,193,
GCF_006377495.fna.gz,vparahaemolyticus,-,131,487,31,35,26,-,146,
GCF_006377535.fna.gz,vparahaemolyticus,new_alleles,~33,276,206,5,10,213,94,
GCF_006377545.fna.gz,vparahaemolyticus,-,62,82,-,5,50,5,234,
GCF_006377565.fna.gz,vparahaemolyticus,799,28,4,82,88,63,187,1,799
GCF_006377575.fna.gz,vparahaemolyticus,645,226,25,97,75,26,62,1,no
GCF_006378615.fna.gz,vparahaemolyticus,new_ST,28,106,70,249,2,129,24,
GCF_006378635.fna.gz,vparahaemolyticus,new_ST,265,369,3,29,156,123,26,
GCF_006378655.fna.gz,vparahaemolyticus,1829,254,113,72,181,248,116,262,no
GCF_006378675.fna.gz,vparahaemolyticus,1798,28,125,99,431,50,3,251,no
GCF_006378705.fna.gz,vparahaemolyticus,1583,42,1,62,241,26,85,20,no
GCF_006378715.fna.gz,vparahaemolyticus,2157,397,195,123,66,46,7,26,no
GCF_006378735.fna.gz,vparahaemolyticus,-,162,399,-,150,11,158,51,
GCF_006378765.fna.gz,vparahaemolyticus,-,131,487,31,35,26,-,146,
GCF_006378785.fna.gz,vparahaemolyticus,505,5,40,38,209,45,190,94,
GCF_006378795.fna.gz,vparahaemolyticus,new_ST,10,290,273,13,50,5,17,
GCF_006378805.fna.gz,vparahaemolyticus,1583,42,1,62,241,26,85,20,no
GCF_006378835.fna.gz,vparahaemolyticus,new_ST,28,23,31,230,4,80,179,
GCF_006378855.fna.gz,vparahaemolyticus,new_alleles,152,141,17,76,99,~23,235,
GCF_006378865.fna.gz,vparahaemolyticus,1841,79,72,299,89,23,410,23,no
GCF_006378875.fna.gz,vparahaemolyticus,864,3,230,61,268,2,245,2,no
GCF_006378935.fna.gz,vparahaemolyticus,852,253,106,141,112,31,11,51,no
GCF_006378945.fna.gz,vparahaemolyticus,2157,397,195,123,66,46,7,26,no
GCF_006378955.fna.gz,vparahaemolyticus,new_alleles,6,252,~418,~260,30,243,24,
GCF_006378975.fna.gz,vparahaemolyticus,-,162,399,-,150,11,158,51,
GCF_006378995.fna.gz,vparahaemolyticus,424,170,224,75,139,117,18,124,no
GCF_006379005.fna.gz,vparahaemolyticus,1969,28,15,31,55,18,58,46,no
GCF_006381675.fna.gz,vparahaemolyticus,984,49,209,249,50,112,37,23,no
GCF_006381695.fna.gz,vparahaemolyticus,114,55,15,31,55,18,58,46,114
GCF_006382625.fna.gz,vparahaemolyticus,-,71,345,246,167,-,69,47,
GCF_006382635.fna.gz,vparahaemolyticus,2516,11,48,107,48,26,48,26,This sequence type has a recA island and was named ST265 in this publication https://doi.org/10.1371/journal.pone.0117485
GCF_006382645.fna.gz,vparahaemolyticus,595,80,153,25,243,114,224,55,no
GCF_006382695.fna.gz,vparahaemolyticus,2516,11,48,107,48,26,48,26,This sequence type has a recA island and was named ST265 in this publication https://doi.org/10.1371/journal.pone.0117485
GCF_006382705.fna.gz,vparahaemolyticus,2516,11,48,107,48,26,48,26,This sequence type has a recA island and was named ST265 in this publication https://doi.org/10.1371/journal.pone.0117485
GCF_006382735.fna.gz,vparahaemolyticus,2516,11,48,107,48,26,48,26,This sequence type has a recA island and was named ST265 in this publication https://doi.org/10.1371/journal.pone.0117485
GCF_006382755.fna.gz,vparahaemolyticus,2083,117,526,386,415,128,203,24,no
GCF_006382765.fna.gz,vparahaemolyticus,189,11,48,3,48,26,48,26,345
GCF_006382785.fna.gz,vparahaemolyticus,189,11,48,3,48,26,48,26,345
GCF_006382805.fna.gz,vparahaemolyticus,2516,11,48,107,48,26,48,26,This sequence type has a recA island and was named ST265 in this publication https://doi.org/10.1371/journal.pone.0117485
GCF_006382825.fna.gz,vparahaemolyticus,189,11,48,3,48,26,48,26,345
GCF_006382855.fna.gz,vparahaemolyticus,933,31,367,259,332,83,3,23,no
GCF_006382865.fna.gz,vparahaemolyticus,1845,64,90,65,148,61,11,24,no
GCF_006382885.fna.gz,vparahaemolyticus,2516,11,48,107,48,26,48,26,This sequence type has a recA island and was named ST265 in this publication https://doi.org/10.1371/journal.pone.0117485
GCF_006382895.fna.gz,vparahaemolyticus,3,3,4,19,4,29,4,22,3
GCF_006382925.fna.gz,vparahaemolyticus,1869,3,106,173,186,78,11,264,no
GCF_006382955.fna.gz,vparahaemolyticus,3,3,4,19,4,29,4,22,3
GCF_006382965.fna.gz,vparahaemolyticus,189,11,48,3,48,26,48,26,345
GCF_006382975.fna.gz,vparahaemolyticus,332,14,30,141,78,4,37,13,no
GCF_006383155.fna.gz,vparahaemolyticus,189,11,48,3,48,26,48,26,345
GCF_006383165.fna.gz,vparahaemolyticus,189,11,48,3,48,26,48,26,345
GCF_006383215.fna.gz,vparahaemolyticus,624,3,4,73,13,4,214,33,no
GCF_006383225.fna.gz,vparahaemolyticus,332,14,30,141,78,4,37,13,no
GCF_006383245.fna.gz,vparahaemolyticus,478,185,226,73,19,26,18,37,no
GCF_006383265.fna.gz,vparahaemolyticus,1817,47,464,31,19,60,135,13,no
GCF_006383285.fna.gz,vparahaemolyticus,2516,11,48,107,48,26,48,26,This sequence type has a recA island and was named ST265 in this publication https://doi.org/10.1371/journal.pone.0117485
GCF_006383315.fna.gz,vparahaemolyticus,2516,11,48,107,48,26,48,26,This sequence type has a recA island and was named ST265 in this publication https://doi.org/10.1371/journal.pone.0117485
GCF_006383325.fna.gz,vparahaemolyticus,2516,11,48,107,48,26,48,26,This sequence type has a recA island and was named ST265 in this publication https://doi.org/10.1371/journal.pone.0117485
GCF_006383335.fna.gz,vparahaemolyticus,189,11,48,3,48,26,48,26,345
GCF_006383355.fna.gz,vparahaemolyticus,1864,370,13,368,133,50,248,24,no
GCF_006383385.fna.gz,vparahaemolyticus,3,3,4,19,4,29,4,22,3
GCF_006383415.fna.gz,vparahaemolyticus,2516,11,48,107,48,26,48,26,This sequence type has a recA island and was named ST265 in this publication https://doi.org/10.1371/journal.pone.0117485
GCF_006383425.fna.gz,vparahaemolyticus,2516,11,48,107,48,26,48,26,This sequence type has a recA island and was named ST265 in this publication https://doi.org/10.1371/journal.pone.0117485
GCF_006383435.fna.gz,vparahaemolyticus,2516,11,48,107,48,26,48,26,This sequence type has a recA island and was named ST265 in this publication https://doi.org/10.1371/journal.pone.0117485
GCF_006383445.fna.gz,vparahaemolyticus,2516,11,48,107,48,26,48,26,This sequence type has a recA island and was named ST265 in this publication https://doi.org/10.1371/journal.pone.0117485
GCF_006383455.fna.gz,vparahaemolyticus,2516,11,48,107,48,26,48,26,This sequence type has a recA island and was named ST265 in this publication https://doi.org/10.1371/journal.pone.0117485
GCF_006517795.fna.gz,vparahaemolyticus,163,72,96,70,80,18,75,9,no
GCF_008039155.fna.gz,vparahaemolyticus,332,14,30,141,78,4,37,13,no
GCF_008039175.fna.gz,vparahaemolyticus,2516,11,48,107,48,26,48,26,This sequence type has a recA island and was named ST265 in this publication https://doi.org/10.1371/journal.pone.0117485
GCF_008039215.fna.gz,vparahaemolyticus,2516,11,48,107,48,26,48,26,This sequence type has a recA island and was named ST265 in this publication https://doi.org/10.1371/journal.pone.0117485
GCF_008039225.fna.gz,vparahaemolyticus,new_ST,19,199,25,47,2,104,26,
GCF_008039245.fna.gz,vparahaemolyticus,1140,19,295,295,223,136,11,13,no
